Progressivo,Nominativo,Data,Gruppo,Presenza,Votazioni,Percentuale
9116.0,CEVENINI MAURIZIO,2012-10-26,PARTITO DEMOCRATICO,A,0.0,0.0
9076.0,MAZZANTI CLAUDIO,2012-10-26,PARTITO DEMOCRATICO,A,0.0,0.0
29442.0,CRITELLI FRANCESCO,2012-10-26,PARTITO DEMOCRATICO,P,1.0,49.0
32746.0,LEMBI SIMONA,2012-10-26,PARTITO DEMOCRATICO,P,1.0,49.0
27189.0,BARCELO LIZANA LEONARDO L.,2012-10-26,PARTITO DEMOCRATICO,P,1.0,49.0
15586.0,MARCHESINI ANGELO,2012-10-26,PARTITO DEMOCRATICO,P,1.0,49.0
18313.0,LO GIUDICE SERGIO,2012-10-26,PARTITO DEMOCRATICO,P,0.0,0.0
9181.0,SANTI RAFFAELLA,2012-10-26,PARTITO DEMOCRATICO,P,1.0,49.0
32704.0,LAMA ROSSELLA,2012-10-26,PARTITO DEMOCRATICO,P,0.0,0.0
27410.0,FERRI MARIARAFFAELLA,2012-10-26,PARTITO DEMOCRATICO,P,0.0,0.0
27481.0,ZACCHIROLI BENEDETTO,2012-10-26,PARTITO DEMOCRATICO,P,0.0,0.0
32794.0,MIGNANI MARIANNA,2012-10-26,PARTITO DEMOCRATICO,P,1.0,49.0
22034.0,GHETTI MAURIZIO,2012-10-26,PARTITO DEMOCRATICO,P,1.0,49.0
33977.0,BENASSI MARZIA,2012-10-26,PARTITO DEMOCRATICO,P,0.0,0.0
33978.0,ERRANI FRANCESCO,2012-10-26,PARTITO DEMOCRATICO,P,1.0,49.0
27197.0,MELEGA CORRADO,2012-10-26,PARTITO DEMOCRATICO,P,1.0,49.0
9097.0,PETRELLA TOMMASO,2012-10-26,PARTITO DEMOCRATICO,A,0.0,0.0
33979.0,LA TORRE CATHY,2012-10-26,CON AMELIA PER BOLOGNA CON VENDOLA,P,0.0,0.0
33980.0,PIERALISI MIRCO,2012-10-26,CON AMELIA PER BOLOGNA CON VENDOLA,P,0.0,0.0
26392.0,CIPRIANI LORENZO,2012-10-26,CON AMELIA PER BOLOGNA CON VENDOLA,A,0.0,0.0
33987.0,SAZZINI LORENZO,2012-10-26,CON AMELIA PER BOLOGNA CON VENDOLA,P,0.0,0.0
32714.0,CAVIANO PASQUALE,2012-10-26,ITALIA DEI VALORI,P,1.0,49.0
21843.0,LISEI MARCO,2012-10-26,POPOLO DELLA LIBERTA,P,0.0,0.0
27208.0,TOMASSINI LORENZO,2012-10-26,POPOLO DELLA LIBERTA,P,1.0,49.0
32712.0,FACCI MICHELE,2012-10-26,POPOLO DELLA LIBERTA,A,0.0,0.0
27997.0,CASTALDINI VALENT.,2012-10-26,POPOLO DELLA LIBERTA,P,0.0,0.0
8904.0,CARELLA DANIELE,2012-10-26,POPOLO DELLA LIBERTA,P,1.0,49.0
20144.0,GATTUSO PATRIZIO G.,2012-10-26,POPOLO DELLA LIBERTA,P,1.0,49.0
32719.0,BERNARDINI MANES,2012-10-26,LEGA NORD,P,1.0,49.0
33981.0,COCCONCELLI MIRKA,2012-10-26,LEGA NORD,P,1.0,49.0
33982.0,SCARANO PAOLA F.,2012-10-26,LEGA NORD,P,1.0,49.0
33983.0,BORGONZONI LUCIA,2012-10-26,LEGA NORD,P,1.0,49.0
33984.0,BUGANI MASSIMO,2012-10-26,MOVIMENTO 5 STELLE,P,0.0,0.0
32861.0,SALSI FEDERICA,2012-10-26,MOVIMENTO 5 STELLE,P,0.0,0.0
33985.0,PIAZZA MARCO,2012-10-26,MOVIMENTO 5 STELLE,P,0.0,0.0
33986.0,ALDROVANDI STEFANO,2012-10-26,BOLOGNA 2016,A,0.0,0.0
32708.0,TURCI DANIELA,2012-10-26,PARTITO DEMOCRATICO,P,0.0,0.0
16863.0,MEROLA VIRGINIO,2012-11-26,SINDACO,P,2.0,14.0
9116.0,CEVENINI MAURIZIO,2012-11-26,PARTITO DEMOCRATICO,A,0.0,0.0
9076.0,MAZZANTI CLAUDIO,2012-11-26,PARTITO DEMOCRATICO,P,8.0,58.0
29442.0,CRITELLI FRANCESCO,2012-11-26,PARTITO DEMOCRATICO,P,8.0,58.0
32746.0,LEMBI SIMONA,2012-11-26,PARTITO DEMOCRATICO,P,5.0,36.0
27189.0,BARCELO LIZANA LEONARDO L.,2012-11-26,PARTITO DEMOCRATICO,P,10.0,73.0
15586.0,MARCHESINI ANGELO,2012-11-26,PARTITO DEMOCRATICO,P,6.0,44.0
18313.0,LO GIUDICE SERGIO,2012-11-26,PARTITO DEMOCRATICO,P,11.0,80.0
9181.0,SANTI RAFFAELLA,2012-11-26,PARTITO DEMOCRATICO,P,10.0,73.0
32704.0,LAMA ROSSELLA,2012-11-26,PARTITO DEMOCRATICO,P,10.0,73.0
27410.0,FERRI MARIARAFFAELLA,2012-11-26,PARTITO DEMOCRATICO,P,10.0,73.0
27481.0,ZACCHIROLI BENEDETTO,2012-11-26,PARTITO DEMOCRATICO,P,10.0,73.0
32794.0,MIGNANI MARIANNA,2012-11-26,PARTITO DEMOCRATICO,P,11.0,80.0
22034.0,GHETTI MAURIZIO,2012-11-26,PARTITO DEMOCRATICO,P,10.0,73.0
33977.0,BENASSI MARZIA,2012-11-26,PARTITO DEMOCRATICO,P,11.0,80.0
33978.0,ERRANI FRANCESCO,2012-11-26,PARTITO DEMOCRATICO,P,10.0,73.0
27197.0,MELEGA CORRADO,2012-11-26,PARTITO DEMOCRATICO,A,0.0,0.0
9097.0,PETRELLA TOMMASO,2012-11-26,PARTITO DEMOCRATICO,P,11.0,80.0
33979.0,LA TORRE CATHY,2012-11-26,CON AMELIA PER BOLOGNA CON VENDOLA,P,5.0,36.0
33980.0,PIERALISI MIRCO,2012-11-26,CON AMELIA PER BOLOGNA CON VENDOLA,P,10.0,73.0
26392.0,CIPRIANI LORENZO,2012-11-26,CON AMELIA PER BOLOGNA CON VENDOLA,P,10.0,73.0
33987.0,SAZZINI LORENZO,2012-11-26,CON AMELIA PER BOLOGNA CON VENDOLA,P,2.0,14.0
32714.0,CAVIANO PASQUALE,2012-11-26,ITALIA DEI VALORI,P,11.0,80.0
21843.0,LISEI MARCO,2012-11-26,POPOLO DELLA LIBERTA,P,10.0,73.0
27208.0,TOMASSINI LORENZO,2012-11-26,POPOLO DELLA LIBERTA,P,6.0,44.0
32712.0,FACCI MICHELE,2012-11-26,POPOLO DELLA LIBERTA,P,11.0,80.0
27997.0,CASTALDINI VALENT.,2012-11-26,POPOLO DELLA LIBERTA,P,3.0,22.0
8904.0,CARELLA DANIELE,2012-11-26,POPOLO DELLA LIBERTA,P,11.0,80.0
20144.0,GATTUSO PATRIZIO G.,2012-11-26,POPOLO DELLA LIBERTA,P,7.0,51.0
32719.0,BERNARDINI MANES,2012-11-26,LEGA NORD,P,11.0,80.0
33981.0,COCCONCELLI MIRKA,2012-11-26,LEGA NORD,P,11.0,80.0
33982.0,SCARANO PAOLA F.,2012-11-26,LEGA NORD,P,11.0,80.0
33983.0,BORGONZONI LUCIA,2012-11-26,LEGA NORD,P,9.0,66.0
33984.0,BUGANI MASSIMO,2012-11-26,MOVIMENTO 5 STELLE,A,0.0,0.0
32861.0,SALSI FEDERICA,2012-11-26,MOVIMENTO 5 STELLE,P,9.0,66.0
33985.0,PIAZZA MARCO,2012-11-26,MOVIMENTO 5 STELLE,P,11.0,80.0
33986.0,ALDROVANDI STEFANO,2012-11-26,BOLOGNA 2016,P,5.0,36.0
32708.0,TURCI DANIELA,2012-11-26,PARTITO DEMOCRATICO,P,6.0,44.0
16863.0,MEROLA VIRGINIO,2012-10-29,SINDACO,P,3.0,24.0
9116.0,CEVENINI MAURIZIO,2012-10-29,PARTITO DEMOCRATICO,A,0.0,0.0
9076.0,MAZZANTI CLAUDIO,2012-10-29,PARTITO DEMOCRATICO,P,10.0,80.0
29442.0,CRITELLI FRANCESCO,2012-10-29,PARTITO DEMOCRATICO,P,7.0,56.0
32746.0,LEMBI SIMONA,2012-10-29,PARTITO DEMOCRATICO,P,8.0,64.0
27189.0,BARCELO LIZANA LEONARDO L.,2012-10-29,PARTITO DEMOCRATICO,P,10.0,80.0
15586.0,MARCHESINI ANGELO,2012-10-29,PARTITO DEMOCRATICO,P,6.0,48.0
18313.0,LO GIUDICE SERGIO,2012-10-29,PARTITO DEMOCRATICO,P,10.0,80.0
9181.0,SANTI RAFFAELLA,2012-10-29,PARTITO DEMOCRATICO,P,8.0,64.0
32704.0,LAMA ROSSELLA,2012-10-29,PARTITO DEMOCRATICO,P,8.0,64.0
27410.0,FERRI MARIARAFFAELLA,2012-10-29,PARTITO DEMOCRATICO,P,9.0,72.0
27481.0,ZACCHIROLI BENEDETTO,2012-10-29,PARTITO DEMOCRATICO,P,8.0,64.0
32794.0,MIGNANI MARIANNA,2012-10-29,PARTITO DEMOCRATICO,P,9.0,72.0
22034.0,GHETTI MAURIZIO,2012-10-29,PARTITO DEMOCRATICO,P,7.0,56.0
33977.0,BENASSI MARZIA,2012-10-29,PARTITO DEMOCRATICO,P,10.0,80.0
33978.0,ERRANI FRANCESCO,2012-10-29,PARTITO DEMOCRATICO,P,9.0,72.0
27197.0,MELEGA CORRADO,2012-10-29,PARTITO DEMOCRATICO,P,10.0,80.0
9097.0,PETRELLA TOMMASO,2012-10-29,PARTITO DEMOCRATICO,A,0.0,0.0
33979.0,LA TORRE CATHY,2012-10-29,CON AMELIA PER BOLOGNA CON VENDOLA,A,0.0,0.0
33980.0,PIERALISI MIRCO,2012-10-29,CON AMELIA PER BOLOGNA CON VENDOLA,P,9.0,72.0
26392.0,CIPRIANI LORENZO,2012-10-29,CON AMELIA PER BOLOGNA CON VENDOLA,P,9.0,72.0
33987.0,SAZZINI LORENZO,2012-10-29,CON AMELIA PER BOLOGNA CON VENDOLA,P,7.0,56.0
32714.0,CAVIANO PASQUALE,2012-10-29,ITALIA DEI VALORI,P,10.0,80.0
21843.0,LISEI MARCO,2012-10-29,POPOLO DELLA LIBERTA,P,10.0,80.0
27208.0,TOMASSINI LORENZO,2012-10-29,POPOLO DELLA LIBERTA,P,9.0,72.0
32712.0,FACCI MICHELE,2012-10-29,POPOLO DELLA LIBERTA,P,9.0,72.0
27997.0,CASTALDINI VALENT.,2012-10-29,POPOLO DELLA LIBERTA,P,9.0,72.0
8904.0,CARELLA DANIELE,2012-10-29,POPOLO DELLA LIBERTA,P,10.0,80.0
20144.0,GATTUSO PATRIZIO G.,2012-10-29,POPOLO DELLA LIBERTA,P,10.0,80.0
32719.0,BERNARDINI MANES,2012-10-29,LEGA NORD,P,8.0,64.0
33981.0,COCCONCELLI MIRKA,2012-10-29,LEGA NORD,P,10.0,80.0
33982.0,SCARANO PAOLA F.,2012-10-29,LEGA NORD,P,10.0,80.0
33983.0,BORGONZONI LUCIA,2012-10-29,LEGA NORD,P,10.0,80.0
33984.0,BUGANI MASSIMO,2012-10-29,MOVIMENTO 5 STELLE,P,10.0,80.0
32861.0,SALSI FEDERICA,2012-10-29,MOVIMENTO 5 STELLE,P,9.0,72.0
33985.0,PIAZZA MARCO,2012-10-29,MOVIMENTO 5 STELLE,P,9.0,72.0
33986.0,ALDROVANDI STEFANO,2012-10-29,BOLOGNA 2016,A,0.0,0.0
32708.0,TURCI DANIELA,2012-10-29,PARTITO DEMOCRATICO,P,6.0,48.0
16863.0,MEROLA VIRGINIO,2012-11-30,SINDACO,A,0.0,0.0
9116.0,CEVENINI MAURIZIO,2012-11-30,PARTITO DEMOCRATICO,A,0.0,0.0
9076.0,MAZZANTI CLAUDIO,2012-11-30,PARTITO DEMOCRATICO,P,1.0,49.0
29442.0,CRITELLI FRANCESCO,2012-11-30,PARTITO DEMOCRATICO,P,0.0,0.0
32746.0,LEMBI SIMONA,2012-11-30,PARTITO DEMOCRATICO,P,1.0,49.0
27189.0,BARCELO LIZANA LEONARDO L.,2012-11-30,PARTITO DEMOCRATICO,P,1.0,49.0
15586.0,MARCHESINI ANGELO,2012-11-30,PARTITO DEMOCRATICO,P,1.0,49.0
18313.0,LO GIUDICE SERGIO,2012-11-30,PARTITO DEMOCRATICO,P,0.0,0.0
9181.0,SANTI RAFFAELLA,2012-11-30,PARTITO DEMOCRATICO,P,1.0,49.0
32704.0,LAMA ROSSELLA,2012-11-30,PARTITO DEMOCRATICO,P,0.0,0.0
27410.0,FERRI MARIARAFFAELLA,2012-11-30,PARTITO DEMOCRATICO,P,1.0,49.0
27481.0,ZACCHIROLI BENEDETTO,2012-11-30,PARTITO DEMOCRATICO,P,1.0,49.0
32794.0,MIGNANI MARIANNA,2012-11-30,PARTITO DEMOCRATICO,P,1.0,49.0
22034.0,GHETTI MAURIZIO,2012-11-30,PARTITO DEMOCRATICO,P,1.0,49.0
33977.0,BENASSI MARZIA,2012-11-30,PARTITO DEMOCRATICO,P,1.0,49.0
33978.0,ERRANI FRANCESCO,2012-11-30,PARTITO DEMOCRATICO,P,1.0,49.0
27197.0,MELEGA CORRADO,2012-11-30,PARTITO DEMOCRATICO,P,1.0,49.0
9097.0,PETRELLA TOMMASO,2012-11-30,PARTITO DEMOCRATICO,P,1.0,49.0
33979.0,LA TORRE CATHY,2012-11-30,CON AMELIA PER BOLOGNA CON VENDOLA,P,0.0,0.0
33980.0,PIERALISI MIRCO,2012-11-30,CON AMELIA PER BOLOGNA CON VENDOLA,P,1.0,49.0
26392.0,CIPRIANI LORENZO,2012-11-30,CON AMELIA PER BOLOGNA CON VENDOLA,P,1.0,49.0
33987.0,SAZZINI LORENZO,2012-11-30,CON AMELIA PER BOLOGNA CON VENDOLA,P,1.0,49.0
32714.0,CAVIANO PASQUALE,2012-11-30,ITALIA DEI VALORI,P,0.0,0.0
21843.0,LISEI MARCO,2012-11-30,POPOLO DELLA LIBERTA,P,1.0,49.0
27208.0,TOMASSINI LORENZO,2012-11-30,POPOLO DELLA LIBERTA,P,1.0,49.0
32712.0,FACCI MICHELE,2012-11-30,POPOLO DELLA LIBERTA,P,1.0,49.0
27997.0,CASTALDINI VALENT.,2012-11-30,POPOLO DELLA LIBERTA,P,1.0,49.0
8904.0,CARELLA DANIELE,2012-11-30,POPOLO DELLA LIBERTA,P,1.0,49.0
20144.0,GATTUSO PATRIZIO G.,2012-11-30,POPOLO DELLA LIBERTA,P,1.0,49.0
32719.0,BERNARDINI MANES,2012-11-30,LEGA NORD,A,0.0,0.0
33981.0,COCCONCELLI MIRKA,2012-11-30,LEGA NORD,P,1.0,49.0
33982.0,SCARANO PAOLA F.,2012-11-30,LEGA NORD,P,1.0,49.0
33983.0,BORGONZONI LUCIA,2012-11-30,LEGA NORD,P,1.0,49.0
33984.0,BUGANI MASSIMO,2012-11-30,MOVIMENTO 5 STELLE,P,1.0,49.0
32861.0,SALSI FEDERICA,2012-11-30,MOVIMENTO 5 STELLE,P,1.0,49.0
33985.0,PIAZZA MARCO,2012-11-30,MOVIMENTO 5 STELLE,P,1.0,49.0
33986.0,ALDROVANDI STEFANO,2012-11-30,BOLOGNA 2016,P,1.0,49.0
32708.0,TURCI DANIELA,2012-11-30,PARTITO DEMOCRATICO,P,1.0,49.0
16863.0,MEROLA VIRGINIO,2012-07-02,SINDACO,P,0.0,0.0
9076.0,MAZZANTI CLAUDIO,2012-07-02,PARTITO DEMOCRATICO,P,6.0,54.0
29442.0,CRITELLI FRANCESCO,2012-07-02,PARTITO DEMOCRATICO,P,8.0,72.0
32746.0,LEMBI SIMONA,2012-07-02,PARTITO DEMOCRATICO,P,9.0,81.0
27189.0,BARCELO LIZANA LEONARDO L.,2012-07-02,PARTITO DEMOCRATICO,P,9.0,81.0
15586.0,MARCHESINI ANGELO,2012-07-02,PARTITO DEMOCRATICO,P,2.0,18.0
18313.0,LO GIUDICE SERGIO,2012-07-02,PARTITO DEMOCRATICO,P,9.0,81.0
9181.0,SANTI RAFFAELLA,2012-07-02,PARTITO DEMOCRATICO,P,3.0,27.0
32704.0,LAMA ROSSELLA,2012-07-02,PARTITO DEMOCRATICO,P,6.0,54.0
27410.0,FERRI MARIARAFFAELLA,2012-07-02,PARTITO DEMOCRATICO,A,0.0,0.0
27481.0,ZACCHIROLI BENEDETTO,2012-07-02,PARTITO DEMOCRATICO,A,0.0,0.0
32794.0,MIGNANI MARIANNA,2012-07-02,PARTITO DEMOCRATICO,P,9.0,81.0
22034.0,GHETTI MAURIZIO,2012-07-02,PARTITO DEMOCRATICO,P,9.0,81.0
33977.0,BENASSI MARZIA,2012-07-02,PARTITO DEMOCRATICO,P,9.0,81.0
33978.0,ERRANI FRANCESCO,2012-07-02,PARTITO DEMOCRATICO,P,9.0,81.0
27197.0,MELEGA CORRADO,2012-07-02,PARTITO DEMOCRATICO,P,9.0,81.0
9097.0,PETRELLA TOMMASO,2012-07-02,PARTITO DEMOCRATICO,P,9.0,81.0
33979.0,LA TORRE CATHY,2012-07-02,CON AMELIA PER BOLOGNA CON VENDOLA,P,3.0,27.0
33980.0,PIERALISI MIRCO,2012-07-02,CON AMELIA PER BOLOGNA CON VENDOLA,P,7.0,63.0
26392.0,CIPRIANI LORENZO,2012-07-02,CON AMELIA PER BOLOGNA CON VENDOLA,P,7.0,63.0
33987.0,SAZZINI LORENZO,2012-07-02,CON AMELIA PER BOLOGNA CON VENDOLA,P,7.0,63.0
32714.0,CAVIANO PASQUALE,2012-07-02,ITALIA DEI VALORI,P,9.0,81.0
21843.0,LISEI MARCO,2012-07-02,POPOLO DELLA LIBERTA,P,0.0,0.0
27208.0,TOMASSINI LORENZO,2012-07-02,POPOLO DELLA LIBERTA,P,9.0,81.0
32712.0,FACCI MICHELE,2012-07-02,POPOLO DELLA LIBERTA,P,6.0,54.0
27997.0,CASTALDINI VALENT.,2012-07-02,POPOLO DELLA LIBERTA,P,4.0,36.0
8904.0,CARELLA DANIELE,2012-07-02,POPOLO DELLA LIBERTA,P,9.0,81.0
20144.0,GATTUSO PATRIZIO G.,2012-07-02,POPOLO DELLA LIBERTA,P,4.0,36.0
32719.0,BERNARDINI MANES,2012-07-02,LEGA NORD,P,6.0,54.0
33981.0,COCCONCELLI MIRKA,2012-07-02,LEGA NORD,P,9.0,81.0
33982.0,SCARANO PAOLA F.,2012-07-02,LEGA NORD,P,9.0,81.0
33983.0,BORGONZONI LUCIA,2012-07-02,LEGA NORD,P,9.0,81.0
33984.0,BUGANI MASSIMO,2012-07-02,MOVIMENTO 5 STELLE,P,8.0,72.0
32861.0,SALSI FEDERICA,2012-07-02,MOVIMENTO 5 STELLE,P,8.0,72.0
33985.0,PIAZZA MARCO,2012-07-02,MOVIMENTO 5 STELLE,P,9.0,81.0
33986.0,ALDROVANDI STEFANO,2012-07-02,BOLOGNA 2016,P,7.0,63.0
32708.0,TURCI DANIELA,2012-07-02,PARTITO DEMOCRATICO,P,5.0,45.0
16863.0,MEROLA VIRGINIO,2012-09-03,SINDACO,P,0.0,0.0
9076.0,MAZZANTI CLAUDIO,2012-09-03,PARTITO DEMOCRATICO,P,2.0,48.0
29442.0,CRITELLI FRANCESCO,2012-09-03,PARTITO DEMOCRATICO,A,0.0,0.0
32746.0,LEMBI SIMONA,2012-09-03,PARTITO DEMOCRATICO,P,3.0,72.0
27189.0,BARCELO LIZANA LEONARDO L.,2012-09-03,PARTITO DEMOCRATICO,P,3.0,72.0
15586.0,MARCHESINI ANGELO,2012-09-03,PARTITO DEMOCRATICO,P,1.0,24.0
18313.0,LO GIUDICE SERGIO,2012-09-03,PARTITO DEMOCRATICO,P,2.0,48.0
9181.0,SANTI RAFFAELLA,2012-09-03,PARTITO DEMOCRATICO,P,2.0,48.0
32704.0,LAMA ROSSELLA,2012-09-03,PARTITO DEMOCRATICO,P,1.0,24.0
27410.0,FERRI MARIARAFFAELLA,2012-09-03,PARTITO DEMOCRATICO,P,3.0,72.0
27481.0,ZACCHIROLI BENEDETTO,2012-09-03,PARTITO DEMOCRATICO,P,3.0,72.0
32794.0,MIGNANI MARIANNA,2012-09-03,PARTITO DEMOCRATICO,P,3.0,72.0
22034.0,GHETTI MAURIZIO,2012-09-03,PARTITO DEMOCRATICO,P,3.0,72.0
33977.0,BENASSI MARZIA,2012-09-03,PARTITO DEMOCRATICO,P,3.0,72.0
33978.0,ERRANI FRANCESCO,2012-09-03,PARTITO DEMOCRATICO,P,3.0,72.0
27197.0,MELEGA CORRADO,2012-09-03,PARTITO DEMOCRATICO,A,0.0,0.0
9097.0,PETRELLA TOMMASO,2012-09-03,PARTITO DEMOCRATICO,P,3.0,72.0
33979.0,LA TORRE CATHY,2012-09-03,CON AMELIA PER BOLOGNA CON VENDOLA,P,1.0,24.0
33980.0,PIERALISI MIRCO,2012-09-03,CON AMELIA PER BOLOGNA CON VENDOLA,P,2.0,48.0
26392.0,CIPRIANI LORENZO,2012-09-03,CON AMELIA PER BOLOGNA CON VENDOLA,P,3.0,72.0
33987.0,SAZZINI LORENZO,2012-09-03,CON AMELIA PER BOLOGNA CON VENDOLA,P,3.0,72.0
32714.0,CAVIANO PASQUALE,2012-09-03,ITALIA DEI VALORI,P,3.0,72.0
21843.0,LISEI MARCO,2012-09-03,POPOLO DELLA LIBERTA,P,3.0,72.0
27208.0,TOMASSINI LORENZO,2012-09-03,POPOLO DELLA LIBERTA,P,3.0,72.0
32712.0,FACCI MICHELE,2012-09-03,POPOLO DELLA LIBERTA,A,0.0,0.0
27997.0,CASTALDINI VALENT.,2012-09-03,POPOLO DELLA LIBERTA,P,2.0,48.0
8904.0,CARELLA DANIELE,2012-09-03,POPOLO DELLA LIBERTA,P,3.0,72.0
20144.0,GATTUSO PATRIZIO G.,2012-09-03,POPOLO DELLA LIBERTA,P,3.0,72.0
32719.0,BERNARDINI MANES,2012-09-03,LEGA NORD,P,0.0,0.0
33981.0,COCCONCELLI MIRKA,2012-09-03,LEGA NORD,P,3.0,72.0
33982.0,SCARANO PAOLA F.,2012-09-03,LEGA NORD,P,3.0,72.0
33983.0,BORGONZONI LUCIA,2012-09-03,LEGA NORD,P,3.0,72.0
33984.0,BUGANI MASSIMO,2012-09-03,MOVIMENTO 5 STELLE,P,1.0,24.0
32861.0,SALSI FEDERICA,2012-09-03,MOVIMENTO 5 STELLE,P,2.0,48.0
33985.0,PIAZZA MARCO,2012-09-03,MOVIMENTO 5 STELLE,P,1.0,24.0
33986.0,ALDROVANDI STEFANO,2012-09-03,BOLOGNA 2016,P,3.0,72.0
32708.0,TURCI DANIELA,2012-09-03,PARTITO DEMOCRATICO,P,2.0,48.0
16863.0,MEROLA VIRGINIO,2012-07-06,SINDACO,A,0.0,0.0
9076.0,MAZZANTI CLAUDIO,2012-07-06,PARTITO DEMOCRATICO,P,1.0,49.0
29442.0,CRITELLI FRANCESCO,2012-07-06,PARTITO DEMOCRATICO,P,1.0,49.0
32746.0,LEMBI SIMONA,2012-07-06,PARTITO DEMOCRATICO,A,0.0,0.0
27189.0,BARCELO LIZANA LEONARDO L.,2012-07-06,PARTITO DEMOCRATICO,P,1.0,49.0
15586.0,MARCHESINI ANGELO,2012-07-06,PARTITO DEMOCRATICO,P,1.0,49.0
18313.0,LO GIUDICE SERGIO,2012-07-06,PARTITO DEMOCRATICO,P,1.0,49.0
9181.0,SANTI RAFFAELLA,2012-07-06,PARTITO DEMOCRATICO,P,0.0,0.0
32704.0,LAMA ROSSELLA,2012-07-06,PARTITO DEMOCRATICO,P,0.0,0.0
27410.0,FERRI MARIARAFFAELLA,2012-07-06,PARTITO DEMOCRATICO,A,0.0,0.0
27481.0,ZACCHIROLI BENEDETTO,2012-07-06,PARTITO DEMOCRATICO,P,0.0,0.0
32794.0,MIGNANI MARIANNA,2012-07-06,PARTITO DEMOCRATICO,P,0.0,0.0
22034.0,GHETTI MAURIZIO,2012-07-06,PARTITO DEMOCRATICO,A,0.0,0.0
33977.0,BENASSI MARZIA,2012-07-06,PARTITO DEMOCRATICO,P,1.0,49.0
33978.0,ERRANI FRANCESCO,2012-07-06,PARTITO DEMOCRATICO,P,0.0,0.0
27197.0,MELEGA CORRADO,2012-07-06,PARTITO DEMOCRATICO,P,1.0,49.0
9097.0,PETRELLA TOMMASO,2012-07-06,PARTITO DEMOCRATICO,P,1.0,49.0
33979.0,LA TORRE CATHY,2012-07-06,CON AMELIA PER BOLOGNA CON VENDOLA,A,0.0,0.0
33980.0,PIERALISI MIRCO,2012-07-06,CON AMELIA PER BOLOGNA CON VENDOLA,P,0.0,0.0
26392.0,CIPRIANI LORENZO,2012-07-06,CON AMELIA PER BOLOGNA CON VENDOLA,A,0.0,0.0
33987.0,SAZZINI LORENZO,2012-07-06,CON AMELIA PER BOLOGNA CON VENDOLA,P,1.0,49.0
32714.0,CAVIANO PASQUALE,2012-07-06,ITALIA DEI VALORI,P,1.0,49.0
21843.0,LISEI MARCO,2012-07-06,POPOLO DELLA LIBERTA,P,0.0,0.0
27208.0,TOMASSINI LORENZO,2012-07-06,POPOLO DELLA LIBERTA,P,1.0,49.0
32712.0,FACCI MICHELE,2012-07-06,POPOLO DELLA LIBERTA,P,1.0,49.0
27997.0,CASTALDINI VALENT.,2012-07-06,POPOLO DELLA LIBERTA,A,0.0,0.0
8904.0,CARELLA DANIELE,2012-07-06,POPOLO DELLA LIBERTA,P,1.0,49.0
20144.0,GATTUSO PATRIZIO G.,2012-07-06,POPOLO DELLA LIBERTA,P,1.0,49.0
32719.0,BERNARDINI MANES,2012-07-06,LEGA NORD,P,0.0,0.0
33981.0,COCCONCELLI MIRKA,2012-07-06,LEGA NORD,P,1.0,49.0
33982.0,SCARANO PAOLA F.,2012-07-06,LEGA NORD,P,1.0,49.0
33983.0,BORGONZONI LUCIA,2012-07-06,LEGA NORD,P,0.0,0.0
33984.0,BUGANI MASSIMO,2012-07-06,MOVIMENTO 5 STELLE,P,0.0,0.0
32861.0,SALSI FEDERICA,2012-07-06,MOVIMENTO 5 STELLE,P,0.0,0.0
33985.0,PIAZZA MARCO,2012-07-06,MOVIMENTO 5 STELLE,P,1.0,49.0
33986.0,ALDROVANDI STEFANO,2012-07-06,BOLOGNA 2016,A,0.0,0.0
32708.0,TURCI DANIELA,2012-07-06,PARTITO DEMOCRATICO,A,0.0,0.0
16863.0,MEROLA VIRGINIO,2012-09-07,SINDACO,A,0.0,0.0
9076.0,MAZZANTI CLAUDIO,2012-09-07,PARTITO DEMOCRATICO,P,1.0,49.0
29442.0,CRITELLI FRANCESCO,2012-09-07,PARTITO DEMOCRATICO,P,1.0,49.0
32746.0,LEMBI SIMONA,2012-09-07,PARTITO DEMOCRATICO,P,1.0,49.0
27189.0,BARCELO LIZANA LEONARDO L.,2012-09-07,PARTITO DEMOCRATICO,P,1.0,49.0
15586.0,MARCHESINI ANGELO,2012-09-07,PARTITO DEMOCRATICO,P,1.0,49.0
18313.0,LO GIUDICE SERGIO,2012-09-07,PARTITO DEMOCRATICO,P,1.0,49.0
9181.0,SANTI RAFFAELLA,2012-09-07,PARTITO DEMOCRATICO,P,1.0,49.0
32704.0,LAMA ROSSELLA,2012-09-07,PARTITO DEMOCRATICO,P,0.0,0.0
27410.0,FERRI MARIARAFFAELLA,2012-09-07,PARTITO DEMOCRATICO,P,1.0,49.0
27481.0,ZACCHIROLI BENEDETTO,2012-09-07,PARTITO DEMOCRATICO,P,1.0,49.0
32794.0,MIGNANI MARIANNA,2012-09-07,PARTITO DEMOCRATICO,P,1.0,49.0
22034.0,GHETTI MAURIZIO,2012-09-07,PARTITO DEMOCRATICO,P,1.0,49.0
33977.0,BENASSI MARZIA,2012-09-07,PARTITO DEMOCRATICO,P,0.0,0.0
33978.0,ERRANI FRANCESCO,2012-09-07,PARTITO DEMOCRATICO,P,1.0,49.0
27197.0,MELEGA CORRADO,2012-09-07,PARTITO DEMOCRATICO,A,0.0,0.0
9097.0,PETRELLA TOMMASO,2012-09-07,PARTITO DEMOCRATICO,P,1.0,49.0
