Progressivo,Nominativo,Data,Gruppo Politico,Presenza,Num.Votazioni
27481,ZACCHIROLI BENEDETTO,2012-12-07T00:00:00Z,PARTITO DEMOCRATICO,P,0
32794,MIGNANI MARIANNA,2012-12-07T00:00:00Z,PARTITO DEMOCRATICO,P,0
22034,GHETTI MAURIZIO,2012-12-07T00:00:00Z,PARTITO DEMOCRATICO,P,1
33977,BENASSI MARZIA,2012-12-07T00:00:00Z,PARTITO DEMOCRATICO,P,1
33978,ERRANI FRANCESCO,2012-12-07T00:00:00Z,PARTITO DEMOCRATICO,P,0
27197,MELEGA CORRADO,2012-12-07T00:00:00Z,PARTITO DEMOCRATICO,P,0
9097,PETRELLA TOMMASO,2012-12-07T00:00:00Z,PARTITO DEMOCRATICO,P,0
33979,LA TORRE CATHY,2012-12-07T00:00:00Z,CON AMELIA PER BOLOGNA CON VENDOLA,A,0
33980,PIERALISI MIRCO,2012-12-07T00:00:00Z,CON AMELIA PER BOLOGNA CON VENDOLA,P,0
26392,CIPRIANI LORENZO,2012-12-07T00:00:00Z,CON AMELIA PER BOLOGNA CON VENDOLA,P,0
33987,SAZZINI LORENZO,2012-12-07T00:00:00Z,CON AMELIA PER BOLOGNA CON VENDOLA,A,0
32714,CAVIANO PASQUALE,2012-12-07T00:00:00Z,ITALIA DEI VALORI,P,1
21843,LISEI MARCO,2012-12-07T00:00:00Z,POPOLO DELLA LIBERTA,P,1
27208,TOMASSINI LORENZO,2012-12-07T00:00:00Z,POPOLO DELLA LIBERTA,P,1
32712,FACCI MICHELE,2012-12-07T00:00:00Z,POPOLO DELLA LIBERTA,P,1
27997,CASTALDINI VALENT.,2012-12-07T00:00:00Z,POPOLO DELLA LIBERTA,A,0
8904,CARELLA DANIELE,2012-12-07T00:00:00Z,POPOLO DELLA LIBERTA,P,1
20144,GATTUSO PATRIZIO G.,2012-12-07T00:00:00Z,POPOLO DELLA LIBERTA,P,1
32719,BERNARDINI MANES,2012-12-07T00:00:00Z,LEGA NORD,A,0
33981,COCCONCELLI MIRKA,2012-12-07T00:00:00Z,LEGA NORD,P,1
33982,SCARANO PAOLA F.,2012-12-07T00:00:00Z,LEGA NORD,P,1
33983,BORGONZONI LUCIA,2012-12-07T00:00:00Z,LEGA NORD,P,0
33984,BUGANI MASSIMO,2012-12-07T00:00:00Z,MOVIMENTO 5 STELLE,P,0
32861,SALSI FEDERICA,2012-12-07T00:00:00Z,MOVIMENTO 5 STELLE,P,0
33985,PIAZZA MARCO,2012-12-07T00:00:00Z,MOVIMENTO 5 STELLE,P,1
33986,ALDROVANDI STEFANO,2012-12-07T00:00:00Z,BOLOGNA 2016,P,1
32708,TURCI DANIELA,2012-12-07T00:00:00Z,PARTITO DEMOCRATICO,P,1
16863,MEROLA VIRGINIO,2012-10-08T00:00:00Z,SINDACO,P,3
9116,CEVENINI MAURIZIO,2012-10-08T00:00:00Z,PARTITO DEMOCRATICO,A,0
9076,MAZZANTI CLAUDIO,2012-10-08T00:00:00Z,PARTITO DEMOCRATICO,P,4
29442,CRITELLI FRANCESCO,2012-10-08T00:00:00Z,PARTITO DEMOCRATICO,P,4
32746,LEMBI SIMONA,2012-10-08T00:00:00Z,PARTITO DEMOCRATICO,P,4
27189,BARCELO LIZANA LEONARDO,2012-10-08T00:00:00Z,PARTITO DEMOCRATICO,P,4
15586,MARCHESINI ANGELO,2012-10-08T00:00:00Z,PARTITO DEMOCRATICO,P,3
18313,LO GIUDICE SERGIO,2012-10-08T00:00:00Z,PARTITO DEMOCRATICO,P,4
9181,SANTI RAFFAELLA,2012-10-08T00:00:00Z,PARTITO DEMOCRATICO,P,4
32704,LAMA ROSSELLA,2012-10-08T00:00:00Z,PARTITO DEMOCRATICO,P,4
27410,FERRI MARIARAFFAELLA,2012-10-08T00:00:00Z,PARTITO DEMOCRATICO,P,4
27481,ZACCHIROLI BENEDETTO,2012-10-08T00:00:00Z,PARTITO DEMOCRATICO,P,4
32794,MIGNANI MARIANNA,2012-10-08T00:00:00Z,PARTITO DEMOCRATICO,P,4
22034,GHETTI MAURIZIO,2012-10-08T00:00:00Z,PARTITO DEMOCRATICO,P,4
33977,BENASSI MARZIA,2012-10-08T00:00:00Z,PARTITO DEMOCRATICO,P,4
33978,ERRANI FRANCESCO,2012-10-08T00:00:00Z,PARTITO DEMOCRATICO,P,4
27197,MELEGA CORRADO,2012-10-08T00:00:00Z,PARTITO DEMOCRATICO,P,4
9097,PETRELLA TOMMASO,2012-10-08T00:00:00Z,PARTITO DEMOCRATICO,P,4
33979,LA TORRE CATHY,2012-10-08T00:00:00Z,CON AMELIA PER BOLOGNA CON VENDOLA,P,3
33980,PIERALISI MIRCO,2012-10-08T00:00:00Z,CON AMELIA PER BOLOGNA CON VENDOLA,P,3
26392,CIPRIANI LORENZO,2012-10-08T00:00:00Z,CON AMELIA PER BOLOGNA CON VENDOLA,P,4
33987,SAZZINI LORENZO,2012-10-08T00:00:00Z,CON AMELIA PER BOLOGNA CON VENDOLA,P,4
32714,CAVIANO PASQUALE,2012-10-08T00:00:00Z,ITALIA DEI VALORI,P,4
21843,LISEI MARCO,2012-10-08T00:00:00Z,POPOLO DELLA LIBERTA,P,4
27208,TOMASSINI LORENZO,2012-10-08T00:00:00Z,POPOLO DELLA LIBERTA,P,3
32712,FACCI MICHELE,2012-10-08T00:00:00Z,POPOLO DELLA LIBERTA,P,3
27997,CASTALDINI VALENT.,2012-10-08T00:00:00Z,POPOLO DELLA LIBERTA,P,4
8904,CARELLA DANIELE,2012-10-08T00:00:00Z,POPOLO DELLA LIBERTA,P,4
20144,GATTUSO PATRIZIO G.,2012-10-08T00:00:00Z,POPOLO DELLA LIBERTA,P,4
32719,BERNARDINI MANES,2012-10-08T00:00:00Z,LEGA NORD,P,3
33981,COCCONCELLI MIRKA,2012-10-08T00:00:00Z,LEGA NORD,P,3
33982,SCARANO PAOLA F.,2012-10-08T00:00:00Z,LEGA NORD,P,1
33983,BORGONZONI LUCIA,2012-10-08T00:00:00Z,LEGA NORD,P,3
33984,BUGANI MASSIMO,2012-10-08T00:00:00Z,MOVIMENTO 5 STELLE,P,3
32861,SALSI FEDERICA,2012-10-08T00:00:00Z,MOVIMENTO 5 STELLE,P,4
33985,PIAZZA MARCO,2012-10-08T00:00:00Z,MOVIMENTO 5 STELLE,P,4
33986,ALDROVANDI STEFANO,2012-10-08T00:00:00Z,BOLOGNA 2016,P,4
32708,TURCI DANIELA,2012-10-08T00:00:00Z,PARTITO DEMOCRATICO,P,3
16863,MEROLA VIRGINIO,2012-11-09T00:00:00Z,SINDACO,A,0
9116,CEVENINI MAURIZIO,2012-11-09T00:00:00Z,PARTITO DEMOCRATICO,A,0
9076,MAZZANTI CLAUDIO,2012-11-09T00:00:00Z,PARTITO DEMOCRATICO,P,1
29442,CRITELLI FRANCESCO,2012-11-09T00:00:00Z,PARTITO DEMOCRATICO,P,1
32746,LEMBI SIMONA,2012-11-09T00:00:00Z,PARTITO DEMOCRATICO,P,1
27189,BARCELO LIZANA LEONARDO,2012-11-09T00:00:00Z,PARTITO DEMOCRATICO,P,1
15586,MARCHESINI ANGELO,2012-11-09T00:00:00Z,PARTITO DEMOCRATICO,P,1
18313,LO GIUDICE SERGIO,2012-11-09T00:00:00Z,PARTITO DEMOCRATICO,P,0
9181,SANTI RAFFAELLA,2012-11-09T00:00:00Z,PARTITO DEMOCRATICO,P,1
32704,LAMA ROSSELLA,2012-11-09T00:00:00Z,PARTITO DEMOCRATICO,P,1
27410,FERRI MARIARAFFAELLA,2012-11-09T00:00:00Z,PARTITO DEMOCRATICO,P,1
27481,ZACCHIROLI BENEDETTO,2012-11-09T00:00:00Z,PARTITO DEMOCRATICO,P,1
32794,MIGNANI MARIANNA,2012-11-09T00:00:00Z,PARTITO DEMOCRATICO,P,0
22034,GHETTI MAURIZIO,2012-11-09T00:00:00Z,PARTITO DEMOCRATICO,P,1
33977,BENASSI MARZIA,2012-11-09T00:00:00Z,PARTITO DEMOCRATICO,A,0
33978,ERRANI FRANCESCO,2012-11-09T00:00:00Z,PARTITO DEMOCRATICO,P,1
27197,MELEGA CORRADO,2012-11-09T00:00:00Z,PARTITO DEMOCRATICO,A,0
9097,PETRELLA TOMMASO,2012-11-09T00:00:00Z,PARTITO DEMOCRATICO,P,1
33979,LA TORRE CATHY,2012-11-09T00:00:00Z,CON AMELIA PER BOLOGNA CON VENDOLA,P,0
33980,PIERALISI MIRCO,2012-11-09T00:00:00Z,CON AMELIA PER BOLOGNA CON VENDOLA,P,0
26392,CIPRIANI LORENZO,2012-11-09T00:00:00Z,CON AMELIA PER BOLOGNA CON VENDOLA,P,0
33987,SAZZINI LORENZO,2012-11-09T00:00:00Z,CON AMELIA PER BOLOGNA CON VENDOLA,P,0
32714,CAVIANO PASQUALE,2012-11-09T00:00:00Z,ITALIA DEI VALORI,P,1
21843,LISEI MARCO,2012-11-09T00:00:00Z,POPOLO DELLA LIBERTA,P,0
27208,TOMASSINI LORENZO,2012-11-09T00:00:00Z,POPOLO DELLA LIBERTA,A,0
32712,FACCI MICHELE,2012-11-09T00:00:00Z,POPOLO DELLA LIBERTA,A,0
27997,CASTALDINI VALENT.,2012-11-09T00:00:00Z,POPOLO DELLA LIBERTA,A,0
8904,CARELLA DANIELE,2012-11-09T00:00:00Z,POPOLO DELLA LIBERTA,P,1
20144,GATTUSO PATRIZIO G.,2012-11-09T00:00:00Z,POPOLO DELLA LIBERTA,P,1
32719,BERNARDINI MANES,2012-11-09T00:00:00Z,LEGA NORD,P,1
33981,COCCONCELLI MIRKA,2012-11-09T00:00:00Z,LEGA NORD,P,1
33982,SCARANO PAOLA F.,2012-11-09T00:00:00Z,LEGA NORD,P,1
33983,BORGONZONI LUCIA,2012-11-09T00:00:00Z,LEGA NORD,P,1
33984,BUGANI MASSIMO,2012-11-09T00:00:00Z,MOVIMENTO 5 STELLE,P,1
32861,SALSI FEDERICA,2012-11-09T00:00:00Z,MOVIMENTO 5 STELLE,A,0
33985,PIAZZA MARCO,2012-11-09T00:00:00Z,MOVIMENTO 5 STELLE,P,1
33986,ALDROVANDI STEFANO,2012-11-09T00:00:00Z,BOLOGNA 2016,P,1
32708,TURCI DANIELA,2012-11-09T00:00:00Z,PARTITO DEMOCRATICO,P,0
16863,MEROLA VIRGINIO,2012-12-10T00:00:00Z,SINDACO,P,0
9116,CEVENINI MAURIZIO,2012-12-10T00:00:00Z,PARTITO DEMOCRATICO,A,0
9076,MAZZANTI CLAUDIO,2012-12-10T00:00:00Z,PARTITO DEMOCRATICO,P,0
29442,CRITELLI FRANCESCO,2012-12-10T00:00:00Z,PARTITO DEMOCRATICO,P,1
32746,LEMBI SIMONA,2012-12-10T00:00:00Z,PARTITO DEMOCRATICO,P,2
27189,BARCELO LIZANA LEONARDO,2012-12-10T00:00:00Z,PARTITO DEMOCRATICO,P,1
15586,MARCHESINI ANGELO,2012-12-10T00:00:00Z,PARTITO DEMOCRATICO,P,0
18313,LO GIUDICE SERGIO,2012-12-10T00:00:00Z,PARTITO DEMOCRATICO,P,1
9181,SANTI RAFFAELLA,2012-12-10T00:00:00Z,PARTITO DEMOCRATICO,P,2
32704,LAMA ROSSELLA,2012-12-10T00:00:00Z,PARTITO DEMOCRATICO,P,1
27410,FERRI MARIARAFFAELLA,2012-12-10T00:00:00Z,PARTITO DEMOCRATICO,P,1
27481,ZACCHIROLI BENEDETTO,2012-12-10T00:00:00Z,PARTITO DEMOCRATICO,P,1
32794,MIGNANI MARIANNA,2012-12-10T00:00:00Z,PARTITO DEMOCRATICO,P,1
22034,GHETTI MAURIZIO,2012-12-10T00:00:00Z,PARTITO DEMOCRATICO,P,2
33977,BENASSI MARZIA,2012-12-10T00:00:00Z,PARTITO DEMOCRATICO,P,2
33978,ERRANI FRANCESCO,2012-12-10T00:00:00Z,PARTITO DEMOCRATICO,P,1
27197,MELEGA CORRADO,2012-12-10T00:00:00Z,PARTITO DEMOCRATICO,P,1
9097,PETRELLA TOMMASO,2012-12-10T00:00:00Z,PARTITO DEMOCRATICO,P,1
33979,LA TORRE CATHY,2012-12-10T00:00:00Z,CON AMELIA PER BOLOGNA CON VENDOLA,P,0
33980,PIERALISI MIRCO,2012-12-10T00:00:00Z,CON AMELIA PER BOLOGNA CON VENDOLA,P,1
26392,CIPRIANI LORENZO,2012-12-10T00:00:00Z,CON AMELIA PER BOLOGNA CON VENDOLA,P,1
33987,SAZZINI LORENZO,2012-12-10T00:00:00Z,CON AMELIA PER BOLOGNA CON VENDOLA,P,1
32714,CAVIANO PASQUALE,2012-12-10T00:00:00Z,ITALIA DEI VALORI,P,2
21843,LISEI MARCO,2012-12-10T00:00:00Z,POPOLO DELLA LIBERTA,P,2
27208,TOMASSINI LORENZO,2012-12-10T00:00:00Z,POPOLO DELLA LIBERTA,P,0
32712,FACCI MICHELE,2012-12-10T00:00:00Z,POPOLO DELLA LIBERTA,P,0
27997,CASTALDINI VALENT.,2012-12-10T00:00:00Z,POPOLO DELLA LIBERTA,P,2
8904,CARELLA DANIELE,2012-12-10T00:00:00Z,POPOLO DELLA LIBERTA,P,2
20144,GATTUSO PATRIZIO G.,2012-12-10T00:00:00Z,POPOLO DELLA LIBERTA,P,1
32719,BERNARDINI MANES,2012-12-10T00:00:00Z,LEGA NORD,P,1
33981,COCCONCELLI MIRKA,2012-12-10T00:00:00Z,LEGA NORD,P,2
33982,SCARANO PAOLA F.,2012-12-10T00:00:00Z,LEGA NORD,P,2
33983,BORGONZONI LUCIA,2012-12-10T00:00:00Z,LEGA NORD,P,0
33984,BUGANI MASSIMO,2012-12-10T00:00:00Z,MOVIMENTO 5 STELLE,P,1
32861,SALSI FEDERICA,2012-12-10T00:00:00Z,MOVIMENTO 5 STELLE,P,1
33985,PIAZZA MARCO,2012-12-10T00:00:00Z,MOVIMENTO 5 STELLE,P,1
33986,ALDROVANDI STEFANO,2012-12-10T00:00:00Z,BOLOGNA 2016,P,2
32708,TURCI DANIELA,2012-12-10T00:00:00Z,PARTITO DEMOCRATICO,P,1
16863,MEROLA VIRGINIO,2012-10-12T00:00:00Z,SINDACO,A,0
9116,CEVENINI MAURIZIO,2012-10-12T00:00:00Z,PARTITO DEMOCRATICO,A,0
9076,MAZZANTI CLAUDIO,2012-10-12T00:00:00Z,PARTITO DEMOCRATICO,P,1
29442,CRITELLI FRANCESCO,2012-10-12T00:00:00Z,PARTITO DEMOCRATICO,P,1
32746,LEMBI SIMONA,2012-10-12T00:00:00Z,PARTITO DEMOCRATICO,P,0
27189,BARCELO LIZANA LEONARDO,2012-10-12T00:00:00Z,PARTITO DEMOCRATICO,P,1
15586,MARCHESINI ANGELO,2012-10-12T00:00:00Z,PARTITO DEMOCRATICO,P,0
18313,LO GIUDICE SERGIO,2012-10-12T00:00:00Z,PARTITO DEMOCRATICO,P,1
9181,SANTI RAFFAELLA,2012-10-12T00:00:00Z,PARTITO DEMOCRATICO,P,1
32704,LAMA ROSSELLA,2012-10-12T00:00:00Z,PARTITO DEMOCRATICO,P,0
27410,FERRI MARIARAFFAELLA,2012-10-12T00:00:00Z,PARTITO DEMOCRATICO,P,0
27481,ZACCHIROLI BENEDETTO,2012-10-12T00:00:00Z,PARTITO DEMOCRATICO,P,0
32794,MIGNANI MARIANNA,2012-10-12T00:00:00Z,PARTITO DEMOCRATICO,A,0
22034,GHETTI MAURIZIO,2012-10-12T00:00:00Z,PARTITO DEMOCRATICO,P,1
33977,BENASSI MARZIA,2012-10-12T00:00:00Z,PARTITO DEMOCRATICO,P,1
33978,ERRANI FRANCESCO,2012-10-12T00:00:00Z,PARTITO DEMOCRATICO,P,1
27197,MELEGA CORRADO,2012-10-12T00:00:00Z,PARTITO DEMOCRATICO,P,1
9097,PETRELLA TOMMASO,2012-10-12T00:00:00Z,PARTITO DEMOCRATICO,P,1
33979,LA TORRE CATHY,2012-10-12T00:00:00Z,CON AMELIA PER BOLOGNA CON VENDOLA,P,0
33980,PIERALISI MIRCO,2012-10-12T00:00:00Z,CON AMELIA PER BOLOGNA CON VENDOLA,P,0
26392,CIPRIANI LORENZO,2012-10-12T00:00:00Z,CON AMELIA PER BOLOGNA CON VENDOLA,P,0
33987,SAZZINI LORENZO,2012-10-12T00:00:00Z,CON AMELIA PER BOLOGNA CON VENDOLA,P,0
32714,CAVIANO PASQUALE,2012-10-12T00:00:00Z,ITALIA DEI VALORI,P,1
21843,LISEI MARCO,2012-10-12T00:00:00Z,POPOLO DELLA LIBERTA,P,0
27208,TOMASSINI LORENZO,2012-10-12T00:00:00Z,POPOLO DELLA LIBERTA,P,1
32712,FACCI MICHELE,2012-10-12T00:00:00Z,POPOLO DELLA LIBERTA,P,1
27997,CASTALDINI VALENT.,2012-10-12T00:00:00Z,POPOLO DELLA LIBERTA,P,0
8904,CARELLA DANIELE,2012-10-12T00:00:00Z,POPOLO DELLA LIBERTA,P,1
20144,GATTUSO PATRIZIO G.,2012-10-12T00:00:00Z,POPOLO DELLA LIBERTA,P,1
32719,BERNARDINI MANES,2012-10-12T00:00:00Z,LEGA NORD,A,0
33981,COCCONCELLI MIRKA,2012-10-12T00:00:00Z,LEGA NORD,P,1
33982,SCARANO PAOLA F.,2012-10-12T00:00:00Z,LEGA NORD,P,1
33983,BORGONZONI LUCIA,2012-10-12T00:00:00Z,LEGA NORD,P,1
33984,BUGANI MASSIMO,2012-10-12T00:00:00Z,MOVIMENTO 5 STELLE,P,0
32861,SALSI FEDERICA,2012-10-12T00:00:00Z,MOVIMENTO 5 STELLE,P,0
33985,PIAZZA MARCO,2012-10-12T00:00:00Z,MOVIMENTO 5 STELLE,P,0
33986,ALDROVANDI STEFANO,2012-10-12T00:00:00Z,BOLOGNA 2016,A,0
32708,TURCI DANIELA,2012-10-12T00:00:00Z,PARTITO DEMOCRATICO,P,0
16863,MEROLA VIRGINIO,2012-11-12T00:00:00Z,SINDACO,P,0
9116,CEVENINI MAURIZIO,2012-11-12T00:00:00Z,PARTITO DEMOCRATICO,A,0
9076,MAZZANTI CLAUDIO,2012-11-12T00:00:00Z,PARTITO DEMOCRATICO,P,6
29442,CRITELLI FRANCESCO,2012-11-12T00:00:00Z,PARTITO DEMOCRATICO,P,3
32746,LEMBI SIMONA,2012-11-12T00:00:00Z,PARTITO DEMOCRATICO,P,7
27189,BARCELO LIZANA LEONARDO,2012-11-12T00:00:00Z,PARTITO DEMOCRATICO,P,5
15586,MARCHESINI ANGELO,2012-11-12T00:00:00Z,PARTITO DEMOCRATICO,P,3
18313,LO GIUDICE SERGIO,2012-11-12T00:00:00Z,PARTITO DEMOCRATICO,P,7
9181,SANTI RAFFAELLA,2012-11-12T00:00:00Z,PARTITO DEMOCRATICO,P,6
32704,LAMA ROSSELLA,2012-11-12T00:00:00Z,PARTITO DEMOCRATICO,P,4
27410,FERRI MARIARAFFAELLA,2012-11-12T00:00:00Z,PARTITO DEMOCRATICO,P,7
27481,ZACCHIROLI BENEDETTO,2012-11-12T00:00:00Z,PARTITO DEMOCRATICO,P,6
32794,MIGNANI MARIANNA,2012-11-12T00:00:00Z,PARTITO DEMOCRATICO,P,8
22034,GHETTI MAURIZIO,2012-11-12T00:00:00Z,PARTITO DEMOCRATICO,P,7
33977,BENASSI MARZIA,2012-11-12T00:00:00Z,PARTITO DEMOCRATICO,P,4
33978,ERRANI FRANCESCO,2012-11-12T00:00:00Z,PARTITO DEMOCRATICO,P,7
27197,MELEGA CORRADO,2012-11-12T00:00:00Z,PARTITO DEMOCRATICO,P,7
9097,PETRELLA TOMMASO,2012-11-12T00:00:00Z,PARTITO DEMOCRATICO,P,7
33979,LA TORRE CATHY,2012-11-12T00:00:00Z,CON AMELIA PER BOLOGNA CON VENDOLA,P,1
33980,PIERALISI MIRCO,2012-11-12T00:00:00Z,CON AMELIA PER BOLOGNA CON VENDOLA,P,5
26392,CIPRIANI LORENZO,2012-11-12T00:00:00Z,CON AMELIA PER BOLOGNA CON VENDOLA,P,4
33987,SAZZINI LORENZO,2012-11-12T00:00:00Z,CON AMELIA PER BOLOGNA CON VENDOLA,P,4
32714,CAVIANO PASQUALE,2012-11-12T00:00:00Z,ITALIA DEI VALORI,P,8
21843,LISEI MARCO,2012-11-12T00:00:00Z,POPOLO DELLA LIBERTA,P,8
27208,TOMASSINI LORENZO,2012-11-12T00:00:00Z,POPOLO DELLA LIBERTA,P,6
32712,FACCI MICHELE,2012-11-12T00:00:00Z,POPOLO DELLA LIBERTA,P,8
27997,CASTALDINI VALENT.,2012-11-12T00:00:00Z,POPOLO DELLA LIBERTA,P,5
8904,CARELLA DANIELE,2012-11-12T00:00:00Z,POPOLO DELLA LIBERTA,P,7
20144,GATTUSO PATRIZIO G.,2012-11-12T00:00:00Z,POPOLO DELLA LIBERTA,P,6
32719,BERNARDINI MANES,2012-11-12T00:00:00Z,LEGA NORD,P,1
33981,COCCONCELLI MIRKA,2012-11-12T00:00:00Z,LEGA NORD,P,8
33982,SCARANO PAOLA F.,2012-11-12T00:00:00Z,LEGA NORD,P,8
33983,BORGONZONI LUCIA,2012-11-12T00:00:00Z,LEGA NORD,P,8
33984,BUGANI MASSIMO,2012-11-12T00:00:00Z,MOVIMENTO 5 STELLE,P,7
32861,SALSI FEDERICA,2012-11-12T00:00:00Z,MOVIMENTO 5 STELLE,P,8
33985,PIAZZA MARCO,2012-11-12T00:00:00Z,MOVIMENTO 5 STELLE,P,8
33986,ALDROVANDI STEFANO,2012-11-12T00:00:00Z,BOLOGNA 2016,P,8
32708,TURCI DANIELA,2012-11-12T00:00:00Z,PARTITO DEMOCRATICO,P,3
16863,MEROLA VIRGINIO,2012-10-15T00:00:00Z,SINDACO,P,0
9116,CEVENINI MAURIZIO,2012-10-15T00:00:00Z,PARTITO DEMOCRATICO,A,0
9076,MAZZANTI CLAUDIO,2012-10-15T00:00:00Z,PARTITO DEMOCRATICO,P,13
29442,CRITELLI FRANCESCO,2012-10-15T00:00:00Z,PARTITO DEMOCRATICO,A,0
32746,LEMBI SIMONA,2012-10-15T00:00:00Z,PARTITO DEMOCRATICO,P,15
27189,BARCELO LIZANA LEONARDO,2012-10-15T00:00:00Z,PARTITO DEMOCRATICO,P,15
15586,MARCHESINI ANGELO,2012-10-15T00:00:00Z,PARTITO DEMOCRATICO,P,10
18313,LO GIUDICE SERGIO,2012-10-15T00:00:00Z,PARTITO DEMOCRATICO,P,15
9181,SANTI RAFFAELLA,2012-10-15T00:00:00Z,PARTITO DEMOCRATICO,P,11
32704,LAMA ROSSELLA,2012-10-15T00:00:00Z,PARTITO DEMOCRATICO,P,8
27410,FERRI MARIARAFFAELLA,2012-10-15T00:00:00Z,PARTITO DEMOCRATICO,P,15
27481,ZACCHIROLI BENEDETTO,2012-10-15T00:00:00Z,PARTITO DEMOCRATICO,P,13
32794,MIGNANI MARIANNA,2012-10-15T00:00:00Z,PARTITO DEMOCRATICO,P,15
22034,GHETTI MAURIZIO,2012-10-15T00:00:00Z,PARTITO DEMOCRATICO,P,14
33977,BENASSI MARZIA,2012-10-15T00:00:00Z,PARTITO DEMOCRATICO,P,15
33978,ERRANI FRANCESCO,2012-10-15T00:00:00Z,PARTITO DEMOCRATICO,P,13
27197,MELEGA CORRADO,2012-10-15T00:00:00Z,PARTITO DEMOCRATICO,P,13
9097,PETRELLA TOMMASO,2012-10-15T00:00:00Z,PARTITO DEMOCRATICO,P,14
33979,LA TORRE CATHY,2012-10-15T00:00:00Z,CON AMELIA PER BOLOGNA CON VENDOLA,P,14
33980,PIERALISI MIRCO,2012-10-15T00:00:00Z,CON AMELIA PER BOLOGNA CON VENDOLA,P,14
26392,CIPRIANI LORENZO,2012-10-15T00:00:00Z,CON AMELIA PER BOLOGNA CON VENDOLA,P,15
33987,SAZZINI LORENZO,2012-10-15T00:00:00Z,CON AMELIA PER BOLOGNA CON VENDOLA,P,9
32714,CAVIANO PASQUALE,2012-10-15T00:00:00Z,ITALIA DEI VALORI,P,15
21843,LISEI MARCO,2012-10-15T00:00:00Z,POPOLO DELLA LIBERTA,P,15
27208,TOMASSINI LORENZO,2012-10-15T00:00:00Z,POPOLO DELLA LIBERTA,P,15
32712,FACCI MICHELE,2012-10-15T00:00:00Z,POPOLO DELLA LIBERTA,P,15
27997,CASTALDINI VALENT.,2012-10-15T00:00:00Z,POPOLO DELLA LIBERTA,P,11
8904,CARELLA DANIELE,2012-10-15T00:00:00Z,POPOLO DELLA LIBERTA,P,15
20144,GATTUSO PATRIZIO G.,2012-10-15T00:00:00Z,POPOLO DELLA LIBERTA,P,15
32719,BERNARDINI MANES,2012-10-15T00:00:00Z,LEGA NORD,P,10
33981,COCCONCELLI MIRKA,2012-10-15T00:00:00Z,LEGA NORD,P,14
33982,SCARANO PAOLA F.,2012-10-15T00:00:00Z,LEGA NORD,A,0
33983,BORGONZONI LUCIA,2012-10-15T00:00:00Z,LEGA NORD,A,0
33984,BUGANI MASSIMO,2012-10-15T00:00:00Z,MOVIMENTO 5 STELLE,P,14
32861,SALSI FEDERICA,2012-10-15T00:00:00Z,MOVIMENTO 5 STELLE,P,15
33985,PIAZZA MARCO,2012-10-15T00:00:00Z,MOVIMENTO 5 STELLE,P,15
33986,ALDROVANDI STEFANO,2012-10-15T00:00:00Z,BOLOGNA 2016,P,13
32708,TURCI DANIELA,2012-10-15T00:00:00Z,PARTITO DEMOCRATICO,P,12
16863,MEROLA VIRGINIO,2012-11-16T00:00:00Z,SINDACO,A,0
9116,CEVENINI MAURIZIO,2012-11-16T00:00:00Z,PARTITO DEMOCRATICO,A,0
9076,MAZZANTI CLAUDIO,2012-11-16T00:00:00Z,PARTITO DEMOCRATICO,P,1
29442,CRITELLI FRANCESCO,2012-11-16T00:00:00Z,PARTITO DEMOCRATICO,P,1
32746,LEMBI SIMONA,2012-11-16T00:00:00Z,PARTITO DEMOCRATICO,P,1
27189,BARCELO LIZANA LEONARDO,2012-11-16T00:00:00Z,PARTITO DEMOCRATICO,P,1
15586,MARCHESINI ANGELO,2012-11-16T00:00:00Z,PARTITO DEMOCRATICO,P,0
18313,LO GIUDICE SERGIO,2012-11-16T00:00:00Z,PARTITO DEMOCRATICO,P,1
9181,SANTI RAFFAELLA,2012-11-16T00:00:00Z,PARTITO DEMOCRATICO,P,1
32704,LAMA ROSSELLA,2012-11-16T00:00:00Z,PARTITO DEMOCRATICO,P,0
27410,FERRI MARIARAFFAELLA,2012-11-16T00:00:00Z,PARTITO DEMOCRATICO,P,1
27481,ZACCHIROLI BENEDETTO,2012-11-16T00:00:00Z,PARTITO DEMOCRATICO,P,1
32794,MIGNANI MARIANNA,2012-11-16T00:00:00Z,PARTITO DEMOCRATICO,P,1
22034,GHETTI MAURIZIO,2012-11-16T00:00:00Z,PARTITO DEMOCRATICO,A,0
33977,BENASSI MARZIA,2012-11-16T00:00:00Z,PARTITO DEMOCRATICO,P,1
33978,ERRANI FRANCESCO,2012-11-16T00:00:00Z,PARTITO DEMOCRATICO,A,0
27197,MELEGA CORRADO,2012-11-16T00:00:00Z,PARTITO DEMOCRATICO,A,0
9097,PETRELLA TOMMASO,2012-11-16T00:00:00Z,PARTITO DEMOCRATICO,P,1
33979,LA TORRE CATHY,2012-11-16T00:00:00Z,CON AMELIA PER BOLOGNA CON VENDOLA,P,1
33980,PIERALISI MIRCO,2012-11-16T00:00:00Z,CON AMELIA PER BOLOGNA CON VENDOLA,P,0
26392,CIPRIANI LORENZO,2012-11-16T00:00:00Z,CON AMELIA PER BOLOGNA CON VENDOLA,P,1
33987,SAZZINI LORENZO,2012-11-16T00:00:00Z,CON AMELIA PER BOLOGNA CON VENDOLA,P,1
32714,CAVIANO PASQUALE,2012-11-16T00:00:00Z,ITALIA DEI VALORI,P,1
21843,LISEI MARCO,2012-11-16T00:00:00Z,POPOLO DELLA LIBERTA,P,1
