Progressivo,Nominativo,Data,GruppoPolitico,Presenza,NumVotazioni,PercentualePresenza
29442,CRITELLI FRANCESCO,2012-02-27T00:00:00Z,PARTITO DEMOCRATICO,P,8,80 
32746,LEMBI SIMONA,2012-02-27T00:00:00Z,PARTITO DEMOCRATICO,P,8,80 
27189,BARCELO LIZANA LEONARDO L,2012-02-27T00:00:00Z,PARTITO DEMOCRATICO,P,7,70 
15586,MARCHESINI ANGELO,2012-02-27T00:00:00Z,PARTITO DEMOCRATICO,P,2,20 
18313,LO GIUDICE SERGIO,2012-02-27T00:00:00Z,PARTITO DEMOCRATICO,P,8,80 
9181,SANTI RAFFAELLA,2012-02-27T00:00:00Z,PARTITO DEMOCRATICO,P,6,60 
32704,LAMA ROSSELLA,2012-02-27T00:00:00Z,PARTITO DEMOCRATICO,P,8,80 
27410,FERRI MARIARAFFAELLA,2012-02-27T00:00:00Z,PARTITO DEMOCRATICO,P,8,80 
27481,ZACCHIROLI BENEDETTO,2012-02-27T00:00:00Z,PARTITO DEMOCRATICO,P,7,70 
32794,MIGNANI MARIANNA,2012-02-27T00:00:00Z,PARTITO DEMOCRATICO,P,8,80 
22034,GHETTI MAURIZIO,2012-02-27T00:00:00Z,PARTITO DEMOCRATICO,P,8,80 
33977,BENASSI MARZIA,2012-02-27T00:00:00Z,PARTITO DEMOCRATICO,P,8,80 
33978,ERRANI FRANCESCO,2012-02-27T00:00:00Z,PARTITO DEMOCRATICO,P,7,70 
27197,MELEGA CORRADO,2012-02-27T00:00:00Z,PARTITO DEMOCRATICO,P,8,80 
9097,PETRELLA TOMMASO,2012-02-27T00:00:00Z,PARTITO DEMOCRATICO,P,8,80 
33979,LA TORRE CATHY,2012-02-27T00:00:00Z,CON AMELIA PER BOLOGNA CON VENDOLA,P,7,70 
33980,PIERALISI MIRCO,2012-02-27T00:00:00Z,CON AMELIA PER BOLOGNA CON VENDOLA,P,7,70 
26392,CIPRIANI LORENZO,2012-02-27T00:00:00Z,CON AMELIA PER BOLOGNA CON VENDOLA,P,7,70 
33987,SAZZINI LORENZO,2012-02-27T00:00:00Z,CON AMELIA PER BOLOGNA CON VENDOLA,P,7,70 
32714,CAVIANO PASQUALE,2012-02-27T00:00:00Z,ITALIA DEI VALORI,P,7,70 
21843,LISEI MARCO,2012-02-27T00:00:00Z,POPOLO DELLA LIBERTA,P,8,80 
27208,TOMASSINI LORENZO,2012-02-27T00:00:00Z,POPOLO DELLA LIBERTA,P,1,10 
32712,FACCI MICHELE,2012-02-27T00:00:00Z,POPOLO DELLA LIBERTA,P,8,80 
27997,CASTALDINI VALENT.,2012-02-27T00:00:00Z,POPOLO DELLA LIBERTA,P,8,80 
8904,CARELLA DANIELE,2012-02-27T00:00:00Z,POPOLO DELLA LIBERTA,P,8,80 
20144,GATTUSO PATRIZIO G.,2012-02-27T00:00:00Z,POPOLO DELLA LIBERTA,P,7,70 
32719,BERNARDINI MANES,2012-02-27T00:00:00Z,LEGA NORD,P,8,80 
33981,COCCONCELLI MIRKA,2012-02-27T00:00:00Z,LEGA NORD,P,8,80 
33982,SCARANO PAOLA F.,2012-02-27T00:00:00Z,LEGA NORD,P,8,80 
33983,BORGONZONI LUCIA,2012-02-27T00:00:00Z,LEGA NORD,P,8,80 
33984,BUGANI MASSIMO,2012-02-27T00:00:00Z,MOVIMENTO 5 STELLE,P,7,70 
32861,SALSI FEDERICA,2012-02-27T00:00:00Z,MOVIMENTO 5 STELLE,P,8,80 
33985,PIAZZA MARCO,2012-02-27T00:00:00Z,MOVIMENTO 5 STELLE,P,8,80 
33986,ALDROVANDI STEFANO,2012-02-27T00:00:00Z,BOLOGNA 2016,P,3,30 
16863,MEROLA VIRGINIO,2012-01-31T00:00:00Z,SINDACO,P,0,0  
9116,CEVENINI MAURIZIO,2012-01-31T00:00:00Z,PARTITO DEMOCRATICO,P,13,79 
9076,MAZZANTI CLAUDIO,2012-01-31T00:00:00Z,PARTITO DEMOCRATICO,P,11,67 
29442,CRITELLI FRANCESCO,2012-01-31T00:00:00Z,PARTITO DEMOCRATICO,P,12,73 
32746,LEMBI SIMONA,2012-01-31T00:00:00Z,PARTITO DEMOCRATICO,P,13,79 
27189,BARCELO LIZANA LEONARDO L,2012-01-31T00:00:00Z,PARTITO DEMOCRATICO,P,12,73 
15586,MARCHESINI ANGELO,2012-01-31T00:00:00Z,PARTITO DEMOCRATICO,P,6,36 
18313,LO GIUDICE SERGIO,2012-01-31T00:00:00Z,PARTITO DEMOCRATICO,P,13,79 
9181,SANTI RAFFAELLA,2012-01-31T00:00:00Z,PARTITO DEMOCRATICO,P,6,36 
32704,LAMA ROSSELLA,2012-01-31T00:00:00Z,PARTITO DEMOCRATICO,P,13,79 
27410,FERRI MARIARAFFAELLA,2012-01-31T00:00:00Z,PARTITO DEMOCRATICO,P,11,67 
27481,ZACCHIROLI BENEDETTO,2012-01-31T00:00:00Z,PARTITO DEMOCRATICO,P,11,67 
32794,MIGNANI MARIANNA,2012-01-31T00:00:00Z,PARTITO DEMOCRATICO,P,13,79 
22034,GHETTI MAURIZIO,2012-01-31T00:00:00Z,PARTITO DEMOCRATICO,P,13,79 
33977,BENASSI MARZIA,2012-01-31T00:00:00Z,PARTITO DEMOCRATICO,P,13,79 
33978,ERRANI FRANCESCO,2012-01-31T00:00:00Z,PARTITO DEMOCRATICO,P,13,79 
27197,MELEGA CORRADO,2012-01-31T00:00:00Z,PARTITO DEMOCRATICO,A,0,0  
9097,PETRELLA TOMMASO,2012-01-31T00:00:00Z,PARTITO DEMOCRATICO,P,13,79 
33979,LA TORRE CATHY,2012-01-31T00:00:00Z,CON AMELIA PER BOLOGNA CON VENDOLA,P,4,24 
33980,PIERALISI MIRCO,2012-01-31T00:00:00Z,CON AMELIA PER BOLOGNA CON VENDOLA,P,13,79 
26392,CIPRIANI LORENZO,2012-01-31T00:00:00Z,CON AMELIA PER BOLOGNA CON VENDOLA,P,9,55 
33987,SAZZINI LORENZO,2012-01-31T00:00:00Z,CON AMELIA PER BOLOGNA CON VENDOLA,A,0,0  
32714,CAVIANO PASQUALE,2012-01-31T00:00:00Z,ITALIA DEI VALORI,P,11,67 
21843,LISEI MARCO,2012-01-31T00:00:00Z,POPOLO DELLA LIBERTA,P,13,79 
27208,TOMASSINI LORENZO,2012-01-31T00:00:00Z,POPOLO DELLA LIBERTA,P,13,79 
32712,FACCI MICHELE,2012-01-31T00:00:00Z,POPOLO DELLA LIBERTA,P,13,79 
27997,CASTALDINI VALENT.,2012-01-31T00:00:00Z,POPOLO DELLA LIBERTA,P,13,79 
8904,CARELLA DANIELE,2012-01-31T00:00:00Z,POPOLO DELLA LIBERTA,P,13,79 
20144,GATTUSO PATRIZIO G.,2012-01-31T00:00:00Z,POPOLO DELLA LIBERTA,P,6,36 
32719,BERNARDINI MANES,2012-01-31T00:00:00Z,LEGA NORD,A,0,0  
33981,COCCONCELLI MIRKA,2012-01-31T00:00:00Z,LEGA NORD,P,12,73 
33982,SCARANO PAOLA F.,2012-01-31T00:00:00Z,LEGA NORD,P,12,73 
33983,BORGONZONI LUCIA,2012-01-31T00:00:00Z,LEGA NORD,P,10,61 
33984,BUGANI MASSIMO,2012-01-31T00:00:00Z,MOVIMENTO 5 STELLE,P,12,73 
32861,SALSI FEDERICA,2012-01-31T00:00:00Z,MOVIMENTO 5 STELLE,A,0,0  
33985,PIAZZA MARCO,2012-01-31T00:00:00Z,MOVIMENTO 5 STELLE,P,13,79 
33986,ALDROVANDI STEFANO,2012-01-31T00:00:00Z,BOLOGNA 2016,P,10,61 
16863,MEROLA VIRGINIO,2012-03-30T00:00:00Z,SINDACO,A,0,0  
9116,CEVENINI MAURIZIO,2012-03-30T00:00:00Z,PARTITO DEMOCRATICO,P,1,49 
9076,MAZZANTI CLAUDIO,2012-03-30T00:00:00Z,PARTITO DEMOCRATICO,P,0,0  
29442,CRITELLI FRANCESCO,2012-03-30T00:00:00Z,PARTITO DEMOCRATICO,P,0,0  
32746,LEMBI SIMONA,2012-03-30T00:00:00Z,PARTITO DEMOCRATICO,P,1,49 
27189,BARCELO LIZANA LEONARDO L,2012-03-30T00:00:00Z,PARTITO DEMOCRATICO,A,0,0  
15586,MARCHESINI ANGELO,2012-03-30T00:00:00Z,PARTITO DEMOCRATICO,P,0,0  
18313,LO GIUDICE SERGIO,2012-03-30T00:00:00Z,PARTITO DEMOCRATICO,P,1,49 
9181,SANTI RAFFAELLA,2012-03-30T00:00:00Z,PARTITO DEMOCRATICO,P,0,0  
32704,LAMA ROSSELLA,2012-03-30T00:00:00Z,PARTITO DEMOCRATICO,P,1,49 
27410,FERRI MARIARAFFAELLA,2012-03-30T00:00:00Z,PARTITO DEMOCRATICO,P,0,0  
27481,ZACCHIROLI BENEDETTO,2012-03-30T00:00:00Z,PARTITO DEMOCRATICO,P,1,49 
32794,MIGNANI MARIANNA,2012-03-30T00:00:00Z,PARTITO DEMOCRATICO,P,0,0  
22034,GHETTI MAURIZIO,2012-03-30T00:00:00Z,PARTITO DEMOCRATICO,P,1,49 
33977,BENASSI MARZIA,2012-03-30T00:00:00Z,PARTITO DEMOCRATICO,P,0,0  
33978,ERRANI FRANCESCO,2012-03-30T00:00:00Z,PARTITO DEMOCRATICO,P,1,49 
27197,MELEGA CORRADO,2012-03-30T00:00:00Z,PARTITO DEMOCRATICO,A,0,0  
9097,PETRELLA TOMMASO,2012-03-30T00:00:00Z,PARTITO DEMOCRATICO,P,1,49 
33979,LA TORRE CATHY,2012-03-30T00:00:00Z,CON AMELIA PER BOLOGNA CON VENDOLA,P,1,49 
33980,PIERALISI MIRCO,2012-03-30T00:00:00Z,CON AMELIA PER BOLOGNA CON VENDOLA,P,1,49 
26392,CIPRIANI LORENZO,2012-03-30T00:00:00Z,CON AMELIA PER BOLOGNA CON VENDOLA,P,1,49 
33987,SAZZINI LORENZO,2012-03-30T00:00:00Z,CON AMELIA PER BOLOGNA CON VENDOLA,P,0,0  
32714,CAVIANO PASQUALE,2012-03-30T00:00:00Z,ITALIA DEI VALORI,P,1,49 
21843,LISEI MARCO,2012-03-30T00:00:00Z,POPOLO DELLA LIBERTA,P,0,0  
27208,TOMASSINI LORENZO,2012-03-30T00:00:00Z,POPOLO DELLA LIBERTA,P,1,49 
32712,FACCI MICHELE,2012-03-30T00:00:00Z,POPOLO DELLA LIBERTA,A,0,0  
27997,CASTALDINI VALENT.,2012-03-30T00:00:00Z,POPOLO DELLA LIBERTA,P,1,49 
8904,CARELLA DANIELE,2012-03-30T00:00:00Z,POPOLO DELLA LIBERTA,P,1,49 
20144,GATTUSO PATRIZIO G.,2012-03-30T00:00:00Z,POPOLO DELLA LIBERTA,P,1,49 
32719,BERNARDINI MANES,2012-03-30T00:00:00Z,LEGA NORD,P,0,0  
33981,COCCONCELLI MIRKA,2012-03-30T00:00:00Z,LEGA NORD,P,1,49 
33982,SCARANO PAOLA F.,2012-03-30T00:00:00Z,LEGA NORD,P,1,49 
33983,BORGONZONI LUCIA,2012-03-30T00:00:00Z,LEGA NORD,P,1,49 
33984,BUGANI MASSIMO,2012-03-30T00:00:00Z,MOVIMENTO 5 STELLE,P,0,0  
32861,SALSI FEDERICA,2012-03-30T00:00:00Z,MOVIMENTO 5 STELLE,P,0,0  
33985,PIAZZA MARCO,2012-03-30T00:00:00Z,MOVIMENTO 5 STELLE,A,0,0  
33986,ALDROVANDI STEFANO,2012-03-30T00:00:00Z,BOLOGNA 2016,P,0,0  
16863,MEROLA VIRGINIO,2012-06-01T00:00:00Z,SINDACO,A,0,0  
9076,MAZZANTI CLAUDIO,2012-06-01T00:00:00Z,PARTITO DEMOCRATICO,P,1,49 
29442,CRITELLI FRANCESCO,2012-06-01T00:00:00Z,PARTITO DEMOCRATICO,P,1,49 
32746,LEMBI SIMONA,2012-06-01T00:00:00Z,PARTITO DEMOCRATICO,P,1,49 
27189,BARCELO LIZANA LEONARDO L,2012-06-01T00:00:00Z,PARTITO DEMOCRATICO,P,1,49 
15586,MARCHESINI ANGELO,2012-06-01T00:00:00Z,PARTITO DEMOCRATICO,P,0,0  
18313,LO GIUDICE SERGIO,2012-06-01T00:00:00Z,PARTITO DEMOCRATICO,A,0,0  
9181,SANTI RAFFAELLA,2012-06-01T00:00:00Z,PARTITO DEMOCRATICO,P,1,49 
32704,LAMA ROSSELLA,2012-06-01T00:00:00Z,PARTITO DEMOCRATICO,A,0,0  
27410,FERRI MARIARAFFAELLA,2012-06-01T00:00:00Z,PARTITO DEMOCRATICO,P,1,49 
27481,ZACCHIROLI BENEDETTO,2012-06-01T00:00:00Z,PARTITO DEMOCRATICO,P,0,0  
32794,MIGNANI MARIANNA,2012-06-01T00:00:00Z,PARTITO DEMOCRATICO,A,0,0  
22034,GHETTI MAURIZIO,2012-06-01T00:00:00Z,PARTITO DEMOCRATICO,P,1,49 
33977,BENASSI MARZIA,2012-06-01T00:00:00Z,PARTITO DEMOCRATICO,P,1,49 
33978,ERRANI FRANCESCO,2012-06-01T00:00:00Z,PARTITO DEMOCRATICO,P,1,49 
27197,MELEGA CORRADO,2012-06-01T00:00:00Z,PARTITO DEMOCRATICO,A,0,0  
9097,PETRELLA TOMMASO,2012-06-01T00:00:00Z,PARTITO DEMOCRATICO,P,1,49 
33979,LA TORRE CATHY,2012-06-01T00:00:00Z,CON AMELIA PER BOLOGNA CON VENDOLA,P,0,0  
33980,PIERALISI MIRCO,2012-06-01T00:00:00Z,CON AMELIA PER BOLOGNA CON VENDOLA,P,1,49 
26392,CIPRIANI LORENZO,2012-06-01T00:00:00Z,CON AMELIA PER BOLOGNA CON VENDOLA,P,0,0  
33987,SAZZINI LORENZO,2012-06-01T00:00:00Z,CON AMELIA PER BOLOGNA CON VENDOLA,P,0,0  
32714,CAVIANO PASQUALE,2012-06-01T00:00:00Z,ITALIA DEI VALORI,A,0,0  
21843,LISEI MARCO,2012-06-01T00:00:00Z,POPOLO DELLA LIBERTA,P,1,49 
27208,TOMASSINI LORENZO,2012-06-01T00:00:00Z,POPOLO DELLA LIBERTA,A,0,0  
32712,FACCI MICHELE,2012-06-01T00:00:00Z,POPOLO DELLA LIBERTA,P,1,49 
27997,CASTALDINI VALENT.,2012-06-01T00:00:00Z,POPOLO DELLA LIBERTA,P,0,0  
8904,CARELLA DANIELE,2012-06-01T00:00:00Z,POPOLO DELLA LIBERTA,P,1,49 
20144,GATTUSO PATRIZIO G.,2012-06-01T00:00:00Z,POPOLO DELLA LIBERTA,P,1,49 
32719,BERNARDINI MANES,2012-06-01T00:00:00Z,LEGA NORD,A,0,0  
33981,COCCONCELLI MIRKA,2012-06-01T00:00:00Z,LEGA NORD,P,0,0  
33982,SCARANO PAOLA F.,2012-06-01T00:00:00Z,LEGA NORD,P,1,49 
33983,BORGONZONI LUCIA,2012-06-01T00:00:00Z,LEGA NORD,P,1,49 
33984,BUGANI MASSIMO,2012-06-01T00:00:00Z,MOVIMENTO 5 STELLE,P,1,49 
32861,SALSI FEDERICA,2012-06-01T00:00:00Z,MOVIMENTO 5 STELLE,P,1,49 
33985,PIAZZA MARCO,2012-06-01T00:00:00Z,MOVIMENTO 5 STELLE,P,1,49 
33986,ALDROVANDI STEFANO,2012-06-01T00:00:00Z,BOLOGNA 2016,P,1,49 
32708,TURCI DANIELA,2012-06-01T00:00:00Z,PARTITO DEMOCRATICO,P,1,49 
16863,MEROLA VIRGINIO,2012-04-02T00:00:00Z,SINDACO,P,0,0  
9116,CEVENINI MAURIZIO,2012-04-02T00:00:00Z,PARTITO DEMOCRATICO,P,53,45 
9076,MAZZANTI CLAUDIO,2012-04-02T00:00:00Z,PARTITO DEMOCRATICO,P,53,45 
29442,CRITELLI FRANCESCO,2012-04-02T00:00:00Z,PARTITO DEMOCRATICO,P,52,44 
32746,LEMBI SIMONA,2012-04-02T00:00:00Z,PARTITO DEMOCRATICO,P,51,43 
27189,BARCELO LIZANA LEONARDO L,2012-04-02T00:00:00Z,PARTITO DEMOCRATICO,A,0,0  
15586,MARCHESINI ANGELO,2012-04-02T00:00:00Z,PARTITO DEMOCRATICO,P,52,44 
18313,LO GIUDICE SERGIO,2012-04-02T00:00:00Z,PARTITO DEMOCRATICO,P,52,44 
9181,SANTI RAFFAELLA,2012-04-02T00:00:00Z,PARTITO DEMOCRATICO,P,51,43 
32704,LAMA ROSSELLA,2012-04-02T00:00:00Z,PARTITO DEMOCRATICO,P,53,45 
27410,FERRI MARIARAFFAELLA,2012-04-02T00:00:00Z,PARTITO DEMOCRATICO,P,52,44 
27481,ZACCHIROLI BENEDETTO,2012-04-02T00:00:00Z,PARTITO DEMOCRATICO,P,19,16 
32794,MIGNANI MARIANNA,2012-04-02T00:00:00Z,PARTITO DEMOCRATICO,P,53,45 
22034,GHETTI MAURIZIO,2012-04-02T00:00:00Z,PARTITO DEMOCRATICO,P,53,45 
33977,BENASSI MARZIA,2012-04-02T00:00:00Z,PARTITO DEMOCRATICO,P,53,45 
33978,ERRANI FRANCESCO,2012-04-02T00:00:00Z,PARTITO DEMOCRATICO,P,53,45 
27197,MELEGA CORRADO,2012-04-02T00:00:00Z,PARTITO DEMOCRATICO,P,53,45 
9097,PETRELLA TOMMASO,2012-04-02T00:00:00Z,PARTITO DEMOCRATICO,P,53,45 
33979,LA TORRE CATHY,2012-04-02T00:00:00Z,CON AMELIA PER BOLOGNA CON VENDOLA,P,52,44 
33980,PIERALISI MIRCO,2012-04-02T00:00:00Z,CON AMELIA PER BOLOGNA CON VENDOLA,P,53,45 
26392,CIPRIANI LORENZO,2012-04-02T00:00:00Z,CON AMELIA PER BOLOGNA CON VENDOLA,P,52,44 
33987,SAZZINI LORENZO,2012-04-02T00:00:00Z,CON AMELIA PER BOLOGNA CON VENDOLA,P,52,44 
32714,CAVIANO PASQUALE,2012-04-02T00:00:00Z,ITALIA DEI VALORI,P,53,45 
21843,LISEI MARCO,2012-04-02T00:00:00Z,POPOLO DELLA LIBERTA,P,52,44 
27208,TOMASSINI LORENZO,2012-04-02T00:00:00Z,POPOLO DELLA LIBERTA,P,51,43 
32712,FACCI MICHELE,2012-04-02T00:00:00Z,POPOLO DELLA LIBERTA,P,1,0  
27997,CASTALDINI VALENT.,2012-04-02T00:00:00Z,POPOLO DELLA LIBERTA,P,53,45 
8904,CARELLA DANIELE,2012-04-02T00:00:00Z,POPOLO DELLA LIBERTA,P,53,45 
20144,GATTUSO PATRIZIO G.,2012-04-02T00:00:00Z,POPOLO DELLA LIBERTA,P,53,45 
32719,BERNARDINI MANES,2012-04-02T00:00:00Z,LEGA NORD,P,8,6  
33981,COCCONCELLI MIRKA,2012-04-02T00:00:00Z,LEGA NORD,P,52,44 
33982,SCARANO PAOLA F.,2012-04-02T00:00:00Z,LEGA NORD,P,50,42 
33983,BORGONZONI LUCIA,2012-04-02T00:00:00Z,LEGA NORD,P,52,44 
33984,BUGANI MASSIMO,2012-04-02T00:00:00Z,MOVIMENTO 5 STELLE,P,53,45 
32861,SALSI FEDERICA,2012-04-02T00:00:00Z,MOVIMENTO 5 STELLE,P,53,45 
33985,PIAZZA MARCO,2012-04-02T00:00:00Z,MOVIMENTO 5 STELLE,P,53,45 
33986,ALDROVANDI STEFANO,2012-04-02T00:00:00Z,BOLOGNA 2016,P,53,45 
32708,TURCI DANIELA,2012-04-02T00:00:00Z,PARTITO DEMOCRATICO,A,0,0  
16863,MEROLA VIRGINIO,2012-05-02T00:00:00Z,SINDACO,A,0,0  
9116,CEVENINI MAURIZIO,2012-05-02T00:00:00Z,PARTITO DEMOCRATICO,P,1,10 
9076,MAZZANTI CLAUDIO,2012-05-02T00:00:00Z,PARTITO DEMOCRATICO,P,5,50 
29442,CRITELLI FRANCESCO,2012-05-02T00:00:00Z,PARTITO DEMOCRATICO,P,8,80 
32746,LEMBI SIMONA,2012-05-02T00:00:00Z,PARTITO DEMOCRATICO,P,8,80 
27189,BARCELO LIZANA LEONARDO L,2012-05-02T00:00:00Z,PARTITO DEMOCRATICO,P,7,70 
15586,MARCHESINI ANGELO,2012-05-02T00:00:00Z,PARTITO DEMOCRATICO,P,5,50 
18313,LO GIUDICE SERGIO,2012-05-02T00:00:00Z,PARTITO DEMOCRATICO,P,8,80 
9181,SANTI RAFFAELLA,2012-05-02T00:00:00Z,PARTITO DEMOCRATICO,P,5,50 
32704,LAMA ROSSELLA,2012-05-02T00:00:00Z,PARTITO DEMOCRATICO,P,5,50 
27410,FERRI MARIARAFFAELLA,2012-05-02T00:00:00Z,PARTITO DEMOCRATICO,P,8,80 
27481,ZACCHIROLI BENEDETTO,2012-05-02T00:00:00Z,PARTITO DEMOCRATICO,P,7,70 
32794,MIGNANI MARIANNA,2012-05-02T00:00:00Z,PARTITO DEMOCRATICO,P,8,80 
22034,GHETTI MAURIZIO,2012-05-02T00:00:00Z,PARTITO DEMOCRATICO,P,8,80 
33977,BENASSI MARZIA,2012-05-02T00:00:00Z,PARTITO DEMOCRATICO,P,8,80 
33978,ERRANI FRANCESCO,2012-05-02T00:00:00Z,PARTITO DEMOCRATICO,P,8,80 
27197,MELEGA CORRADO,2012-05-02T00:00:00Z,PARTITO DEMOCRATICO,P,8,80 
9097,PETRELLA TOMMASO,2012-05-02T00:00:00Z,PARTITO DEMOCRATICO,P,8,80 
33979,LA TORRE CATHY,2012-05-02T00:00:00Z,CON AMELIA PER BOLOGNA CON VENDOLA,P,6,60 
33980,PIERALISI MIRCO,2012-05-02T00:00:00Z,CON AMELIA PER BOLOGNA CON VENDOLA,P,7,70 
26392,CIPRIANI LORENZO,2012-05-02T00:00:00Z,CON AMELIA PER BOLOGNA CON VENDOLA,P,8,80 
33987,SAZZINI LORENZO,2012-05-02T00:00:00Z,CON AMELIA PER BOLOGNA CON VENDOLA,P,5,50 
32714,CAVIANO PASQUALE,2012-05-02T00:00:00Z,ITALIA DEI VALORI,P,8,80 
21843,LISEI MARCO,2012-05-02T00:00:00Z,POPOLO DELLA LIBERTA,P,5,50 
27208,TOMASSINI LORENZO,2012-05-02T00:00:00Z,POPOLO DELLA LIBERTA,P,8,80 
32712,FACCI MICHELE,2012-05-02T00:00:00Z,POPOLO DELLA LIBERTA,P,8,80 
27997,CASTALDINI VALENT.,2012-05-02T00:00:00Z,POPOLO DELLA LIBERTA,P,8,80 
8904,CARELLA DANIELE,2012-05-02T00:00:00Z,POPOLO DELLA LIBERTA,P,8,80 
20144,GATTUSO PATRIZIO G.,2012-05-02T00:00:00Z,POPOLO DELLA LIBERTA,P,5,50 
32719,BERNARDINI MANES,2012-05-02T00:00:00Z,LEGA NORD,P,7,70 
33981,COCCONCELLI MIRKA,2012-05-02T00:00:00Z,LEGA NORD,P,6,60 
33982,SCARANO PAOLA F.,2012-05-02T00:00:00Z,LEGA NORD,P,8,80 
33983,BORGONZONI LUCIA,2012-05-02T00:00:00Z,LEGA NORD,P,8,80 
33984,BUGANI MASSIMO,2012-05-02T00:00:00Z,MOVIMENTO 5 STELLE,P,8,80 
32861,SALSI FEDERICA,2012-05-02T00:00:00Z,MOVIMENTO 5 STELLE,P,8,80 
33985,PIAZZA MARCO,2012-05-02T00:00:00Z,MOVIMENTO 5 STELLE,P,8,80 
33986,ALDROVANDI STEFANO,2012-05-02T00:00:00Z,BOLOGNA 2016,P,7,70 
32708,TURCI DANIELA,2012-05-02T00:00:00Z,PARTITO DEMOCRATICO,A,0,0  
16863,MEROLA VIRGINIO,2012-05-04T00:00:00Z,SINDACO,A,0,0  
9116,CEVENINI MAURIZIO,2012-05-04T00:00:00Z,PARTITO DEMOCRATICO,P,1,49 
9076,MAZZANTI CLAUDIO,2012-05-04T00:00:00Z,PARTITO DEMOCRATICO,P,0,0  
29442,CRITELLI FRANCESCO,2012-05-04T00:00:00Z,PARTITO DEMOCRATICO,A,0,0  
32746,LEMBI SIMONA,2012-05-04T00:00:00Z,PARTITO DEMOCRATICO,P,1,49 
27189,BARCELO LIZANA LEONARDO L,2012-05-04T00:00:00Z,PARTITO DEMOCRATICO,P,0,0  
15586,MARCHESINI ANGELO,2012-05-04T00:00:00Z,PARTITO DEMOCRATICO,P,1,49 
18313,LO GIUDICE SERGIO,2012-05-04T00:00:00Z,PARTITO DEMOCRATICO,P,1,49 
9181,SANTI RAFFAELLA,2012-05-04T00:00:00Z,PARTITO DEMOCRATICO,P,0,0  
32704,LAMA ROSSELLA,2012-05-04T00:00:00Z,PARTITO DEMOCRATICO,P,0,0  
27410,FERRI MARIARAFFAELLA,2012-05-04T00:00:00Z,PARTITO DEMOCRATICO,P,1,49 
27481,ZACCHIROLI BENEDETTO,2012-05-04T00:00:00Z,PARTITO DEMOCRATICO,P,1,49 
32794,MIGNANI MARIANNA,2012-05-04T00:00:00Z,PARTITO DEMOCRATICO,P,1,49 
22034,GHETTI MAURIZIO,2012-05-04T00:00:00Z,PARTITO DEMOCRATICO,P,1,49 
33977,BENASSI MARZIA,2012-05-04T00:00:00Z,PARTITO DEMOCRATICO,P,1,49 
33978,ERRANI FRANCESCO,2012-05-04T00:00:00Z,PARTITO DEMOCRATICO,P,1,49 
27197,MELEGA CORRADO,2012-05-04T00:00:00Z,PARTITO DEMOCRATICO,P,1,49 
9097,PETRELLA TOMMASO,2012-05-04T00:00:00Z,PARTITO DEMOCRATICO,P,1,49 
33979,LA TORRE CATHY,2012-05-04T00:00:00Z,CON AMELIA PER BOLOGNA CON VENDOLA,P,0,0  
33980,PIERALISI MIRCO,2012-05-04T00:00:00Z,CON AMELIA PER BOLOGNA CON VENDOLA,P,1,49 
26392,CIPRIANI LORENZO,2012-05-04T00:00:00Z,CON AMELIA PER BOLOGNA CON VENDOLA,P,1,49 
33987,SAZZINI LORENZO,2012-05-04T00:00:00Z,CON AMELIA PER BOLOGNA CON VENDOLA,P,0,0  
32714,CAVIANO PASQUALE,2012-05-04T00:00:00Z,ITALIA DEI VALORI,P,1,49 
21843,LISEI MARCO,2012-05-04T00:00:00Z,POPOLO DELLA LIBERTA,P,1,49 
27208,TOMASSINI LORENZO,2012-05-04T00:00:00Z,POPOLO DELLA LIBERTA,P,1,49 
32712,FACCI MICHELE,2012-05-04T00:00:00Z,POPOLO DELLA LIBERTA,P,1,49 
27997,CASTALDINI VALENT.,2012-05-04T00:00:00Z,POPOLO DELLA LIBERTA,P,1,49 
8904,CARELLA DANIELE,2012-05-04T00:00:00Z,POPOLO DELLA LIBERTA,P,1,49 
20144,GATTUSO PATRIZIO G.,2012-05-04T00:00:00Z,POPOLO DELLA LIBERTA,P,1,49 
32719,BERNARDINI MANES,2012-05-04T00:00:00Z,LEGA NORD,P,0,0  
33981,COCCONCELLI MIRKA,2012-05-04T00:00:00Z,LEGA NORD,P,1,49 
33982,SCARANO PAOLA F.,2012-05-04T00:00:00Z,LEGA NORD,P,1,49 
33983,BORGONZONI LUCIA,2012-05-04T00:00:00Z,LEGA NORD,P,1,49 
33984,BUGANI MASSIMO,2012-05-04T00:00:00Z,MOVIMENTO 5 STELLE,P,1,49 
32861,SALSI FEDERICA,2012-05-04T00:00:00Z,MOVIMENTO 5 STELLE,P,1,49 
33985,PIAZZA MARCO,2012-05-04T00:00:00Z,MOVIMENTO 5 STELLE,P,1,49 
33986,ALDROVANDI STEFANO,2012-05-04T00:00:00Z,BOLOGNA 2016,P,1,49 
32708,TURCI DANIELA,2012-05-04T00:00:00Z,PARTITO DEMOCRATICO,A,0,0  
16863,MEROLA VIRGINIO,2012-06-04T00:00:00Z,SINDACO,P,0,0  
9116,CEVENINI MAURIZIO,2012-06-04T00:00:00Z,PARTITO DEMOCRATICO,A,0,0  
9076,MAZZANTI CLAUDIO,2012-06-04T00:00:00Z,PARTITO DEMOCRATICO,P,11,80 
29442,CRITELLI FRANCESCO,2012-06-04T00:00:00Z,PARTITO DEMOCRATICO,P,11,80 
