Progressivo,Nominativo,Data,GruppoPolitico,Presenza,NumVotazioni,PercentualePresenza
8904,CARELLA DANIELE,2011-10-31T00:00:00Z,POPOLO DELLA LIBERTA,P,15,78 
20144,GATTUSO PATRIZIO G.,2011-10-31T00:00:00Z,POPOLO DELLA LIBERTA,P,11,57 
32719,BERNARDINI MANES,2011-10-31T00:00:00Z,LEGA NORD,P,13,68 
33981,COCCONCELLI MIRKA,2011-10-31T00:00:00Z,LEGA NORD,P,14,73 
33982,SCARANO PAOLA F.,2011-10-31T00:00:00Z,LEGA NORD,P,15,78 
33983,BORGONZONI LUCIA,2011-10-31T00:00:00Z,LEGA NORD,P,15,78 
33984,BUGANI MASSIMO,2011-10-31T00:00:00Z,MOVIMENTO 5 STELLE,P,14,73 
32861,SALSI FEDERICA,2011-10-31T00:00:00Z,MOVIMENTO 5 STELLE,P,14,73 
33985,PIAZZA MARCO,2011-10-31T00:00:00Z,MOVIMENTO 5 STELLE,A,0,0  
33986,ALDROVANDI STEFANO,2011-10-31T00:00:00Z,BOLOGNA 2016,P,9,47 
16863,MEROLA VIRGINIO,2012-07-02T00:00:00Z,SINDACO,P,0,0  
9076,MAZZANTI CLAUDIO,2012-07-02T00:00:00Z,PARTITO DEMOCRATICO,P,6,54 
29442,CRITELLI FRANCESCO,2012-07-02T00:00:00Z,PARTITO DEMOCRATICO,P,8,72 
32746,LEMBI SIMONA,2012-07-02T00:00:00Z,PARTITO DEMOCRATICO,P,9,81 
27189,BARCELO LIZANA LEONARDO L,2012-07-02T00:00:00Z,PARTITO DEMOCRATICO,P,9,81 
15586,MARCHESINI ANGELO,2012-07-02T00:00:00Z,PARTITO DEMOCRATICO,P,2,18 
18313,LO GIUDICE SERGIO,2012-07-02T00:00:00Z,PARTITO DEMOCRATICO,P,9,81 
9181,SANTI RAFFAELLA,2012-07-02T00:00:00Z,PARTITO DEMOCRATICO,P,3,27 
32704,LAMA ROSSELLA,2012-07-02T00:00:00Z,PARTITO DEMOCRATICO,P,6,54 
27410,FERRI MARIARAFFAELLA,2012-07-02T00:00:00Z,PARTITO DEMOCRATICO,A,0,0  
27481,ZACCHIROLI BENEDETTO,2012-07-02T00:00:00Z,PARTITO DEMOCRATICO,A,0,0  
32794,MIGNANI MARIANNA,2012-07-02T00:00:00Z,PARTITO DEMOCRATICO,P,9,81 
22034,GHETTI MAURIZIO,2012-07-02T00:00:00Z,PARTITO DEMOCRATICO,P,9,81 
33977,BENASSI MARZIA,2012-07-02T00:00:00Z,PARTITO DEMOCRATICO,P,9,81 
33978,ERRANI FRANCESCO,2012-07-02T00:00:00Z,PARTITO DEMOCRATICO,P,9,81 
27197,MELEGA CORRADO,2012-07-02T00:00:00Z,PARTITO DEMOCRATICO,P,9,81 
9097,PETRELLA TOMMASO,2012-07-02T00:00:00Z,PARTITO DEMOCRATICO,P,9,81 
33979,LA TORRE CATHY,2012-07-02T00:00:00Z,CON AMELIA PER BOLOGNA CON VENDOLA,P,3,27 
33980,PIERALISI MIRCO,2012-07-02T00:00:00Z,CON AMELIA PER BOLOGNA CON VENDOLA,P,7,63 
26392,CIPRIANI LORENZO,2012-07-02T00:00:00Z,CON AMELIA PER BOLOGNA CON VENDOLA,P,7,63 
33987,SAZZINI LORENZO,2012-07-02T00:00:00Z,CON AMELIA PER BOLOGNA CON VENDOLA,P,7,63 
32714,CAVIANO PASQUALE,2012-07-02T00:00:00Z,ITALIA DEI VALORI,P,9,81 
21843,LISEI MARCO,2012-07-02T00:00:00Z,POPOLO DELLA LIBERTA,P,0,0  
27208,TOMASSINI LORENZO,2012-07-02T00:00:00Z,POPOLO DELLA LIBERTA,P,9,81 
32712,FACCI MICHELE,2012-07-02T00:00:00Z,POPOLO DELLA LIBERTA,P,6,54 
27997,CASTALDINI VALENT.,2012-07-02T00:00:00Z,POPOLO DELLA LIBERTA,P,4,36 
8904,CARELLA DANIELE,2012-07-02T00:00:00Z,POPOLO DELLA LIBERTA,P,9,81 
20144,GATTUSO PATRIZIO G.,2012-07-02T00:00:00Z,POPOLO DELLA LIBERTA,P,4,36 
32719,BERNARDINI MANES,2012-07-02T00:00:00Z,LEGA NORD,P,6,54 
33981,COCCONCELLI MIRKA,2012-07-02T00:00:00Z,LEGA NORD,P,9,81 
33982,SCARANO PAOLA F.,2012-07-02T00:00:00Z,LEGA NORD,P,9,81 
33983,BORGONZONI LUCIA,2012-07-02T00:00:00Z,LEGA NORD,P,9,81 
33984,BUGANI MASSIMO,2012-07-02T00:00:00Z,MOVIMENTO 5 STELLE,P,8,72 
32861,SALSI FEDERICA,2012-07-02T00:00:00Z,MOVIMENTO 5 STELLE,P,8,72 
33985,PIAZZA MARCO,2012-07-02T00:00:00Z,MOVIMENTO 5 STELLE,P,9,81 
33986,ALDROVANDI STEFANO,2012-07-02T00:00:00Z,BOLOGNA 2016,P,7,63 
32708,TURCI DANIELA,2012-07-02T00:00:00Z,PARTITO DEMOCRATICO,P,5,45 
16863,MEROLA VIRGINIO,2012-09-03T00:00:00Z,SINDACO,P,0,0  
9076,MAZZANTI CLAUDIO,2012-09-03T00:00:00Z,PARTITO DEMOCRATICO,P,2,48 
29442,CRITELLI FRANCESCO,2012-09-03T00:00:00Z,PARTITO DEMOCRATICO,A,0,0  
32746,LEMBI SIMONA,2012-09-03T00:00:00Z,PARTITO DEMOCRATICO,P,3,72 
27189,BARCELO LIZANA LEONARDO L,2012-09-03T00:00:00Z,PARTITO DEMOCRATICO,P,3,72 
15586,MARCHESINI ANGELO,2012-09-03T00:00:00Z,PARTITO DEMOCRATICO,P,1,24 
18313,LO GIUDICE SERGIO,2012-09-03T00:00:00Z,PARTITO DEMOCRATICO,P,2,48 
9181,SANTI RAFFAELLA,2012-09-03T00:00:00Z,PARTITO DEMOCRATICO,P,2,48 
32704,LAMA ROSSELLA,2012-09-03T00:00:00Z,PARTITO DEMOCRATICO,P,1,24 
27410,FERRI MARIARAFFAELLA,2012-09-03T00:00:00Z,PARTITO DEMOCRATICO,P,3,72 
27481,ZACCHIROLI BENEDETTO,2012-09-03T00:00:00Z,PARTITO DEMOCRATICO,P,3,72 
32794,MIGNANI MARIANNA,2012-09-03T00:00:00Z,PARTITO DEMOCRATICO,P,3,72 
22034,GHETTI MAURIZIO,2012-09-03T00:00:00Z,PARTITO DEMOCRATICO,P,3,72 
33977,BENASSI MARZIA,2012-09-03T00:00:00Z,PARTITO DEMOCRATICO,P,3,72 
33978,ERRANI FRANCESCO,2012-09-03T00:00:00Z,PARTITO DEMOCRATICO,P,3,72 
27197,MELEGA CORRADO,2012-09-03T00:00:00Z,PARTITO DEMOCRATICO,A,0,0  
9097,PETRELLA TOMMASO,2012-09-03T00:00:00Z,PARTITO DEMOCRATICO,P,3,72 
33979,LA TORRE CATHY,2012-09-03T00:00:00Z,CON AMELIA PER BOLOGNA CON VENDOLA,P,1,24 
33980,PIERALISI MIRCO,2012-09-03T00:00:00Z,CON AMELIA PER BOLOGNA CON VENDOLA,P,2,48 
26392,CIPRIANI LORENZO,2012-09-03T00:00:00Z,CON AMELIA PER BOLOGNA CON VENDOLA,P,3,72 
33987,SAZZINI LORENZO,2012-09-03T00:00:00Z,CON AMELIA PER BOLOGNA CON VENDOLA,P,3,72 
32714,CAVIANO PASQUALE,2012-09-03T00:00:00Z,ITALIA DEI VALORI,P,3,72 
21843,LISEI MARCO,2012-09-03T00:00:00Z,POPOLO DELLA LIBERTA,P,3,72 
27208,TOMASSINI LORENZO,2012-09-03T00:00:00Z,POPOLO DELLA LIBERTA,P,3,72 
32712,FACCI MICHELE,2012-09-03T00:00:00Z,POPOLO DELLA LIBERTA,A,0,0  
27997,CASTALDINI VALENT.,2012-09-03T00:00:00Z,POPOLO DELLA LIBERTA,P,2,48 
8904,CARELLA DANIELE,2012-09-03T00:00:00Z,POPOLO DELLA LIBERTA,P,3,72 
20144,GATTUSO PATRIZIO G.,2012-09-03T00:00:00Z,POPOLO DELLA LIBERTA,P,3,72 
32719,BERNARDINI MANES,2012-09-03T00:00:00Z,LEGA NORD,P,0,0  
33981,COCCONCELLI MIRKA,2012-09-03T00:00:00Z,LEGA NORD,P,3,72 
33982,SCARANO PAOLA F.,2012-09-03T00:00:00Z,LEGA NORD,P,3,72 
33983,BORGONZONI LUCIA,2012-09-03T00:00:00Z,LEGA NORD,P,3,72 
33984,BUGANI MASSIMO,2012-09-03T00:00:00Z,MOVIMENTO 5 STELLE,P,1,24 
32861,SALSI FEDERICA,2012-09-03T00:00:00Z,MOVIMENTO 5 STELLE,P,2,48 
33985,PIAZZA MARCO,2012-09-03T00:00:00Z,MOVIMENTO 5 STELLE,P,1,24 
33986,ALDROVANDI STEFANO,2012-09-03T00:00:00Z,BOLOGNA 2016,P,3,72 
32708,TURCI DANIELA,2012-09-03T00:00:00Z,PARTITO DEMOCRATICO,P,2,48 
16863,MEROLA VIRGINIO,2012-07-06T00:00:00Z,SINDACO,A,0,0  
9076,MAZZANTI CLAUDIO,2012-07-06T00:00:00Z,PARTITO DEMOCRATICO,P,1,49 
29442,CRITELLI FRANCESCO,2012-07-06T00:00:00Z,PARTITO DEMOCRATICO,P,1,49 
32746,LEMBI SIMONA,2012-07-06T00:00:00Z,PARTITO DEMOCRATICO,A,0,0  
27189,BARCELO LIZANA LEONARDO L,2012-07-06T00:00:00Z,PARTITO DEMOCRATICO,P,1,49 
15586,MARCHESINI ANGELO,2012-07-06T00:00:00Z,PARTITO DEMOCRATICO,P,1,49 
18313,LO GIUDICE SERGIO,2012-07-06T00:00:00Z,PARTITO DEMOCRATICO,P,1,49 
9181,SANTI RAFFAELLA,2012-07-06T00:00:00Z,PARTITO DEMOCRATICO,P,0,0  
32704,LAMA ROSSELLA,2012-07-06T00:00:00Z,PARTITO DEMOCRATICO,P,0,0  
27410,FERRI MARIARAFFAELLA,2012-07-06T00:00:00Z,PARTITO DEMOCRATICO,A,0,0  
27481,ZACCHIROLI BENEDETTO,2012-07-06T00:00:00Z,PARTITO DEMOCRATICO,P,0,0  
32794,MIGNANI MARIANNA,2012-07-06T00:00:00Z,PARTITO DEMOCRATICO,P,0,0  
22034,GHETTI MAURIZIO,2012-07-06T00:00:00Z,PARTITO DEMOCRATICO,A,0,0  
33977,BENASSI MARZIA,2012-07-06T00:00:00Z,PARTITO DEMOCRATICO,P,1,49 
33978,ERRANI FRANCESCO,2012-07-06T00:00:00Z,PARTITO DEMOCRATICO,P,0,0  
27197,MELEGA CORRADO,2012-07-06T00:00:00Z,PARTITO DEMOCRATICO,P,1,49 
9097,PETRELLA TOMMASO,2012-07-06T00:00:00Z,PARTITO DEMOCRATICO,P,1,49 
33979,LA TORRE CATHY,2012-07-06T00:00:00Z,CON AMELIA PER BOLOGNA CON VENDOLA,A,0,0  
33980,PIERALISI MIRCO,2012-07-06T00:00:00Z,CON AMELIA PER BOLOGNA CON VENDOLA,P,0,0  
26392,CIPRIANI LORENZO,2012-07-06T00:00:00Z,CON AMELIA PER BOLOGNA CON VENDOLA,A,0,0  
33987,SAZZINI LORENZO,2012-07-06T00:00:00Z,CON AMELIA PER BOLOGNA CON VENDOLA,P,1,49 
32714,CAVIANO PASQUALE,2012-07-06T00:00:00Z,ITALIA DEI VALORI,P,1,49 
21843,LISEI MARCO,2012-07-06T00:00:00Z,POPOLO DELLA LIBERTA,P,0,0  
27208,TOMASSINI LORENZO,2012-07-06T00:00:00Z,POPOLO DELLA LIBERTA,P,1,49 
32712,FACCI MICHELE,2012-07-06T00:00:00Z,POPOLO DELLA LIBERTA,P,1,49 
27997,CASTALDINI VALENT.,2012-07-06T00:00:00Z,POPOLO DELLA LIBERTA,A,0,0  
8904,CARELLA DANIELE,2012-07-06T00:00:00Z,POPOLO DELLA LIBERTA,P,1,49 
20144,GATTUSO PATRIZIO G.,2012-07-06T00:00:00Z,POPOLO DELLA LIBERTA,P,1,49 
32719,BERNARDINI MANES,2012-07-06T00:00:00Z,LEGA NORD,P,0,0  
33981,COCCONCELLI MIRKA,2012-07-06T00:00:00Z,LEGA NORD,P,1,49 
33982,SCARANO PAOLA F.,2012-07-06T00:00:00Z,LEGA NORD,P,1,49 
33983,BORGONZONI LUCIA,2012-07-06T00:00:00Z,LEGA NORD,P,0,0  
33984,BUGANI MASSIMO,2012-07-06T00:00:00Z,MOVIMENTO 5 STELLE,P,0,0  
32861,SALSI FEDERICA,2012-07-06T00:00:00Z,MOVIMENTO 5 STELLE,P,0,0  
33985,PIAZZA MARCO,2012-07-06T00:00:00Z,MOVIMENTO 5 STELLE,P,1,49 
33986,ALDROVANDI STEFANO,2012-07-06T00:00:00Z,BOLOGNA 2016,A,0,0  
32708,TURCI DANIELA,2012-07-06T00:00:00Z,PARTITO DEMOCRATICO,A,0,0  
16863,MEROLA VIRGINIO,2012-09-07T00:00:00Z,SINDACO,A,0,0  
9076,MAZZANTI CLAUDIO,2012-09-07T00:00:00Z,PARTITO DEMOCRATICO,P,1,49 
29442,CRITELLI FRANCESCO,2012-09-07T00:00:00Z,PARTITO DEMOCRATICO,P,1,49 
32746,LEMBI SIMONA,2012-09-07T00:00:00Z,PARTITO DEMOCRATICO,P,1,49 
27189,BARCELO LIZANA LEONARDO L,2012-09-07T00:00:00Z,PARTITO DEMOCRATICO,P,1,49 
15586,MARCHESINI ANGELO,2012-09-07T00:00:00Z,PARTITO DEMOCRATICO,P,1,49 
18313,LO GIUDICE SERGIO,2012-09-07T00:00:00Z,PARTITO DEMOCRATICO,P,1,49 
9181,SANTI RAFFAELLA,2012-09-07T00:00:00Z,PARTITO DEMOCRATICO,P,1,49 
32704,LAMA ROSSELLA,2012-09-07T00:00:00Z,PARTITO DEMOCRATICO,P,0,0  
27410,FERRI MARIARAFFAELLA,2012-09-07T00:00:00Z,PARTITO DEMOCRATICO,P,1,49 
27481,ZACCHIROLI BENEDETTO,2012-09-07T00:00:00Z,PARTITO DEMOCRATICO,P,1,49 
32794,MIGNANI MARIANNA,2012-09-07T00:00:00Z,PARTITO DEMOCRATICO,P,1,49 
22034,GHETTI MAURIZIO,2012-09-07T00:00:00Z,PARTITO DEMOCRATICO,P,1,49 
33977,BENASSI MARZIA,2012-09-07T00:00:00Z,PARTITO DEMOCRATICO,P,0,0  
33978,ERRANI FRANCESCO,2012-09-07T00:00:00Z,PARTITO DEMOCRATICO,P,1,49 
27197,MELEGA CORRADO,2012-09-07T00:00:00Z,PARTITO DEMOCRATICO,A,0,0  
9097,PETRELLA TOMMASO,2012-09-07T00:00:00Z,PARTITO DEMOCRATICO,P,1,49 
33979,LA TORRE CATHY,2012-09-07T00:00:00Z,CON AMELIA PER BOLOGNA CON VENDOLA,P,0,0  
33980,PIERALISI MIRCO,2012-09-07T00:00:00Z,CON AMELIA PER BOLOGNA CON VENDOLA,P,1,49 
26392,CIPRIANI LORENZO,2012-09-07T00:00:00Z,CON AMELIA PER BOLOGNA CON VENDOLA,A,0,0  
33987,SAZZINI LORENZO,2012-09-07T00:00:00Z,CON AMELIA PER BOLOGNA CON VENDOLA,A,0,0  
32714,CAVIANO PASQUALE,2012-09-07T00:00:00Z,ITALIA DEI VALORI,A,0,0  
21843,LISEI MARCO,2012-09-07T00:00:00Z,POPOLO DELLA LIBERTA,P,1,49 
27208,TOMASSINI LORENZO,2012-09-07T00:00:00Z,POPOLO DELLA LIBERTA,P,1,49 
32712,FACCI MICHELE,2012-09-07T00:00:00Z,POPOLO DELLA LIBERTA,P,1,49 
27997,CASTALDINI VALENT.,2012-09-07T00:00:00Z,POPOLO DELLA LIBERTA,P,0,0  
8904,CARELLA DANIELE,2012-09-07T00:00:00Z,POPOLO DELLA LIBERTA,P,1,49 
20144,GATTUSO PATRIZIO G.,2012-09-07T00:00:00Z,POPOLO DELLA LIBERTA,P,1,49 
32719,BERNARDINI MANES,2012-09-07T00:00:00Z,LEGA NORD,P,1,49 
33981,COCCONCELLI MIRKA,2012-09-07T00:00:00Z,LEGA NORD,P,1,49 
33982,SCARANO PAOLA F.,2012-09-07T00:00:00Z,LEGA NORD,P,1,49 
33983,BORGONZONI LUCIA,2012-09-07T00:00:00Z,LEGA NORD,P,1,49 
33984,BUGANI MASSIMO,2012-09-07T00:00:00Z,MOVIMENTO 5 STELLE,A,0,0  
32861,SALSI FEDERICA,2012-09-07T00:00:00Z,MOVIMENTO 5 STELLE,P,0,0  
33985,PIAZZA MARCO,2012-09-07T00:00:00Z,MOVIMENTO 5 STELLE,P,1,49 
33986,ALDROVANDI STEFANO,2012-09-07T00:00:00Z,BOLOGNA 2016,A,0,0  
32708,TURCI DANIELA,2012-09-07T00:00:00Z,PARTITO DEMOCRATICO,P,1,49 
16863,MEROLA VIRGINIO,2012-07-09T00:00:00Z,SINDACO,P,0,0  
9076,MAZZANTI CLAUDIO,2012-07-09T00:00:00Z,PARTITO DEMOCRATICO,P,11,73 
29442,CRITELLI FRANCESCO,2012-07-09T00:00:00Z,PARTITO DEMOCRATICO,P,6,40 
32746,LEMBI SIMONA,2012-07-09T00:00:00Z,PARTITO DEMOCRATICO,P,12,80 
27189,BARCELO LIZANA LEONARDO L,2012-07-09T00:00:00Z,PARTITO DEMOCRATICO,P,12,80 
15586,MARCHESINI ANGELO,2012-07-09T00:00:00Z,PARTITO DEMOCRATICO,P,11,73 
18313,LO GIUDICE SERGIO,2012-07-09T00:00:00Z,PARTITO DEMOCRATICO,P,11,73 
9181,SANTI RAFFAELLA,2012-07-09T00:00:00Z,PARTITO DEMOCRATICO,P,10,66 
32704,LAMA ROSSELLA,2012-07-09T00:00:00Z,PARTITO DEMOCRATICO,P,8,53 
27410,FERRI MARIARAFFAELLA,2012-07-09T00:00:00Z,PARTITO DEMOCRATICO,P,11,73 
27481,ZACCHIROLI BENEDETTO,2012-07-09T00:00:00Z,PARTITO DEMOCRATICO,P,11,73 
32794,MIGNANI MARIANNA,2012-07-09T00:00:00Z,PARTITO DEMOCRATICO,P,6,40 
22034,GHETTI MAURIZIO,2012-07-09T00:00:00Z,PARTITO DEMOCRATICO,P,12,80 
33977,BENASSI MARZIA,2012-07-09T00:00:00Z,PARTITO DEMOCRATICO,P,12,80 
33978,ERRANI FRANCESCO,2012-07-09T00:00:00Z,PARTITO DEMOCRATICO,P,12,80 
27197,MELEGA CORRADO,2012-07-09T00:00:00Z,PARTITO DEMOCRATICO,P,11,73 
9097,PETRELLA TOMMASO,2012-07-09T00:00:00Z,PARTITO DEMOCRATICO,A,0,0  
33979,LA TORRE CATHY,2012-07-09T00:00:00Z,CON AMELIA PER BOLOGNA CON VENDOLA,P,7,46 
33980,PIERALISI MIRCO,2012-07-09T00:00:00Z,CON AMELIA PER BOLOGNA CON VENDOLA,P,9,60 
26392,CIPRIANI LORENZO,2012-07-09T00:00:00Z,CON AMELIA PER BOLOGNA CON VENDOLA,P,5,33 
33987,SAZZINI LORENZO,2012-07-09T00:00:00Z,CON AMELIA PER BOLOGNA CON VENDOLA,P,6,40 
32714,CAVIANO PASQUALE,2012-07-09T00:00:00Z,ITALIA DEI VALORI,P,8,53 
21843,LISEI MARCO,2012-07-09T00:00:00Z,POPOLO DELLA LIBERTA,P,11,73 
27208,TOMASSINI LORENZO,2012-07-09T00:00:00Z,POPOLO DELLA LIBERTA,P,12,80 
32712,FACCI MICHELE,2012-07-09T00:00:00Z,POPOLO DELLA LIBERTA,P,6,40 
27997,CASTALDINI VALENT.,2012-07-09T00:00:00Z,POPOLO DELLA LIBERTA,P,5,33 
8904,CARELLA DANIELE,2012-07-09T00:00:00Z,POPOLO DELLA LIBERTA,P,12,80 
20144,GATTUSO PATRIZIO G.,2012-07-09T00:00:00Z,POPOLO DELLA LIBERTA,P,11,73 
32719,BERNARDINI MANES,2012-07-09T00:00:00Z,LEGA NORD,P,5,33 
33981,COCCONCELLI MIRKA,2012-07-09T00:00:00Z,LEGA NORD,P,12,80 
33982,SCARANO PAOLA F.,2012-07-09T00:00:00Z,LEGA NORD,P,12,80 
33983,BORGONZONI LUCIA,2012-07-09T00:00:00Z,LEGA NORD,P,11,73 
33984,BUGANI MASSIMO,2012-07-09T00:00:00Z,MOVIMENTO 5 STELLE,P,12,80 
32861,SALSI FEDERICA,2012-07-09T00:00:00Z,MOVIMENTO 5 STELLE,P,11,73 
33985,PIAZZA MARCO,2012-07-09T00:00:00Z,MOVIMENTO 5 STELLE,P,12,80 
33986,ALDROVANDI STEFANO,2012-07-09T00:00:00Z,BOLOGNA 2016,P,5,33 
32708,TURCI DANIELA,2012-07-09T00:00:00Z,PARTITO DEMOCRATICO,P,5,33 
16863,MEROLA VIRGINIO,2012-09-10T00:00:00Z,SINDACO,A,0,0  
9076,MAZZANTI CLAUDIO,2012-09-10T00:00:00Z,PARTITO DEMOCRATICO,P,11,73 
29442,CRITELLI FRANCESCO,2012-09-10T00:00:00Z,PARTITO DEMOCRATICO,P,11,73 
32746,LEMBI SIMONA,2012-09-10T00:00:00Z,PARTITO DEMOCRATICO,P,12,80 
27189,BARCELO LIZANA LEONARDO L,2012-09-10T00:00:00Z,PARTITO DEMOCRATICO,P,12,80 
15586,MARCHESINI ANGELO,2012-09-10T00:00:00Z,PARTITO DEMOCRATICO,P,11,73 
18313,LO GIUDICE SERGIO,2012-09-10T00:00:00Z,PARTITO DEMOCRATICO,P,12,80 
9181,SANTI RAFFAELLA,2012-09-10T00:00:00Z,PARTITO DEMOCRATICO,P,7,46 
32704,LAMA ROSSELLA,2012-09-10T00:00:00Z,PARTITO DEMOCRATICO,P,9,60 
27410,FERRI MARIARAFFAELLA,2012-09-10T00:00:00Z,PARTITO DEMOCRATICO,P,12,80 
27481,ZACCHIROLI BENEDETTO,2012-09-10T00:00:00Z,PARTITO DEMOCRATICO,P,10,66 
32794,MIGNANI MARIANNA,2012-09-10T00:00:00Z,PARTITO DEMOCRATICO,P,12,80 
22034,GHETTI MAURIZIO,2012-09-10T00:00:00Z,PARTITO DEMOCRATICO,P,12,80 
33977,BENASSI MARZIA,2012-09-10T00:00:00Z,PARTITO DEMOCRATICO,P,12,80 
33978,ERRANI FRANCESCO,2012-09-10T00:00:00Z,PARTITO DEMOCRATICO,P,11,73 
27197,MELEGA CORRADO,2012-09-10T00:00:00Z,PARTITO DEMOCRATICO,P,12,80 
9097,PETRELLA TOMMASO,2012-09-10T00:00:00Z,PARTITO DEMOCRATICO,P,12,80 
33979,LA TORRE CATHY,2012-09-10T00:00:00Z,CON AMELIA PER BOLOGNA CON VENDOLA,P,12,80 
33980,PIERALISI MIRCO,2012-09-10T00:00:00Z,CON AMELIA PER BOLOGNA CON VENDOLA,P,10,66 
26392,CIPRIANI LORENZO,2012-09-10T00:00:00Z,CON AMELIA PER BOLOGNA CON VENDOLA,P,10,66 
33987,SAZZINI LORENZO,2012-09-10T00:00:00Z,CON AMELIA PER BOLOGNA CON VENDOLA,P,12,80 
32714,CAVIANO PASQUALE,2012-09-10T00:00:00Z,ITALIA DEI VALORI,P,11,73 
21843,LISEI MARCO,2012-09-10T00:00:00Z,POPOLO DELLA LIBERTA,P,11,73 
27208,TOMASSINI LORENZO,2012-09-10T00:00:00Z,POPOLO DELLA LIBERTA,P,12,80 
32712,FACCI MICHELE,2012-09-10T00:00:00Z,POPOLO DELLA LIBERTA,P,11,73 
27997,CASTALDINI VALENT.,2012-09-10T00:00:00Z,POPOLO DELLA LIBERTA,P,11,73 
8904,CARELLA DANIELE,2012-09-10T00:00:00Z,POPOLO DELLA LIBERTA,P,12,80 
20144,GATTUSO PATRIZIO G.,2012-09-10T00:00:00Z,POPOLO DELLA LIBERTA,P,8,53 
32719,BERNARDINI MANES,2012-09-10T00:00:00Z,LEGA NORD,P,8,53 
33981,COCCONCELLI MIRKA,2012-09-10T00:00:00Z,LEGA NORD,P,11,73 
33982,SCARANO PAOLA F.,2012-09-10T00:00:00Z,LEGA NORD,P,9,60 
33983,BORGONZONI LUCIA,2012-09-10T00:00:00Z,LEGA NORD,P,11,73 
33984,BUGANI MASSIMO,2012-09-10T00:00:00Z,MOVIMENTO 5 STELLE,P,11,73 
32861,SALSI FEDERICA,2012-09-10T00:00:00Z,MOVIMENTO 5 STELLE,P,12,80 
33985,PIAZZA MARCO,2012-09-10T00:00:00Z,MOVIMENTO 5 STELLE,P,12,80 
33986,ALDROVANDI STEFANO,2012-09-10T00:00:00Z,BOLOGNA 2016,P,11,73 
32708,TURCI DANIELA,2012-09-10T00:00:00Z,PARTITO DEMOCRATICO,P,7,46 
16863,MEROLA VIRGINIO,2012-07-13T00:00:00Z,SINDACO,A,0,0  
9076,MAZZANTI CLAUDIO,2012-07-13T00:00:00Z,PARTITO DEMOCRATICO,P,1,49 
29442,CRITELLI FRANCESCO,2012-07-13T00:00:00Z,PARTITO DEMOCRATICO,P,1,49 
32746,LEMBI SIMONA,2012-07-13T00:00:00Z,PARTITO DEMOCRATICO,P,1,49 
27189,BARCELO LIZANA LEONARDO L,2012-07-13T00:00:00Z,PARTITO DEMOCRATICO,P,0,0  
15586,MARCHESINI ANGELO,2012-07-13T00:00:00Z,PARTITO DEMOCRATICO,P,1,49 
18313,LO GIUDICE SERGIO,2012-07-13T00:00:00Z,PARTITO DEMOCRATICO,P,1,49 
9181,SANTI RAFFAELLA,2012-07-13T00:00:00Z,PARTITO DEMOCRATICO,P,0,0  
32704,LAMA ROSSELLA,2012-07-13T00:00:00Z,PARTITO DEMOCRATICO,P,1,49 
27410,FERRI MARIARAFFAELLA,2012-07-13T00:00:00Z,PARTITO DEMOCRATICO,A,0,0  
27481,ZACCHIROLI BENEDETTO,2012-07-13T00:00:00Z,PARTITO DEMOCRATICO,P,1,49 
32794,MIGNANI MARIANNA,2012-07-13T00:00:00Z,PARTITO DEMOCRATICO,P,1,49 
22034,GHETTI MAURIZIO,2012-07-13T00:00:00Z,PARTITO DEMOCRATICO,P,0,0  
33977,BENASSI MARZIA,2012-07-13T00:00:00Z,PARTITO DEMOCRATICO,P,1,49 
33978,ERRANI FRANCESCO,2012-07-13T00:00:00Z,PARTITO DEMOCRATICO,P,1,49 
27197,MELEGA CORRADO,2012-07-13T00:00:00Z,PARTITO DEMOCRATICO,A,0,0  
9097,PETRELLA TOMMASO,2012-07-13T00:00:00Z,PARTITO DEMOCRATICO,A,0,0  
33979,LA TORRE CATHY,2012-07-13T00:00:00Z,CON AMELIA PER BOLOGNA CON VENDOLA,P,0,0  
33980,PIERALISI MIRCO,2012-07-13T00:00:00Z,CON AMELIA PER BOLOGNA CON VENDOLA,A,0,0  
26392,CIPRIANI LORENZO,2012-07-13T00:00:00Z,CON AMELIA PER BOLOGNA CON VENDOLA,P,0,0  
33987,SAZZINI LORENZO,2012-07-13T00:00:00Z,CON AMELIA PER BOLOGNA CON VENDOLA,A,0,0  
32714,CAVIANO PASQUALE,2012-07-13T00:00:00Z,ITALIA DEI VALORI,P,1,49 
21843,LISEI MARCO,2012-07-13T00:00:00Z,POPOLO DELLA LIBERTA,P,0,0  
27208,TOMASSINI LORENZO,2012-07-13T00:00:00Z,POPOLO DELLA LIBERTA,P,1,49 
32712,FACCI MICHELE,2012-07-13T00:00:00Z,POPOLO DELLA LIBERTA,P,1,49 
27997,CASTALDINI VALENT.,2012-07-13T00:00:00Z,POPOLO DELLA LIBERTA,A,0,0  
8904,CARELLA DANIELE,2012-07-13T00:00:00Z,POPOLO DELLA LIBERTA,P,1,49 
20144,GATTUSO PATRIZIO G.,2012-07-13T00:00:00Z,POPOLO DELLA LIBERTA,P,1,49 
32719,BERNARDINI MANES,2012-07-13T00:00:00Z,LEGA NORD,P,1,49 
33981,COCCONCELLI MIRKA,2012-07-13T00:00:00Z,LEGA NORD,P,1,49 
33982,SCARANO PAOLA F.,2012-07-13T00:00:00Z,LEGA NORD,P,1,49 
33983,BORGONZONI LUCIA,2012-07-13T00:00:00Z,LEGA NORD,P,0,0  
