"Progressivo";"Nominativo";"Data Seduta";"Gruppo Politico";"Presenza";"Num.Votazioni";"Percentuale presenza alle votazioni";"Note"
"33985";"PIAZZA MARCO";"18/01/2013";"MOVIMENTO 5 STELLE";"P";0;"0  ";
"33986";"ALDROVANDI STEFANO";"18/01/2013";"BOLOGNA 2016";"P";1;"49 ";
"32708";"TURCI DANIELA";"18/01/2013";"PARTITO DEMOCRATICO";"P";1;"49 ";
"16863";"MEROLA VIRGINIO";"18/02/2013";"SINDACO";"P";8;"58 ";
"9076";"MAZZANTI CLAUDIO";"18/02/2013";"PARTITO DEMOCRATICO";"P";10;"73 ";
"29442";"CRITELLI FRANCESCO";"18/02/2013";"PARTITO DEMOCRATICO";"P";11;"80 ";
"32746";"LEMBI SIMONA";"18/02/2013";"PARTITO DEMOCRATICO";"P";11;"80 ";
"27189";"BARCELO' LIZANA LEONARDO L.";"18/02/2013";"PARTITO DEMOCRATICO";"P";11;"80 ";
"15586";"MARCHESINI ANGELO";"18/02/2013";"PARTITO DEMOCRATICO";"P";8;"58 ";
"18313";"LO GIUDICE SERGIO";"18/02/2013";"PARTITO DEMOCRATICO";"P";11;"80 ";
"9181";"SANTI RAFFAELLA";"18/02/2013";"PARTITO DEMOCRATICO";"P";10;"73 ";
"32704";"LAMA ROSSELLA";"18/02/2013";"PARTITO DEMOCRATICO";"P";4;"29 ";
"27410";"FERRI MARIARAFFAELLA";"18/02/2013";"PARTITO DEMOCRATICO";"P";10;"73 ";
"27481";"ZACCHIROLI BENEDETTO";"18/02/2013";"PARTITO DEMOCRATICO";"P";11;"80 ";
"32794";"MIGNANI MARIANNA";"18/02/2013";"PARTITO DEMOCRATICO";"P";11;"80 ";
"22034";"GHETTI MAURIZIO";"18/02/2013";"PARTITO DEMOCRATICO";"P";11;"80 ";
"33977";"BENASSI MARZIA";"18/02/2013";"PARTITO DEMOCRATICO";"P";11;"80 ";
"33978";"ERRANI FRANCESCO";"18/02/2013";"PARTITO DEMOCRATICO";"P";11;"80 ";
"27197";"MELEGA CORRADO";"18/02/2013";"PARTITO DEMOCRATICO";"P";11;"80 ";
"9097";"PETRELLA TOMMASO";"18/02/2013";"PARTITO DEMOCRATICO";"P";11;"80 ";
"33979";"LA TORRE CATHY";"18/02/2013";"CON AMELIA PER BOLOGNA CON VENDOLA";"P";11;"80 ";
"33980";"PIERALISI MIRCO";"18/02/2013";"CON AMELIA PER BOLOGNA CON VENDOLA";"P";11;"80 ";
"26392";"CIPRIANI LORENZO";"18/02/2013";"CON AMELIA PER BOLOGNA CON VENDOLA";"P";10;"73 ";
"33987";"SAZZINI LORENZO";"18/02/2013";"CON AMELIA PER BOLOGNA CON VENDOLA";"P";1;"7  ";
"32714";"CAVIANO PASQUALE";"18/02/2013";"BOLOGNA RIFORMISTA E DEMOCRATICA";"P";11;"80 ";
"21843";"LISEI MARCO";"18/02/2013";"POPOLO DELLA LIBERTA'";"A";0;"0  ";
"27208";"TOMASSINI LORENZO";"18/02/2013";"POPOLO DELLA LIBERTA'";"P";3;"22 ";
"32712";"FACCI MICHELE";"18/02/2013";"POPOLO DELLA LIBERTA'";"P";11;"80 ";
"27997";"CASTALDINI VALENT.";"18/02/2013";"POPOLO DELLA LIBERTA'";"P";8;"58 ";
"8904";"CARELLA DANIELE";"18/02/2013";"POPOLO DELLA LIBERTA'";"P";11;"80 ";
"20144";"GATTUSO PATRIZIO G.";"18/02/2013";"POPOLO DELLA LIBERTA'";"P";6;"44 ";
"32719";"BERNARDINI MANES";"18/02/2013";"LEGA NORD";"P";10;"73 ";
"33981";"COCCONCELLI MIRKA";"18/02/2013";"LEGA NORD";"P";10;"73 ";
"33982";"SCARANO PAOLA F.";"18/02/2013";"LEGA NORD";"P";11;"80 ";
"33983";"BORGONZONI LUCIA";"18/02/2013";"LEGA NORD";"P";8;"58 ";
"33984";"BUGANI MASSIMO";"18/02/2013";"MOVIMENTO 5 STELLE";"P";11;"80 ";
"32861";"SALSI FEDERICA";"18/02/2013";"GRUPPO MISTO";"P";10;"73 ";
"33985";"PIAZZA MARCO";"18/02/2013";"MOVIMENTO 5 STELLE";"P";11;"80 ";
"33986";"ALDROVANDI STEFANO";"18/02/2013";"BOLOGNA 2016";"P";11;"80 ";
"32708";"TURCI DANIELA";"18/02/2013";"PARTITO DEMOCRATICO";"P";8;"58 ";
"16863";"MEROLA VIRGINIO";"18/03/2013";"SINDACO";"P";0;"0  ";
"9076";"MAZZANTI CLAUDIO";"18/03/2013";"PARTITO DEMOCRATICO";"P";6;"54 ";
"29442";"CRITELLI FRANCESCO";"18/03/2013";"PARTITO DEMOCRATICO";"P";9;"81 ";
"32746";"LEMBI SIMONA";"18/03/2013";"PARTITO DEMOCRATICO";"P";9;"81 ";
"27189";"BARCELO' LIZANA LEONARDO L.";"18/03/2013";"PARTITO DEMOCRATICO";"P";9;"81 ";
"15586";"MARCHESINI ANGELO";"18/03/2013";"PARTITO DEMOCRATICO";"P";2;"18 ";
"18313";"LO GIUDICE SERGIO";"18/03/2013";"PARTITO DEMOCRATICO";"A";0;"0  ";
"9181";"SANTI RAFFAELLA";"18/03/2013";"PARTITO DEMOCRATICO";"P";3;"27 ";
"32704";"LAMA ROSSELLA";"18/03/2013";"PARTITO DEMOCRATICO";"P";9;"81 ";
"27410";"FERRI MARIARAFFAELLA";"18/03/2013";"PARTITO DEMOCRATICO";"P";3;"27 ";
"27481";"ZACCHIROLI BENEDETTO";"18/03/2013";"PARTITO DEMOCRATICO";"P";9;"81 ";
"32794";"MIGNANI MARIANNA";"18/03/2013";"PARTITO DEMOCRATICO";"P";9;"81 ";
"22034";"GHETTI MAURIZIO";"18/03/2013";"PARTITO DEMOCRATICO";"P";7;"63 ";
"33977";"BENASSI MARZIA";"18/03/2013";"PARTITO DEMOCRATICO";"P";9;"81 ";
"33978";"ERRANI FRANCESCO";"18/03/2013";"PARTITO DEMOCRATICO";"P";9;"81 ";
"27197";"MELEGA CORRADO";"18/03/2013";"PARTITO DEMOCRATICO";"P";9;"81 ";
"9097";"PETRELLA TOMMASO";"18/03/2013";"PARTITO DEMOCRATICO";"P";8;"72 ";
"33979";"LA TORRE CATHY";"18/03/2013";"CON AMELIA PER BOLOGNA CON VENDOLA";"P";6;"54 ";
"33980";"PIERALISI MIRCO";"18/03/2013";"CON AMELIA PER BOLOGNA CON VENDOLA";"P";8;"72 ";
"26392";"CIPRIANI LORENZO";"18/03/2013";"CON AMELIA PER BOLOGNA CON VENDOLA";"P";9;"81 ";
"33987";"SAZZINI LORENZO";"18/03/2013";"CON AMELIA PER BOLOGNA CON VENDOLA";"P";7;"63 ";
"32714";"CAVIANO PASQUALE";"18/03/2013";"BOLOGNA RIFORMISTA E DEMOCRATICA";"P";9;"81 ";
"21843";"LISEI MARCO";"18/03/2013";"POPOLO DELLA LIBERTA'";"P";8;"72 ";
"27208";"TOMASSINI LORENZO";"18/03/2013";"POPOLO DELLA LIBERTA'";"P";2;"18 ";
"32712";"FACCI MICHELE";"18/03/2013";"POPOLO DELLA LIBERTA'";"P";9;"81 ";
"27997";"CASTALDINI VALENT.";"18/03/2013";"POPOLO DELLA LIBERTA'";"P";8;"72 ";
"8904";"CARELLA DANIELE";"18/03/2013";"POPOLO DELLA LIBERTA'";"P";9;"81 ";
"20144";"GATTUSO PATRIZIO G.";"18/03/2013";"POPOLO DELLA LIBERTA'";"P";7;"63 ";
"32719";"BERNARDINI MANES";"18/03/2013";"LEGA NORD";"P";9;"81 ";
"33981";"COCCONCELLI MIRKA";"18/03/2013";"LEGA NORD";"P";8;"72 ";
"33982";"SCARANO PAOLA F.";"18/03/2013";"LEGA NORD";"P";9;"81 ";
"33983";"BORGONZONI LUCIA";"18/03/2013";"LEGA NORD";"P";8;"72 ";
"33984";"BUGANI MASSIMO";"18/03/2013";"MOVIMENTO 5 STELLE";"P";8;"72 ";
"32861";"SALSI FEDERICA";"18/03/2013";"GRUPPO MISTO";"P";8;"72 ";
"33985";"PIAZZA MARCO";"18/03/2013";"MOVIMENTO 5 STELLE";"P";8;"72 ";
"33986";"ALDROVANDI STEFANO";"18/03/2013";"BOLOGNA 2016";"P";6;"54 ";
"32708";"TURCI DANIELA";"18/03/2013";"PARTITO DEMOCRATICO";"P";7;"63 ";
"0";"DONDARINI ROLANDO";"18/03/2013";"PARTITO DEMOCRATICO";"P";5;"45 ";
"16863";"MEROLA VIRGINIO";"21/01/2013";"SINDACO";"P";4;"36 ";
"9076";"MAZZANTI CLAUDIO";"21/01/2013";"PARTITO DEMOCRATICO";"P";9;"81 ";
"29442";"CRITELLI FRANCESCO";"21/01/2013";"PARTITO DEMOCRATICO";"P";8;"72 ";
"32746";"LEMBI SIMONA";"21/01/2013";"PARTITO DEMOCRATICO";"P";9;"81 ";
"27189";"BARCELO' LIZANA LEONARDO L.";"21/01/2013";"PARTITO DEMOCRATICO";"P";9;"81 ";
"15586";"MARCHESINI ANGELO";"21/01/2013";"PARTITO DEMOCRATICO";"P";4;"36 ";
"18313";"LO GIUDICE SERGIO";"21/01/2013";"PARTITO DEMOCRATICO";"P";9;"81 ";
"9181";"SANTI RAFFAELLA";"21/01/2013";"PARTITO DEMOCRATICO";"P";9;"81 ";
"32704";"LAMA ROSSELLA";"21/01/2013";"PARTITO DEMOCRATICO";"P";9;"81 ";
"27410";"FERRI MARIARAFFAELLA";"21/01/2013";"PARTITO DEMOCRATICO";"P";9;"81 ";
"27481";"ZACCHIROLI BENEDETTO";"21/01/2013";"PARTITO DEMOCRATICO";"P";8;"72 ";
"32794";"MIGNANI MARIANNA";"21/01/2013";"PARTITO DEMOCRATICO";"P";4;"36 ";
"22034";"GHETTI MAURIZIO";"21/01/2013";"PARTITO DEMOCRATICO";"P";9;"81 ";
"33977";"BENASSI MARZIA";"21/01/2013";"PARTITO DEMOCRATICO";"P";9;"81 ";
"33978";"ERRANI FRANCESCO";"21/01/2013";"PARTITO DEMOCRATICO";"P";9;"81 ";
"27197";"MELEGA CORRADO";"21/01/2013";"PARTITO DEMOCRATICO";"A";0;"0  ";
"9097";"PETRELLA TOMMASO";"21/01/2013";"PARTITO DEMOCRATICO";"P";9;"81 ";
"33979";"LA TORRE CATHY";"21/01/2013";"CON AMELIA PER BOLOGNA CON VENDOLA";"P";6;"54 ";
"33980";"PIERALISI MIRCO";"21/01/2013";"CON AMELIA PER BOLOGNA CON VENDOLA";"P";9;"81 ";
"26392";"CIPRIANI LORENZO";"21/01/2013";"CON AMELIA PER BOLOGNA CON VENDOLA";"P";1;"9  ";
"33987";"SAZZINI LORENZO";"21/01/2013";"CON AMELIA PER BOLOGNA CON VENDOLA";"P";8;"72 ";
"32714";"CAVIANO PASQUALE";"21/01/2013";"BOLOGNA RIFORMISTA E DEMOCRATICA";"P";8;"72 ";
"21843";"LISEI MARCO";"21/01/2013";"POPOLO DELLA LIBERTA'";"P";8;"72 ";
"27208";"TOMASSINI LORENZO";"21/01/2013";"POPOLO DELLA LIBERTA'";"P";1;"9  ";
"32712";"FACCI MICHELE";"21/01/2013";"POPOLO DELLA LIBERTA'";"P";7;"63 ";
"27997";"CASTALDINI VALENT.";"21/01/2013";"POPOLO DELLA LIBERTA'";"P";8;"72 ";
"8904";"CARELLA DANIELE";"21/01/2013";"POPOLO DELLA LIBERTA'";"P";9;"81 ";
"20144";"GATTUSO PATRIZIO G.";"21/01/2013";"POPOLO DELLA LIBERTA'";"P";4;"36 ";
"32719";"BERNARDINI MANES";"21/01/2013";"LEGA NORD";"P";2;"18 ";
"33981";"COCCONCELLI MIRKA";"21/01/2013";"LEGA NORD";"P";7;"63 ";
"33982";"SCARANO PAOLA F.";"21/01/2013";"LEGA NORD";"P";9;"81 ";
"33983";"BORGONZONI LUCIA";"21/01/2013";"LEGA NORD";"P";8;"72 ";
"33984";"BUGANI MASSIMO";"21/01/2013";"MOVIMENTO 5 STELLE";"P";8;"72 ";
"32861";"SALSI FEDERICA";"21/01/2013";"GRUPPO MISTO";"P";7;"63 ";
"33985";"PIAZZA MARCO";"21/01/2013";"MOVIMENTO 5 STELLE";"P";8;"72 ";
"33986";"ALDROVANDI STEFANO";"21/01/2013";"BOLOGNA 2016";"A";0;"0  ";
"32708";"TURCI DANIELA";"21/01/2013";"PARTITO DEMOCRATICO";"P";4;"36 ";
"0";"DONDARINI ROLANDO";"21/01/2013";"PARTITO DEMOCRATICO";"A";0;"0  ";
"16863";"MEROLA VIRGINIO";"22/02/2013";"SINDACO";"A";0;"0  ";
"9076";"MAZZANTI CLAUDIO";"22/02/2013";"PARTITO DEMOCRATICO";"P";1;"49 ";
"29442";"CRITELLI FRANCESCO";"22/02/2013";"PARTITO DEMOCRATICO";"P";1;"49 ";
"32746";"LEMBI SIMONA";"22/02/2013";"PARTITO DEMOCRATICO";"P";0;"0  ";
"27189";"BARCELO' LIZANA LEONARDO L.";"22/02/2013";"PARTITO DEMOCRATICO";"P";1;"49 ";
"15586";"MARCHESINI ANGELO";"22/02/2013";"PARTITO DEMOCRATICO";"P";0;"0  ";
"18313";"LO GIUDICE SERGIO";"22/02/2013";"PARTITO DEMOCRATICO";"P";1;"49 ";
"9181";"SANTI RAFFAELLA";"22/02/2013";"PARTITO DEMOCRATICO";"P";0;"0  ";
"32704";"LAMA ROSSELLA";"22/02/2013";"PARTITO DEMOCRATICO";"P";0;"0  ";
"27410";"FERRI MARIARAFFAELLA";"22/02/2013";"PARTITO DEMOCRATICO";"P";1;"49 ";
"27481";"ZACCHIROLI BENEDETTO";"22/02/2013";"PARTITO DEMOCRATICO";"P";1;"49 ";
"32794";"MIGNANI MARIANNA";"22/02/2013";"PARTITO DEMOCRATICO";"P";1;"49 ";
"22034";"GHETTI MAURIZIO";"22/02/2013";"PARTITO DEMOCRATICO";"P";1;"49 ";
"33977";"BENASSI MARZIA";"22/02/2013";"PARTITO DEMOCRATICO";"P";1;"49 ";
"33978";"ERRANI FRANCESCO";"22/02/2013";"PARTITO DEMOCRATICO";"P";1;"49 ";
"27197";"MELEGA CORRADO";"22/02/2013";"PARTITO DEMOCRATICO";"P";1;"49 ";
"9097";"PETRELLA TOMMASO";"22/02/2013";"PARTITO DEMOCRATICO";"P";1;"49 ";
"33979";"LA TORRE CATHY";"22/02/2013";"CON AMELIA PER BOLOGNA CON VENDOLA";"P";0;"0  ";
"33980";"PIERALISI MIRCO";"22/02/2013";"CON AMELIA PER BOLOGNA CON VENDOLA";"P";1;"49 ";
"26392";"CIPRIANI LORENZO";"22/02/2013";"CON AMELIA PER BOLOGNA CON VENDOLA";"P";1;"49 ";
"33987";"SAZZINI LORENZO";"22/02/2013";"CON AMELIA PER BOLOGNA CON VENDOLA";"P";1;"49 ";
"32714";"CAVIANO PASQUALE";"22/02/2013";"BOLOGNA RIFORMISTA E DEMOCRATICA";"P";1;"49 ";
"21843";"LISEI MARCO";"22/02/2013";"POPOLO DELLA LIBERTA'";"P";0;"0  ";
"27208";"TOMASSINI LORENZO";"22/02/2013";"POPOLO DELLA LIBERTA'";"P";1;"49 ";
"32712";"FACCI MICHELE";"22/02/2013";"POPOLO DELLA LIBERTA'";"P";1;"49 ";
"27997";"CASTALDINI VALENT.";"22/02/2013";"POPOLO DELLA LIBERTA'";"P";1;"49 ";
"8904";"CARELLA DANIELE";"22/02/2013";"POPOLO DELLA LIBERTA'";"P";1;"49 ";
"20144";"GATTUSO PATRIZIO G.";"22/02/2013";"POPOLO DELLA LIBERTA'";"P";1;"49 ";
"32719";"BERNARDINI MANES";"22/02/2013";"LEGA NORD";"P";1;"49 ";
"33981";"COCCONCELLI MIRKA";"22/02/2013";"LEGA NORD";"P";1;"49 ";
"33982";"SCARANO PAOLA F.";"22/02/2013";"LEGA NORD";"P";1;"49 ";
"33983";"BORGONZONI LUCIA";"22/02/2013";"LEGA NORD";"P";1;"49 ";
"33984";"BUGANI MASSIMO";"22/02/2013";"MOVIMENTO 5 STELLE";"A";0;"0  ";
"32861";"SALSI FEDERICA";"22/02/2013";"GRUPPO MISTO";"P";0;"0  ";
"33985";"PIAZZA MARCO";"22/02/2013";"MOVIMENTO 5 STELLE";"A";0;"0  ";
"33986";"ALDROVANDI STEFANO";"22/02/2013";"BOLOGNA 2016";"A";0;"0  ";
"32708";"TURCI DANIELA";"22/02/2013";"PARTITO DEMOCRATICO";"P";0;"0  ";
"0";"DONDARINI ROLANDO";"22/02/2013";"PARTITO DEMOCRATICO";"A";0;"0  ";
"16863";"MEROLA VIRGINIO";"22/03/2013";"SINDACO";"A";0;"0  ";
"9076";"MAZZANTI CLAUDIO";"22/03/2013";"PARTITO DEMOCRATICO";"P";1;"49 ";
"29442";"CRITELLI FRANCESCO";"22/03/2013";"PARTITO DEMOCRATICO";"P";1;"49 ";
"32746";"LEMBI SIMONA";"22/03/2013";"PARTITO DEMOCRATICO";"P";0;"0  ";
"27189";"BARCELO' LIZANA LEONARDO L.";"22/03/2013";"PARTITO DEMOCRATICO";"P";0;"0  ";
"15586";"MARCHESINI ANGELO";"22/03/2013";"PARTITO DEMOCRATICO";"P";1;"49 ";
"18313";"LO GIUDICE SERGIO";"22/03/2013";"PARTITO DEMOCRATICO";"A";0;"0  ";
"9181";"SANTI RAFFAELLA";"22/03/2013";"PARTITO DEMOCRATICO";"P";1;"49 ";
"32704";"LAMA ROSSELLA";"22/03/2013";"PARTITO DEMOCRATICO";"P";1;"49 ";
"27410";"FERRI MARIARAFFAELLA";"22/03/2013";"PARTITO DEMOCRATICO";"P";0;"0  ";
"27481";"ZACCHIROLI BENEDETTO";"22/03/2013";"PARTITO DEMOCRATICO";"P";0;"0  ";
"32794";"MIGNANI MARIANNA";"22/03/2013";"PARTITO DEMOCRATICO";"A";0;"0  ";
"22034";"GHETTI MAURIZIO";"22/03/2013";"PARTITO DEMOCRATICO";"P";0;"0  ";
"33977";"BENASSI MARZIA";"22/03/2013";"PARTITO DEMOCRATICO";"P";1;"49 ";
"33978";"ERRANI FRANCESCO";"22/03/2013";"PARTITO DEMOCRATICO";"P";0;"0  ";
"27197";"MELEGA CORRADO";"22/03/2013";"PARTITO DEMOCRATICO";"P";1;"49 ";
"9097";"PETRELLA TOMMASO";"22/03/2013";"PARTITO DEMOCRATICO";"P";1;"49 ";
"33979";"LA TORRE CATHY";"22/03/2013";"CON AMELIA PER BOLOGNA CON VENDOLA";"A";0;"0  ";
"33980";"PIERALISI MIRCO";"22/03/2013";"CON AMELIA PER BOLOGNA CON VENDOLA";"P";1;"49 ";
"26392";"CIPRIANI LORENZO";"22/03/2013";"CON AMELIA PER BOLOGNA CON VENDOLA";"P";1;"49 ";
"33987";"SAZZINI LORENZO";"22/03/2013";"CON AMELIA PER BOLOGNA CON VENDOLA";"P";0;"0  ";
"32714";"CAVIANO PASQUALE";"22/03/2013";"BOLOGNA RIFORMISTA E DEMOCRATICA";"P";1;"49 ";
"21843";"LISEI MARCO";"22/03/2013";"POPOLO DELLA LIBERTA'";"P";1;"49 ";
"27208";"TOMASSINI LORENZO";"22/03/2013";"POPOLO DELLA LIBERTA'";"P";0;"0  ";
"32712";"FACCI MICHELE";"22/03/2013";"POPOLO DELLA LIBERTA'";"P";1;"49 ";
"27997";"CASTALDINI VALENT.";"22/03/2013";"POPOLO DELLA LIBERTA'";"P";0;"0  ";
"8904";"CARELLA DANIELE";"22/03/2013";"POPOLO DELLA LIBERTA'";"P";1;"49 ";
"20144";"GATTUSO PATRIZIO G.";"22/03/2013";"POPOLO DELLA LIBERTA'";"P";1;"49 ";
"32719";"BERNARDINI MANES";"22/03/2013";"LEGA NORD";"A";0;"0  ";
"33981";"COCCONCELLI MIRKA";"22/03/2013";"LEGA NORD";"P";1;"49 ";
"33982";"SCARANO PAOLA F.";"22/03/2013";"LEGA NORD";"P";0;"0  ";
"33983";"BORGONZONI LUCIA";"22/03/2013";"LEGA NORD";"P";0;"0  ";
"33984";"BUGANI MASSIMO";"22/03/2013";"MOVIMENTO 5 STELLE";"P";0;"0  ";
"32861";"SALSI FEDERICA";"22/03/2013";"GRUPPO MISTO";"P";0;"0  ";
"33985";"PIAZZA MARCO";"22/03/2013";"MOVIMENTO 5 STELLE";"P";0;"0  ";
"33986";"ALDROVANDI STEFANO";"22/03/2013";"BOLOGNA 2016";"A";0;"0  ";
"32708";"TURCI DANIELA";"22/03/2013";"PARTITO DEMOCRATICO";"P";1;"49 ";
"0";"DONDARINI ROLANDO";"22/03/2013";"PARTITO DEMOCRATICO";"P";0;"0  ";
"16863";"MEROLA VIRGINIO";"25/01/2013";"SINDACO";"P";0;"0  ";
"9076";"MAZZANTI CLAUDIO";"25/01/2013";"PARTITO DEMOCRATICO";"P";1;"49 ";
"29442";"CRITELLI FRANCESCO";"25/01/2013";"PARTITO DEMOCRATICO";"P";1;"49 ";
"32746";"LEMBI SIMONA";"25/01/2013";"PARTITO DEMOCRATICO";"P";0;"0  ";
"27189";"BARCELO' LIZANA LEONARDO L.";"25/01/2013";"PARTITO DEMOCRATICO";"P";1;"49 ";
"15586";"MARCHESINI ANGELO";"25/01/2013";"PARTITO DEMOCRATICO";"P";1;"49 ";
"18313";"LO GIUDICE SERGIO";"25/01/2013";"PARTITO DEMOCRATICO";"P";1;"49 ";
"9181";"SANTI RAFFAELLA";"25/01/2013";"PARTITO DEMOCRATICO";"P";1;"49 ";
"32704";"LAMA ROSSELLA";"25/01/2013";"PARTITO DEMOCRATICO";"P";1;"49 ";
"27410";"FERRI MARIARAFFAELLA";"25/01/2013";"PARTITO DEMOCRATICO";"P";0;"0  ";
"27481";"ZACCHIROLI BENEDETTO";"25/01/2013";"PARTITO DEMOCRATICO";"P";1;"49 ";
"32794";"MIGNANI MARIANNA";"25/01/2013";"PARTITO DEMOCRATICO";"P";1;"49 ";
"22034";"GHETTI MAURIZIO";"25/01/2013";"PARTITO DEMOCRATICO";"P";1;"49 ";
"33977";"BENASSI MARZIA";"25/01/2013";"PARTITO DEMOCRATICO";"P";1;"49 ";
"33978";"ERRANI FRANCESCO";"25/01/2013";"PARTITO DEMOCRATICO";"P";1;"49 ";
"27197";"MELEGA CORRADO";"25/01/2013";"PARTITO DEMOCRATICO";"A";0;"0  ";
"9097";"PETRELLA TOMMASO";"25/01/2013";"PARTITO DEMOCRATICO";"P";1;"49 ";
"33979";"LA TORRE CATHY";"25/01/2013";"CON AMELIA PER BOLOGNA CON VENDOLA";"P";0;"0  ";
"33980";"PIERALISI MIRCO";"25/01/2013";"CON AMELIA PER BOLOGNA CON VENDOLA";"P";1;"49 ";
"26392";"CIPRIANI LORENZO";"25/01/2013";"CON AMELIA PER BOLOGNA CON VENDOLA";"P";1;"49 ";
"33987";"SAZZINI LORENZO";"25/01/2013";"CON AMELIA PER BOLOGNA CON VENDOLA";"P";1;"49 ";
"32714";"CAVIANO PASQUALE";"25/01/2013";"BOLOGNA RIFORMISTA E DEMOCRATICA";"P";1;"49 ";
"21843";"LISEI MARCO";"25/01/2013";"POPOLO DELLA LIBERTA'";"P";0;"0  ";
"27208";"TOMASSINI LORENZO";"25/01/2013";"POPOLO DELLA LIBERTA'";"P";1;"49 ";
"32712";"FACCI MICHELE";"25/01/2013";"POPOLO DELLA LIBERTA'";"P";1;"49 ";
"27997";"CASTALDINI VALENT.";"25/01/2013";"POPOLO DELLA LIBERTA'";"P";1;"49 ";
"8904";"CARELLA DANIELE";"25/01/2013";"POPOLO DELLA LIBERTA'";"P";1;"49 ";
"20144";"GATTUSO PATRIZIO G.";"25/01/2013";"POPOLO DELLA LIBERTA'";"P";1;"49 ";
"32719";"BERNARDINI MANES";"25/01/2013";"LEGA NORD";"A";0;"0  ";
"33981";"COCCONCELLI MIRKA";"25/01/2013";"LEGA NORD";"P";1;"49 ";
"33982";"SCARANO PAOLA F.";"25/01/2013";"LEGA NORD";"P";1;"49 ";
"33983";"BORGONZONI LUCIA";"25/01/2013";"LEGA NORD";"P";1;"49 ";
"33984";"BUGANI MASSIMO";"25/01/2013";"MOVIMENTO 5 STELLE";"P";1;"49 ";
"32861";"SALSI FEDERICA";"25/01/2013";"GRUPPO MISTO";"P";1;"49 ";
"33985";"PIAZZA MARCO";"25/01/2013";"MOVIMENTO 5 STELLE";"P";1;"49 ";
"33986";"ALDROVANDI STEFANO";"25/01/2013";"BOLOGNA 2016";"P";1;"49 ";
"32708";"TURCI DANIELA";"25/01/2013";"PARTITO DEMOCRATICO";"P";1;"49 ";
"0";"DONDARINI ROLANDO";"25/01/2013";"PARTITO DEMOCRATICO";"A";0;"0  ";
"16863";"MEROLA VIRGINIO";"25/03/2013";"SINDACO";"P";0;"0  ";
"9076";"MAZZANTI CLAUDIO";"25/03/2013";"PARTITO DEMOCRATICO";"P";8;"58 ";
"29442";"CRITELLI FRANCESCO";"25/03/2013";"PARTITO DEMOCRATICO";"P";10;"73 ";
"32746";"LEMBI SIMONA";"25/03/2013";"PARTITO DEMOCRATICO";"P";11;"80 ";
"27189";"BARCELO' LIZANA LEONARDO L.";"25/03/2013";"PARTITO DEMOCRATICO";"P";10;"73 ";
"15586";"MARCHESINI ANGELO";"25/03/2013";"PARTITO DEMOCRATICO";"P";8;"58 ";
"18313";"LO GIUDICE SERGIO";"25/03/2013";"PARTITO DEMOCRATICO";"A";0;"0  ";
"9181";"SANTI RAFFAELLA";"25/03/2013";"PARTITO DEMOCRATICO";"P";11;"80 ";
"32704";"LAMA ROSSELLA";"25/03/2013";"PARTITO DEMOCRATICO";"P";10;"73 ";
"27410";"FERRI MARIARAFFAELLA";"25/03/2013";"PARTITO DEMOCRATICO";"P";10;"73 ";
"27481";"ZACCHIROLI BENEDETTO";"25/03/2013";"PARTITO DEMOCRATICO";"P";9;"66 ";
"32794";"MIGNANI MARIANNA";"25/03/2013";"PARTITO DEMOCRATICO";"P";11;"80 ";
"22034";"GHETTI MAURIZIO";"25/03/2013";"PARTITO DEMOCRATICO";"P";10;"73 ";
"33977";"BENASSI MARZIA";"25/03/2013";"PARTITO DEMOCRATICO";"P";11;"80 ";
"33978";"ERRANI FRANCESCO";"25/03/2013";"PARTITO DEMOCRATICO";"P";10;"73 ";
"27197";"MELEGA CORRADO";"25/03/2013";"PARTITO DEMOCRATICO";"P";11;"80 ";
"9097";"PETRELLA TOMMASO";"25/03/2013";"PARTITO DEMOCRATICO";"P";10;"73 ";
"33979";"LA TORRE CATHY";"25/03/2013";"CON AMELIA PER BOLOGNA CON VENDOLA";"A";0;"0  ";
"33980";"PIERALISI MIRCO";"25/03/2013";"CON AMELIA PER BOLOGNA CON VENDOLA";"P";10;"73 ";
"26392";"CIPRIANI LORENZO";"25/03/2013";"CON AMELIA PER BOLOGNA CON VENDOLA";"P";4;"29 ";
"33987";"SAZZINI LORENZO";"25/03/2013";"CON AMELIA PER BOLOGNA CON VENDOLA";"P";0;"0  ";
"32714";"CAVIANO PASQUALE";"25/03/2013";"BOLOGNA RIFORMISTA E DEMOCRATICA";"P";9;"66 ";
"21843";"LISEI MARCO";"25/03/2013";"POPOLO DELLA LIBERTA'";"P";10;"73 ";
"27208";"TOMASSINI LORENZO";"25/03/2013";"POPOLO DELLA LIBERTA'";"P";8;"58 ";
"32712";"FACCI MICHELE";"25/03/2013";"POPOLO DELLA LIBERTA'";"P";10;"73 ";
"27997";"CASTALDINI VALENT.";"25/03/2013";"POPOLO DELLA LIBERTA'";"P";9;"66 ";
"8904";"CARELLA DANIELE";"25/03/2013";"POPOLO DELLA LIBERTA'";"P";11;"80 ";
"20144";"GATTUSO PATRIZIO G.";"25/03/2013";"POPOLO DELLA LIBERTA'";"P";6;"44 ";
"32719";"BERNARDINI MANES";"25/03/2013";"LEGA NORD";"P";4;"29 ";
"33981";"COCCONCELLI MIRKA";"25/03/2013";"LEGA NORD";"P";10;"73 ";
