Progressivo,Data,Presenza,Votazioni,Percentuale
32746,2013-06-28,P,1,49
27189,2013-06-28,P,1,49
15586,2013-06-28,P,0,0
9181,2013-06-28,P,1,49
32704,2013-06-28,P,1,49
27410,2013-06-28,P,1,49
27481,2013-06-28,P,1,49
32794,2013-06-28,P,1,49
22034,2013-06-28,P,0,0
33977,2013-06-28,P,1,49
33978,2013-06-28,P,0,0
27197,2013-06-28,P,1,49
9097,2013-06-28,P,1,49
33979,2013-06-28,P,0,0
33980,2013-06-28,A,0,0
26392,2013-06-28,P,1,49
33987,2013-06-28,A,0,0
32714,2013-06-28,P,0,0
21843,2013-06-28,P,1,49
27208,2013-06-28,P,1,49
32712,2013-06-28,P,1,49
27997,2013-06-28,P,1,49
8904,2013-06-28,P,1,49
20144,2013-06-28,P,1,49
32719,2013-06-28,P,1,49
33981,2013-06-28,P,1,49
33982,2013-06-28,P,0,0
33983,2013-06-28,P,1,49
33984,2013-06-28,P,0,0
32861,2013-06-28,P,0,0
33985,2013-06-28,A,0,0
33986,2013-06-28,P,0,0
32708,2013-06-28,P,0,0
0,2013-06-28,P,0,0
16863,2013-04-29,A,0,0
9076,2013-04-29,P,13,73
29442,2013-04-29,P,14,79
32746,2013-04-29,P,11,62
27189,2013-04-29,P,14,79
15586,2013-04-29,P,8,45
9181,2013-04-29,P,12,68
32704,2013-04-29,P,12,68
27410,2013-04-29,P,14,79
27481,2013-04-29,P,13,73
32794,2013-04-29,P,14,79
22034,2013-04-29,P,14,79
33977,2013-04-29,P,14,79
33978,2013-04-29,P,12,68
27197,2013-04-29,P,14,79
9097,2013-04-29,P,14,79
33979,2013-04-29,P,12,68
33980,2013-04-29,P,12,68
26392,2013-04-29,P,13,73
33987,2013-04-29,A,0,0
32714,2013-04-29,P,13,73
21843,2013-04-29,P,14,79
27208,2013-04-29,P,4,22
32712,2013-04-29,P,14,79
27997,2013-04-29,P,13,73
8904,2013-04-29,P,14,79
20144,2013-04-29,P,13,73
32719,2013-04-29,P,13,73
33981,2013-04-29,P,13,73
33982,2013-04-29,P,13,73
33983,2013-04-29,P,10,56
33984,2013-04-29,P,14,79
32861,2013-04-29,P,13,73
33985,2013-04-29,P,13,73
33986,2013-04-29,P,4,22
32708,2013-04-29,P,8,45
0,2013-04-29,P,13,73
16863,2013-05-31,A,0,0
9076,2013-05-31,P,0,0
29442,2013-05-31,P,1,49
32746,2013-05-31,P,0,0
27189,2013-05-31,P,1,49
15586,2013-05-31,P,0,0
9181,2013-05-31,P,1,49
32704,2013-05-31,P,0,0
27410,2013-05-31,P,0,0
27481,2013-05-31,P,0,0
32794,2013-05-31,P,1,49
22034,2013-05-31,P,1,49
33977,2013-05-31,P,1,49
33978,2013-05-31,P,1,49
27197,2013-05-31,P,1,49
9097,2013-05-31,P,1,49
33979,2013-05-31,P,1,49
33980,2013-05-31,P,1,49
26392,2013-05-31,A,0,0
33987,2013-05-31,P,1,49
32714,2013-05-31,P,1,49
21843,2013-05-31,P,1,49
27208,2013-05-31,P,0,0
32712,2013-05-31,P,1,49
27997,2013-05-31,P,1,49
8904,2013-05-31,P,1,49
20144,2013-05-31,P,0,0
32719,2013-05-31,P,1,49
33981,2013-05-31,P,1,49
33982,2013-05-31,P,1,49
33983,2013-05-31,P,1,49
33984,2013-05-31,P,1,49
32861,2013-05-31,P,0,0
33985,2013-05-31,P,1,49
33986,2013-05-31,P,1,49
32708,2013-05-31,P,1,49
0,2013-05-31,A,0,0
16863,2013-02-01,A,0,0
9076,2013-02-01,P,0,0
29442,2013-02-01,P,1,49
32746,2013-02-01,A,0,0
27189,2013-02-01,P,1,49
15586,2013-02-01,P,1,49
18313,2013-02-01,P,1,49
9181,2013-02-01,P,1,49
32704,2013-02-01,P,0,0
27410,2013-02-01,P,0,0
27481,2013-02-01,P,0,0
32794,2013-02-01,P,1,49
22034,2013-02-01,P,0,0
33977,2013-02-01,P,1,49
33978,2013-02-01,P,1,49
27197,2013-02-01,P,1,49
9097,2013-02-01,P,1,49
33979,2013-02-01,P,0,0
33980,2013-02-01,P,1,49
26392,2013-02-01,P,1,49
33987,2013-02-01,P,1,49
32714,2013-02-01,P,1,49
21843,2013-02-01,P,1,49
27208,2013-02-01,P,1,49
32712,2013-02-01,P,1,49
27997,2013-02-01,P,0,0
8904,2013-02-01,P,1,49
20144,2013-02-01,P,1,49
32719,2013-02-01,A,0,0
33981,2013-02-01,P,1,49
33982,2013-02-01,P,1,49
33983,2013-02-01,P,1,49
33984,2013-02-01,P,1,49
32861,2013-02-01,P,0,0
33985,2013-02-01,P,1,49
33986,2013-02-01,P,1,49
32708,2013-02-01,P,0,0
16863,2013-03-01,A,0,0
9076,2013-03-01,P,1,49
29442,2013-03-01,P,0,0
32746,2013-03-01,P,1,49
27189,2013-03-01,P,1,49
15586,2013-03-01,A,0,0
18313,2013-03-01,P,1,49
9181,2013-03-01,P,0,0
32704,2013-03-01,P,0,0
27410,2013-03-01,P,0,0
27481,2013-03-01,P,1,49
32794,2013-03-01,P,1,49
22034,2013-03-01,P,1,49
33977,2013-03-01,P,0,0
33978,2013-03-01,P,0,0
27197,2013-03-01,P,1,49
9097,2013-03-01,P,1,49
33979,2013-03-01,P,0,0
33980,2013-03-01,P,0,0
26392,2013-03-01,P,0,0
33987,2013-03-01,P,0,0
32714,2013-03-01,P,0,0
21843,2013-03-01,P,0,0
27208,2013-03-01,P,1,49
32712,2013-03-01,P,0,0
27997,2013-03-01,P,0,0
8904,2013-03-01,P,1,49
20144,2013-03-01,P,1,49
32719,2013-03-01,P,1,49
33981,2013-03-01,P,0,0
33982,2013-03-01,P,1,49
33983,2013-03-01,P,0,0
33984,2013-03-01,P,0,0
32861,2013-03-01,P,0,0
33985,2013-03-01,P,0,0
33986,2013-03-01,P,0,0
32708,2013-03-01,A,0,0
16863,2013-02-04,A,0,0
9076,2013-02-04,P,2,31
29442,2013-02-04,P,4,62
32746,2013-02-04,P,2,31
27189,2013-02-04,P,4,62
15586,2013-02-04,P,2,31
18313,2013-02-04,P,5,78
9181,2013-02-04,P,2,31
32704,2013-02-04,P,4,62
27410,2013-02-04,P,4,62
27481,2013-02-04,P,4,62
32794,2013-02-04,P,5,78
22034,2013-02-04,P,4,62
33977,2013-02-04,P,5,78
33978,2013-02-04,P,4,62
27197,2013-02-04,P,5,78
9097,2013-02-04,P,1,15
33979,2013-02-04,P,3,47
33980,2013-02-04,P,4,62
26392,2013-02-04,P,4,62
33987,2013-02-04,A,0,0
32714,2013-02-04,P,2,31
21843,2013-02-04,P,4,62
27208,2013-02-04,P,4,62
32712,2013-02-04,P,2,31
27997,2013-02-04,P,3,47
8904,2013-02-04,P,5,78
20144,2013-02-04,P,4,62
32719,2013-02-04,P,1,15
33981,2013-02-04,P,5,78
33982,2013-02-04,P,5,78
33983,2013-02-04,P,3,47
33984,2013-02-04,P,4,62
32861,2013-02-04,P,4,62
33985,2013-02-04,P,4,62
33986,2013-02-04,P,4,62
32708,2013-02-04,P,4,62
16863,2013-03-04,P,1,15
9076,2013-03-04,P,3,47
29442,2013-03-04,P,5,78
32746,2013-03-04,P,4,62
27189,2013-03-04,P,4,62
15586,2013-03-04,A,0,0
18313,2013-03-04,P,4,62
9181,2013-03-04,P,3,47
32704,2013-03-04,P,3,47
27410,2013-03-04,P,5,78
27481,2013-03-04,P,4,62
32794,2013-03-04,P,5,78
22034,2013-03-04,P,5,78
33977,2013-03-04,P,3,47
33978,2013-03-04,P,4,62
27197,2013-03-04,P,5,78
9097,2013-03-04,P,5,78
33979,2013-03-04,P,4,62
33980,2013-03-04,P,3,47
26392,2013-03-04,P,2,31
33987,2013-03-04,P,4,62
32714,2013-03-04,P,3,47
21843,2013-03-04,P,5,78
27208,2013-03-04,P,2,31
32712,2013-03-04,P,5,78
27997,2013-03-04,P,2,31
8904,2013-03-04,P,5,78
20144,2013-03-04,P,2,31
32719,2013-03-04,P,3,47
33981,2013-03-04,P,5,78
33982,2013-03-04,P,5,78
33983,2013-03-04,P,3,47
33984,2013-03-04,P,4,62
32861,2013-03-04,P,4,62
33985,2013-03-04,P,5,78
33986,2013-03-04,P,2,31
32708,2013-03-04,P,4,62
16863,2013-01-07,P,1,6
9076,2013-01-07,P,13,79
29442,2013-01-07,P,13,79
32746,2013-01-07,P,12,73
27189,2013-01-07,P,12,73
15586,2013-01-07,P,4,24
18313,2013-01-07,P,13,79
9181,2013-01-07,P,12,73
32704,2013-01-07,P,12,73
27410,2013-01-07,P,12,73
27481,2013-01-07,P,12,73
32794,2013-01-07,P,12,73
22034,2013-01-07,P,11,67
33977,2013-01-07,P,13,79
33978,2013-01-07,P,11,67
27197,2013-01-07,P,13,79
9097,2013-01-07,P,13,79
33979,2013-01-07,P,9,55
33980,2013-01-07,P,11,67
26392,2013-01-07,P,9,55
33987,2013-01-07,P,6,36
32714,2013-01-07,P,11,67
21843,2013-01-07,P,13,79
27208,2013-01-07,P,8,49
32712,2013-01-07,P,11,67
27997,2013-01-07,P,11,67
8904,2013-01-07,P,13,79
20144,2013-01-07,P,11,67
32719,2013-01-07,P,3,18
33981,2013-01-07,P,13,79
33982,2013-01-07,P,13,79
33983,2013-01-07,P,5,30
33984,2013-01-07,P,11,67
32861,2013-01-07,P,13,79
33985,2013-01-07,P,11,67
33986,2013-01-07,P,13,79
32708,2013-01-07,P,9,55
16863,2013-02-08,P,0,0
9076,2013-02-08,P,1,49
29442,2013-02-08,P,1,49
32746,2013-02-08,P,1,49
27189,2013-02-08,A,0,0
15586,2013-02-08,P,1,49
18313,2013-02-08,P,0,0
9181,2013-02-08,A,0,0
32704,2013-02-08,P,1,49
27410,2013-02-08,P,0,0
27481,2013-02-08,P,1,49
32794,2013-02-08,P,0,0
22034,2013-02-08,A,0,0
33977,2013-02-08,P,1,49
33978,2013-02-08,P,1,49
27197,2013-02-08,P,1,49
9097,2013-02-08,P,1,49
33979,2013-02-08,P,0,0
33980,2013-02-08,P,0,0
26392,2013-02-08,P,1,49
33987,2013-02-08,P,0,0
32714,2013-02-08,P,1,49
21843,2013-02-08,P,0,0
27208,2013-02-08,P,0,0
32712,2013-02-08,P,1,49
27997,2013-02-08,A,0,0
8904,2013-02-08,P,1,49
20144,2013-02-08,P,1,49
32719,2013-02-08,P,0,0
33981,2013-02-08,P,1,49
33982,2013-02-08,P,1,49
33983,2013-02-08,P,1,49
33984,2013-02-08,P,1,49
32861,2013-02-08,P,0,0
33985,2013-02-08,P,1,49
33986,2013-02-08,A,0,0
32708,2013-02-08,P,0,0
16863,2013-03-08,A,0,0
9076,2013-03-08,P,1,49
29442,2013-03-08,P,1,49
32746,2013-03-08,P,1,49
27189,2013-03-08,P,1,49
15586,2013-03-08,A,0,0
18313,2013-03-08,P,0,0
9181,2013-03-08,P,0,0
32704,2013-03-08,P,0,0
27410,2013-03-08,P,0,0
27481,2013-03-08,P,0,0
32794,2013-03-08,P,0,0
22034,2013-03-08,P,0,0
33977,2013-03-08,P,0,0
33978,2013-03-08,P,1,49
27197,2013-03-08,P,0,0
9097,2013-03-08,P,1,49
33979,2013-03-08,A,0,0
33980,2013-03-08,P,1,49
26392,2013-03-08,P,1,49
33987,2013-03-08,P,1,49
32714,2013-03-08,P,1,49
21843,2013-03-08,P,0,0
27208,2013-03-08,P,1,49
32712,2013-03-08,P,1,49
27997,2013-03-08,P,1,49
8904,2013-03-08,P,1,49
20144,2013-03-08,P,1,49
32719,2013-03-08,P,0,0
33981,2013-03-08,P,1,49
33982,2013-03-08,P,1,49
33983,2013-03-08,P,0,0
33984,2013-03-08,P,0,0
32861,2013-03-08,P,0,0
33985,2013-03-08,P,1,49
33986,2013-03-08,P,0,0
32708,2013-03-08,A,0,0
16863,2013-01-11,A,0,0
9076,2013-01-11,P,1,49
29442,2013-01-11,P,1,49
32746,2013-01-11,P,1,49
27189,2013-01-11,P,1,49
15586,2013-01-11,P,0,0
18313,2013-01-11,A,0,0
9181,2013-01-11,P,1,49
32704,2013-01-11,A,0,0
27410,2013-01-11,P,1,49
27481,2013-01-11,P,0,0
32794,2013-01-11,P,1,49
22034,2013-01-11,P,1,49
33977,2013-01-11,P,1,49
33978,2013-01-11,P,1,49
27197,2013-01-11,P,1,49
9097,2013-01-11,P,1,49
33979,2013-01-11,P,0,0
33980,2013-01-11,P,1,49
26392,2013-01-11,P,0,0
33987,2013-01-11,P,0,0
32714,2013-01-11,P,1,49
21843,2013-01-11,P,0,0
27208,2013-01-11,P,1,49
32712,2013-01-11,P,1,49
27997,2013-01-11,P,0,0
8904,2013-01-11,P,1,49
20144,2013-01-11,P,0,0
32719,2013-01-11,P,0,0
33981,2013-01-11,P,1,49
33982,2013-01-11,P,1,49
33983,2013-01-11,P,0,0
33984,2013-01-11,P,0,0
32861,2013-01-11,P,1,49
33985,2013-01-11,P,0,0
33986,2013-01-11,P,1,49
32708,2013-01-11,P,1,49
16863,2013-02-11,P,1,10
9076,2013-02-11,P,5,50
29442,2013-02-11,P,7,70
32746,2013-02-11,P,8,80
27189,2013-02-11,P,7,70
15586,2013-02-11,P,2,20
18313,2013-02-11,P,8,80
9181,2013-02-11,P,2,20
32704,2013-02-11,P,7,70
27410,2013-02-11,P,6,60
27481,2013-02-11,P,8,80
32794,2013-02-11,P,7,70
22034,2013-02-11,P,8,80
33977,2013-02-11,P,8,80
33978,2013-02-11,P,8,80
27197,2013-02-11,P,7,70
9097,2013-02-11,P,7,70
33979,2013-02-11,P,2,20
33980,2013-02-11,P,6,60
26392,2013-02-11,P,4,40
33987,2013-02-11,P,4,40
32714,2013-02-11,A,0,0
21843,2013-02-11,P,7,70
27208,2013-02-11,P,7,70
32712,2013-02-11,A,0,0
27997,2013-02-11,P,6,60
8904,2013-02-11,P,7,70
20144,2013-02-11,P,8,80
32719,2013-02-11,P,5,50
33981,2013-02-11,P,5,50
33982,2013-02-11,P,7,70
33983,2013-02-11,P,7,70
33984,2013-02-11,P,8,80
32861,2013-02-11,P,7,70
33985,2013-02-11,P,7,70
33986,2013-02-11,A,0,0
32708,2013-02-11,P,1,10
16863,2013-03-11,P,0,0
9076,2013-03-11,P,6,60
29442,2013-03-11,P,7,70
32746,2013-03-11,P,6,60
27189,2013-03-11,P,6,60
15586,2013-03-11,A,0,0
18313,2013-03-11,A,0,0
9181,2013-03-11,P,6,60
32704,2013-03-11,P,3,30
27410,2013-03-11,P,7,70
27481,2013-03-11,P,6,60
32794,2013-03-11,P,7,70
22034,2013-03-11,P,7,70
33977,2013-03-11,P,7,70
33978,2013-03-11,P,7,70
27197,2013-03-11,P,7,70
9097,2013-03-11,P,7,70
33979,2013-03-11,P,4,40
33980,2013-03-11,P,7,70
26392,2013-03-11,P,6,60
33987,2013-03-11,P,3,30
32714,2013-03-11,P,7,70
21843,2013-03-11,P,7,70
27208,2013-03-11,P,6,60
32712,2013-03-11,P,3,30
27997,2013-03-11,P,7,70
8904,2013-03-11,P,7,70
20144,2013-03-11,P,7,70
32719,2013-03-11,A,0,0
33981,2013-03-11,P,1,10
33982,2013-03-11,P,7,70
33983,2013-03-11,P,4,40
33984,2013-03-11,P,6,60
32861,2013-03-11,P,6,60
33985,2013-03-11,P,7,70
33986,2013-03-11,P,7,70
32708,2013-03-11,P,3,30
16863,2013-01-14,P,1,10
9076,2013-01-14,P,7,70
29442,2013-01-14,P,7,70
32746,2013-01-14,P,8,80
27189,2013-01-14,P,7,70
15586,2013-01-14,P,5,50
18313,2013-01-14,P,8,80
9181,2013-01-14,P,7,70
32704,2013-01-14,P,7,70
27410,2013-01-14,P,8,80
27481,2013-01-14,P,8,80
32794,2013-01-14,P,8,80
22034,2013-01-14,P,7,70
33977,2013-01-14,P,8,80
33978,2013-01-14,P,8,80
27197,2013-01-14,P,8,80
9097,2013-01-14,P,8,80
33979,2013-01-14,P,6,60
33980,2013-01-14,P,8,80
26392,2013-01-14,P,4,40
33987,2013-01-14,P,7,70
32714,2013-01-14,P,8,80
21843,2013-01-14,P,8,80
27208,2013-01-14,P,6,60
32712,2013-01-14,P,6,60
27997,2013-01-14,P,7,70
8904,2013-01-14,P,8,80
20144,2013-01-14,P,5,50
32719,2013-01-14,P,7,70
33981,2013-01-14,P,8,80
33982,2013-01-14,P,7,70
33983,2013-01-14,P,5,50
33984,2013-01-14,P,7,70
32861,2013-01-14,P,7,70
33985,2013-01-14,P,6,60
33986,2013-01-14,P,0,0
32708,2013-01-14,P,2,20
16863,2013-02-15,A,0,0
9076,2013-02-15,P,0,0
29442,2013-02-15,P,1,49
32746,2013-02-15,P,1,49
27189,2013-02-15,P,1,49
15586,2013-02-15,P,0,0
18313,2013-02-15,P,0,0
9181,2013-02-15,P,0,0
32704,2013-02-15,P,0,0
27410,2013-02-15,P,1,49
27481,2013-02-15,P,0,0
32794,2013-02-15,P,1,49
22034,2013-02-15,P,1,49
33977,2013-02-15,P,1,49
33978,2013-02-15,P,0,0
27197,2013-02-15,P,1,49
9097,2013-02-15,A,0,0
33979,2013-02-15,P,0,0
33980,2013-02-15,P,1,49
26392,2013-02-15,P,0,0
33987,2013-02-15,P,0,0
32714,2013-02-15,A,0,0
21843,2013-02-15,P,0,0
27208,2013-02-15,P,1,49
32712,2013-02-15,P,1,49
27997,2013-02-15,P,1,49
8904,2013-02-15,P,1,49
20144,2013-02-15,P,1,49
32719,2013-02-15,P,0,0
33981,2013-02-15,P,1,49
33982,2013-02-15,P,0,0
33983,2013-02-15,P,0,0
33984,2013-02-15,P,0,0
32861,2013-02-15,P,0,0
33985,2013-02-15,P,1,49
33986,2013-02-15,A,0,0
32708,2013-02-15,A,0,0
16863,2013-03-15,P,0,0
9076,2013-03-15,P,1,49
29442,2013-03-15,P,0,0
32746,2013-03-15,P,0,0
27189,2013-03-15,P,0,0
15586,2013-03-15,A,0,0
18313,2013-03-15,A,0,0
9181,2013-03-15,P,1,49
32704,2013-03-15,P,0,0
27410,2013-03-15,P,1,49
27481,2013-03-15,P,1,49
32794,2013-03-15,P,1,49
22034,2013-03-15,P,1,49
33977,2013-03-15,A,0,0
33978,2013-03-15,P,1,49
27197,2013-03-15,A,0,0
9097,2013-03-15,P,1,49
33979,2013-03-15,P,0,0
33980,2013-03-15,P,0,0
26392,2013-03-15,P,0,0
33987,2013-03-15,P,0,0
32714,2013-03-15,P,1,49
21843,2013-03-15,P,1,49
27208,2013-03-15,P,1,49
32712,2013-03-15,P,1,49
27997,2013-03-15,P,0,0
8904,2013-03-15,P,1,49
20144,2013-03-15,P,1,49
32719,2013-03-15,P,1,49
33981,2013-03-15,P,1,49
33982,2013-03-15,P,1,49
33983,2013-03-15,P,1,49
33984,2013-03-15,P,1,49
32861,2013-03-15,P,0,0
33985,2013-03-15,P,1,49
33986,2013-03-15,P,0,0
32708,2013-03-15,A,0,0
16863,2013-01-18,A,0,0
9076,2013-01-18,P,1,49
29442,2013-01-18,P,1,49
32746,2013-01-18,P,1,49
27189,2013-01-18,P,1,49
15586,2013-01-18,P,0,0
18313,2013-01-18,P,1,49
9181,2013-01-18,P,1,49
32704,2013-01-18,P,0,0
27410,2013-01-18,P,1,49
27481,2013-01-18,P,1,49
32794,2013-01-18,P,1,49
22034,2013-01-18,P,1,49
33977,2013-01-18,P,1,49
33978,2013-01-18,P,1,49
27197,2013-01-18,P,1,49
9097,2013-01-18,P,1,49
33979,2013-01-18,P,0,0
33980,2013-01-18,P,0,0
26392,2013-01-18,P,0,0
33987,2013-01-18,P,0,0
32714,2013-01-18,P,1,49
21843,2013-01-18,P,0,0
27208,2013-01-18,P,1,49
32712,2013-01-18,P,1,49
27997,2013-01-18,P,1,49
8904,2013-01-18,P,1,49
20144,2013-01-18,P,1,49
32719,2013-01-18,P,1,49
33981,2013-01-18,P,1,49
33982,2013-01-18,P,1,49
33983,2013-01-18,P,1,49
33984,2013-01-18,A,0,0
32861,2013-01-18,P,1,49
33985,2013-01-18,P,0,0
33986,2013-01-18,P,1,49
32708,2013-01-18,P,1,49
16863,2013-02-18,P,8,58
9076,2013-02-18,P,10,73
29442,2013-02-18,P,11,80
32746,2013-02-18,P,11,80
27189,2013-02-18,P,11,80
15586,2013-02-18,P,8,58
18313,2013-02-18,P,11,80
9181,2013-02-18,P,10,73
32704,2013-02-18,P,4,29
27410,2013-02-18,P,10,73
27481,2013-02-18,P,11,80
32794,2013-02-18,P,11,80
22034,2013-02-18,P,11,80
33977,2013-02-18,P,11,80
33978,2013-02-18,P,11,80
27197,2013-02-18,P,11,80
9097,2013-02-18,P,11,80
33979,2013-02-18,P,11,80
33980,2013-02-18,P,11,80
26392,2013-02-18,P,10,73
33987,2013-02-18,P,1,7
32714,2013-02-18,P,11,80
21843,2013-02-18,A,0,0
27208,2013-02-18,P,3,22
32712,2013-02-18,P,11,80
27997,2013-02-18,P,8,58
8904,2013-02-18,P,11,80
20144,2013-02-18,P,6,44
32719,2013-02-18,P,10,73
33981,2013-02-18,P,10,73
33982,2013-02-18,P,11,80
33983,2013-02-18,P,8,58
33984,2013-02-18,P,11,80
32861,2013-02-18,P,10,73
33985,2013-02-18,P,11,80
33986,2013-02-18,P,11,80
32708,2013-02-18,P,8,58
16863,2013-03-18,P,0,0
9076,2013-03-18,P,6,54
29442,2013-03-18,P,9,81
32746,2013-03-18,P,9,81
27189,2013-03-18,P,9,81
15586,2013-03-18,P,2,18
18313,2013-03-18,A,0,0
9181,2013-03-18,P,3,27
32704,2013-03-18,P,9,81
27410,2013-03-18,P,3,27
27481,2013-03-18,P,9,81
32794,2013-03-18,P,9,81
22034,2013-03-18,P,7,63
33977,2013-03-18,P,9,81
33978,2013-03-18,P,9,81
27197,2013-03-18,P,9,81
9097,2013-03-18,P,8,72
33979,2013-03-18,P,6,54
33980,2013-03-18,P,8,72
26392,2013-03-18,P,9,81
33987,2013-03-18,P,7,63
32714,2013-03-18,P,9,81
21843,2013-03-18,P,8,72
27208,2013-03-18,P,2,18
32712,2013-03-18,P,9,81
27997,2013-03-18,P,8,72
8904,2013-03-18,P,9,81
20144,2013-03-18,P,7,63
32719,2013-03-18,P,9,81
33981,2013-03-18,P,8,72
33982,2013-03-18,P,9,81
33983,2013-03-18,P,8,72
33984,2013-03-18,P,8,72
32861,2013-03-18,P,8,72
33985,2013-03-18,P,8,72
33986,2013-03-18,P,6,54
32708,2013-03-18,P,7,63
0,2013-03-18,P,5,45
16863,2013-01-21,P,4,36
9076,2013-01-21,P,9,81
29442,2013-01-21,P,8,72
32746,2013-01-21,P,9,81
27189,2013-01-21,P,9,81
15586,2013-01-21,P,4,36
18313,2013-01-21,P,9,81
9181,2013-01-21,P,9,81
32704,2013-01-21,P,9,81
27410,2013-01-21,P,9,81
27481,2013-01-21,P,8,72
32794,2013-01-21,P,4,36
22034,2013-01-21,P,9,81
33977,2013-01-21,P,9,81
33978,2013-01-21,P,9,81
27197,2013-01-21,A,0,0
9097,2013-01-21,P,9,81
33979,2013-01-21,P,6,54
33980,2013-01-21,P,9,81
26392,2013-01-21,P,1,9
33987,2013-01-21,P,8,72
32714,2013-01-21,P,8,72
21843,2013-01-21,P,8,72
27208,2013-01-21,P,1,9
32712,2013-01-21,P,7,63
27997,2013-01-21,P,8,72
8904,2013-01-21,P,9,81
20144,2013-01-21,P,4,36
32719,2013-01-21,P,2,18
33981,2013-01-21,P,7,63
33982,2013-01-21,P,9,81
33983,2013-01-21,P,8,72
33984,2013-01-21,P,8,72
32861,2013-01-21,P,7,63
33985,2013-01-21,P,8,72
33986,2013-01-21,A,0,0
32708,2013-01-21,P,4,36
0,2013-01-21,A,0,0
16863,2013-02-22,A,0,0
9076,2013-02-22,P,1,49
29442,2013-02-22,P,1,49
32746,2013-02-22,P,0,0
27189,2013-02-22,P,1,49
15586,2013-02-22,P,0,0
18313,2013-02-22,P,1,49
9181,2013-02-22,P,0,0
32704,2013-02-22,P,0,0
27410,2013-02-22,P,1,49
27481,2013-02-22,P,1,49
32794,2013-02-22,P,1,49
22034,2013-02-22,P,1,49
33977,2013-02-22,P,1,49
33978,2013-02-22,P,1,49
27197,2013-02-22,P,1,49
9097,2013-02-22,P,1,49
33979,2013-02-22,P,0,0
33980,2013-02-22,P,1,49
26392,2013-02-22,P,1,49
33987,2013-02-22,P,1,49
32714,2013-02-22,P,1,49
21843,2013-02-22,P,0,0
27208,2013-02-22,P,1,49
32712,2013-02-22,P,1,49
27997,2013-02-22,P,1,49
8904,2013-02-22,P,1,49
20144,2013-02-22,P,1,49
32719,2013-02-22,P,1,49
33981,2013-02-22,P,1,49
33982,2013-02-22,P,1,49
33983,2013-02-22,P,1,49
33984,2013-02-22,A,0,0
32861,2013-02-22,P,0,0
33985,2013-02-22,A,0,0
33986,2013-02-22,A,0,0
32708,2013-02-22,P,0,0
0,2013-02-22,A,0,0
16863,2013-03-22,A,0,0
9076,2013-03-22,P,1,49
29442,2013-03-22,P,1,49
32746,2013-03-22,P,0,0
27189,2013-03-22,P,0,0
15586,2013-03-22,P,1,49
18313,2013-03-22,A,0,0
9181,2013-03-22,P,1,49
32704,2013-03-22,P,1,49
27410,2013-03-22,P,0,0
27481,2013-03-22,P,0,0
32794,2013-03-22,A,0,0
22034,2013-03-22,P,0,0
33977,2013-03-22,P,1,49
33978,2013-03-22,P,0,0
27197,2013-03-22,P,1,49
9097,2013-03-22,P,1,49
33979,2013-03-22,A,0,0
33980,2013-03-22,P,1,49
26392,2013-03-22,P,1,49
33987,2013-03-22,P,0,0
32714,2013-03-22,P,1,49
21843,2013-03-22,P,1,49
27208,2013-03-22,P,0,0
32712,2013-03-22,P,1,49
27997,2013-03-22,P,0,0
8904,2013-03-22,P,1,49
20144,2013-03-22,P,1,49
32719,2013-03-22,A,0,0
33981,2013-03-22,P,1,49
33982,2013-03-22,P,0,0
33983,2013-03-22,P,0,0
33984,2013-03-22,P,0,0
32861,2013-03-22,P,0,0
33985,2013-03-22,P,0,0
33986,2013-03-22,A,0,0
32708,2013-03-22,P,1,49
0,2013-03-22,P,0,0
16863,2013-01-25,P,0,0
9076,2013-01-25,P,1,49
29442,2013-01-25,P,1,49
32746,2013-01-25,P,0,0
27189,2013-01-25,P,1,49
15586,2013-01-25,P,1,49
18313,2013-01-25,P,1,49
9181,2013-01-25,P,1,49
32704,2013-01-25,P,1,49
27410,2013-01-25,P,0,0
27481,2013-01-25,P,1,49
32794,2013-01-25,P,1,49
22034,2013-01-25,P,1,49
33977,2013-01-25,P,1,49
33978,2013-01-25,P,1,49
27197,2013-01-25,A,0,0
9097,2013-01-25,P,1,49
33979,2013-01-25,P,0,0
33980,2013-01-25,P,1,49
26392,2013-01-25,P,1,49
33987,2013-01-25,P,1,49
32714,2013-01-25,P,1,49
21843,2013-01-25,P,0,0
27208,2013-01-25,P,1,49
32712,2013-01-25,P,1,49
27997,2013-01-25,P,1,49
8904,2013-01-25,P,1,49
20144,2013-01-25,P,1,49
32719,2013-01-25,A,0,0
33981,2013-01-25,P,1,49
33982,2013-01-25,P,1,49
33983,2013-01-25,P,1,49
33984,2013-01-25,P,1,49
32861,2013-01-25,P,1,49
33985,2013-01-25,P,1,49
33986,2013-01-25,P,1,49
32708,2013-01-25,P,1,49
0,2013-01-25,A,0,0
16863,2013-03-25,P,0,0
9076,2013-03-25,P,8,58
29442,2013-03-25,P,10,73
32746,2013-03-25,P,11,80
27189,2013-03-25,P,10,73
15586,2013-03-25,P,8,58
18313,2013-03-25,A,0,0
9181,2013-03-25,P,11,80
32704,2013-03-25,P,10,73
27410,2013-03-25,P,10,73
27481,2013-03-25,P,9,66
32794,2013-03-25,P,11,80
22034,2013-03-25,P,10,73
33977,2013-03-25,P,11,80
33978,2013-03-25,P,10,73
27197,2013-03-25,P,11,80
9097,2013-03-25,P,10,73
33979,2013-03-25,A,0,0
33980,2013-03-25,P,10,73
26392,2013-03-25,P,4,29
