Progressivo,Data,Presenza,Votazioni,Percentuale
29442,2012-03-09,P,1,49
32746,2012-03-09,P,1,49
27189,2012-03-09,P,1,49
15586,2012-03-09,P,0,0
18313,2012-03-09,P,0,0
9181,2012-03-09,P,1,49
32704,2012-03-09,P,0,0
27410,2012-03-09,P,1,49
27481,2012-03-09,P,1,49
32794,2012-03-09,P,1,49
22034,2012-03-09,P,1,49
33977,2012-03-09,A,0,0
33978,2012-03-09,P,1,49
27197,2012-03-09,P,1,49
9097,2012-03-09,P,0,0
33979,2012-03-09,A,0,0
33980,2012-03-09,P,0,0
26392,2012-03-09,P,1,49
33987,2012-03-09,P,1,49
32714,2012-03-09,P,1,49
21843,2012-03-09,P,0,0
27208,2012-03-09,P,1,49
32712,2012-03-09,P,1,49
27997,2012-03-09,P,1,49
8904,2012-03-09,P,1,49
20144,2012-03-09,P,1,49
32719,2012-03-09,P,1,49
33981,2012-03-09,P,1,49
33982,2012-03-09,P,1,49
33983,2012-03-09,P,1,49
33984,2012-03-09,P,0,0
32861,2012-03-09,P,0,0
33985,2012-03-09,P,1,49
33986,2012-03-09,P,1,49
16863,2012-02-10,A,0,0
9116,2012-02-10,P,1,49
9076,2012-02-10,P,0,0
29442,2012-02-10,P,0,0
32746,2012-02-10,P,1,49
27189,2012-02-10,P,1,49
15586,2012-02-10,P,0,0
18313,2012-02-10,P,1,49
9181,2012-02-10,P,1,49
32704,2012-02-10,P,1,49
27410,2012-02-10,P,0,0
27481,2012-02-10,P,1,49
32794,2012-02-10,P,1,49
22034,2012-02-10,A,0,0
33977,2012-02-10,P,1,49
33978,2012-02-10,P,1,49
27197,2012-02-10,P,1,49
9097,2012-02-10,P,1,49
33979,2012-02-10,P,1,49
33980,2012-02-10,P,1,49
26392,2012-02-10,P,0,0
33987,2012-02-10,P,1,49
32714,2012-02-10,A,0,0
21843,2012-02-10,A,0,0
27208,2012-02-10,P,0,0
32712,2012-02-10,P,1,49
27997,2012-02-10,P,1,49
8904,2012-02-10,P,1,49
20144,2012-02-10,P,1,49
32719,2012-02-10,P,0,0
33981,2012-02-10,P,1,49
33982,2012-02-10,P,1,49
33983,2012-02-10,P,1,49
33984,2012-02-10,P,1,49
32861,2012-02-10,P,1,49
33985,2012-02-10,P,1,49
33986,2012-02-10,P,1,49
16863,2012-03-12,P,2,18
9116,2012-03-12,P,9,81
9076,2012-03-12,P,9,81
29442,2012-03-12,P,9,81
32746,2012-03-12,P,9,81
27189,2012-03-12,A,0,0
15586,2012-03-12,P,8,72
18313,2012-03-12,P,9,81
9181,2012-03-12,P,8,72
32704,2012-03-12,P,7,63
27410,2012-03-12,P,9,81
27481,2012-03-12,P,1,9
32794,2012-03-12,P,9,81
22034,2012-03-12,P,8,72
33977,2012-03-12,P,9,81
33978,2012-03-12,P,9,81
27197,2012-03-12,P,9,81
9097,2012-03-12,P,8,72
33979,2012-03-12,P,9,81
33980,2012-03-12,P,9,81
26392,2012-03-12,P,4,36
33987,2012-03-12,P,8,72
32714,2012-03-12,P,8,72
21843,2012-03-12,P,9,81
27208,2012-03-12,P,4,36
32712,2012-03-12,P,9,81
27997,2012-03-12,P,1,9
8904,2012-03-12,P,9,81
20144,2012-03-12,P,6,54
32719,2012-03-12,P,9,81
33981,2012-03-12,P,9,81
33982,2012-03-12,P,9,81
33983,2012-03-12,P,9,81
33984,2012-03-12,P,9,81
32861,2012-03-12,P,8,72
33985,2012-03-12,P,8,72
33986,2012-03-12,A,0,0
16863,2012-01-13,P,0,0
9116,2012-01-13,P,1,49
9076,2012-01-13,P,1,49
29442,2012-01-13,P,1,49
32746,2012-01-13,P,0,0
27189,2012-01-13,P,1,49
15586,2012-01-13,P,1,49
18313,2012-01-13,P,1,49
9181,2012-01-13,P,0,0
32704,2012-01-13,P,0,0
27410,2012-01-13,P,1,49
27481,2012-01-13,P,1,49
32794,2012-01-13,P,1,49
22034,2012-01-13,P,1,49
33977,2012-01-13,P,1,49
33978,2012-01-13,A,0,0
27197,2012-01-13,A,0,0
9097,2012-01-13,P,1,49
33979,2012-01-13,P,0,0
33980,2012-01-13,P,0,0
26392,2012-01-13,P,0,0
33987,2012-01-13,A,0,0
32714,2012-01-13,P,1,49
21843,2012-01-13,P,0,0
27208,2012-01-13,P,1,49
32712,2012-01-13,P,1,49
27997,2012-01-13,P,1,49
8904,2012-01-13,P,1,49
20144,2012-01-13,P,1,49
32719,2012-01-13,A,0,0
33981,2012-01-13,P,0,0
33982,2012-01-13,P,0,0
33983,2012-01-13,P,0,0
33984,2012-01-13,P,0,0
32861,2012-01-13,P,0,0
33985,2012-01-13,P,1,49
33986,2012-01-13,A,0,0
16863,2012-02-15,P,0,0
9116,2012-02-15,P,4,40
9076,2012-02-15,P,8,80
29442,2012-02-15,P,8,80
32746,2012-02-15,P,7,70
27189,2012-02-15,P,8,80
15586,2012-02-15,P,6,60
18313,2012-02-15,P,7,70
9181,2012-02-15,P,7,70
32704,2012-02-15,P,8,80
27410,2012-02-15,P,6,60
27481,2012-02-15,P,6,60
32794,2012-02-15,P,8,80
22034,2012-02-15,P,8,80
33977,2012-02-15,P,8,80
33978,2012-02-15,P,8,80
27197,2012-02-15,P,8,80
9097,2012-02-15,P,8,80
33979,2012-02-15,P,3,30
33980,2012-02-15,P,8,80
26392,2012-02-15,P,8,80
33987,2012-02-15,P,5,50
32714,2012-02-15,P,6,60
21843,2012-02-15,P,5,50
27208,2012-02-15,P,1,10
32712,2012-02-15,P,6,60
27997,2012-02-15,P,7,70
8904,2012-02-15,P,8,80
20144,2012-02-15,P,8,80
32719,2012-02-15,P,1,10
33981,2012-02-15,P,8,80
33982,2012-02-15,P,8,80
33983,2012-02-15,P,7,70
33984,2012-02-15,P,6,60
32861,2012-02-15,P,6,60
33985,2012-02-15,P,7,70
33986,2012-02-15,P,6,60
16863,2012-01-16,P,4,21
9116,2012-01-16,P,15,78
9076,2012-01-16,P,12,63
29442,2012-01-16,P,15,78
32746,2012-01-16,P,15,78
27189,2012-01-16,P,6,31
15586,2012-01-16,P,7,36
18313,2012-01-16,P,15,78
9181,2012-01-16,P,15,78
32704,2012-01-16,P,13,68
27410,2012-01-16,P,15,78
27481,2012-01-16,P,14,73
32794,2012-01-16,P,15,78
22034,2012-01-16,P,15,78
33977,2012-01-16,P,15,78
33978,2012-01-16,P,15,78
27197,2012-01-16,P,15,78
9097,2012-01-16,P,13,68
33979,2012-01-16,P,14,73
33980,2012-01-16,P,15,78
26392,2012-01-16,P,15,78
33987,2012-01-16,P,15,78
32714,2012-01-16,P,14,73
21843,2012-01-16,P,15,78
27208,2012-01-16,P,15,78
32712,2012-01-16,P,15,78
27997,2012-01-16,P,15,78
8904,2012-01-16,P,15,78
20144,2012-01-16,P,15,78
32719,2012-01-16,A,0,0
33981,2012-01-16,P,15,78
33982,2012-01-16,P,14,73
33983,2012-01-16,P,14,73
33984,2012-01-16,P,15,78
32861,2012-01-16,P,14,73
33985,2012-01-16,P,15,78
33986,2012-01-16,P,14,73
16863,2012-03-16,P,0,0
9116,2012-03-16,P,0,0
9076,2012-03-16,P,1,49
29442,2012-03-16,P,0,0
32746,2012-03-16,A,0,0
27189,2012-03-16,A,0,0
15586,2012-03-16,P,0,0
18313,2012-03-16,P,1,49
9181,2012-03-16,P,1,49
32704,2012-03-16,P,1,49
27410,2012-03-16,A,0,0
27481,2012-03-16,P,1,49
32794,2012-03-16,P,1,49
22034,2012-03-16,P,1,49
33977,2012-03-16,P,1,49
33978,2012-03-16,P,0,0
27197,2012-03-16,A,0,0
9097,2012-03-16,P,1,49
33979,2012-03-16,P,1,49
33980,2012-03-16,P,0,0
26392,2012-03-16,P,1,49
33987,2012-03-16,A,0,0
32714,2012-03-16,P,1,49
21843,2012-03-16,P,0,0
27208,2012-03-16,P,1,49
32712,2012-03-16,P,1,49
27997,2012-03-16,P,1,49
8904,2012-03-16,P,1,49
20144,2012-03-16,P,1,49
32719,2012-03-16,P,1,49
33981,2012-03-16,A,0,0
33982,2012-03-16,P,0,0
33983,2012-03-16,P,0,0
33984,2012-03-16,P,0,0
32861,2012-03-16,P,0,0
33985,2012-03-16,P,1,49
33986,2012-03-16,P,0,0
16863,2012-02-17,A,0,0
9116,2012-02-17,P,1,49
9076,2012-02-17,P,1,49
29442,2012-02-17,P,1,49
32746,2012-02-17,P,0,0
27189,2012-02-17,P,1,49
15586,2012-02-17,P,0,0
18313,2012-02-17,P,1,49
9181,2012-02-17,P,1,49
32704,2012-02-17,P,1,49
27410,2012-02-17,P,0,0
27481,2012-02-17,P,0,0
32794,2012-02-17,P,1,49
22034,2012-02-17,P,1,49
33977,2012-02-17,P,1,49
33978,2012-02-17,P,1,49
27197,2012-02-17,P,1,49
9097,2012-02-17,P,1,49
33979,2012-02-17,A,0,0
33980,2012-02-17,P,1,49
26392,2012-02-17,P,1,49
33987,2012-02-17,P,1,49
32714,2012-02-17,P,1,49
21843,2012-02-17,P,1,49
27208,2012-02-17,P,0,0
32712,2012-02-17,P,1,49
27997,2012-02-17,P,0,0
8904,2012-02-17,P,1,49
20144,2012-02-17,P,1,49
32719,2012-02-17,P,1,49
33981,2012-02-17,P,1,49
33982,2012-02-17,P,1,49
33983,2012-02-17,P,0,0
33984,2012-02-17,P,0,0
32861,2012-02-17,P,0,0
33985,2012-02-17,P,1,49
33986,2012-02-17,A,0,0
16863,2012-03-19,P,0,0
9116,2012-03-19,P,0,0
9076,2012-03-19,P,0,0
29442,2012-03-19,P,0,0
32746,2012-03-19,P,0,0
27189,2012-03-19,A,0,0
15586,2012-03-19,P,0,0
18313,2012-03-19,P,0,0
9181,2012-03-19,P,0,0
32704,2012-03-19,P,0,0
27410,2012-03-19,P,0,0
27481,2012-03-19,P,0,0
32794,2012-03-19,P,0,0
22034,2012-03-19,P,0,0
33977,2012-03-19,P,0,0
33978,2012-03-19,P,0,0
27197,2012-03-19,P,0,0
9097,2012-03-19,P,0,0
33979,2012-03-19,P,0,0
33980,2012-03-19,P,0,0
26392,2012-03-19,P,0,0
33987,2012-03-19,P,0,0
32714,2012-03-19,P,0,0
21843,2012-03-19,P,0,0
27208,2012-03-19,P,0,0
32712,2012-03-19,P,0,0
27997,2012-03-19,P,0,0
8904,2012-03-19,P,0,0
20144,2012-03-19,P,0,0
32719,2012-03-19,P,0,0
33981,2012-03-19,P,0,0
33982,2012-03-19,P,0,0
33983,2012-03-19,P,0,0
33984,2012-03-19,P,0,0
32861,2012-03-19,A,0,0
33985,2012-03-19,P,0,0
33986,2012-03-19,P,0,0
16863,2012-01-20,A,0,0
9116,2012-01-20,P,1,49
9076,2012-01-20,P,0,0
29442,2012-01-20,P,1,49
32746,2012-01-20,P,1,49
27189,2012-01-20,P,1,49
15586,2012-01-20,P,1,49
18313,2012-01-20,P,1,49
9181,2012-01-20,P,0,0
32704,2012-01-20,P,1,49
27410,2012-01-20,P,0,0
27481,2012-01-20,P,1,49
32794,2012-01-20,P,0,0
22034,2012-01-20,P,1,49
33977,2012-01-20,P,1,49
33978,2012-01-20,P,1,49
27197,2012-01-20,A,0,0
9097,2012-01-20,P,1,49
33979,2012-01-20,P,0,0
33980,2012-01-20,P,0,0
26392,2012-01-20,P,0,0
33987,2012-01-20,P,0,0
32714,2012-01-20,P,1,49
21843,2012-01-20,P,1,49
27208,2012-01-20,P,1,49
32712,2012-01-20,P,1,49
27997,2012-01-20,P,0,0
8904,2012-01-20,P,1,49
20144,2012-01-20,P,1,49
32719,2012-01-20,A,0,0
33981,2012-01-20,P,1,49
33982,2012-01-20,P,1,49
33983,2012-01-20,A,0,0
33984,2012-01-20,P,1,49
32861,2012-01-20,P,1,49
33985,2012-01-20,P,1,49
33986,2012-01-20,A,0,0
16863,2012-02-20,P,5,45
9116,2012-02-20,P,8,72
9076,2012-02-20,P,8,72
29442,2012-02-20,P,7,63
32746,2012-02-20,P,9,81
27189,2012-02-20,P,6,54
15586,2012-02-20,P,5,45
18313,2012-02-20,P,9,81
9181,2012-02-20,P,8,72
32704,2012-02-20,P,8,72
27410,2012-02-20,P,9,81
27481,2012-02-20,P,9,81
32794,2012-02-20,P,9,81
22034,2012-02-20,P,7,63
33977,2012-02-20,P,6,54
33978,2012-02-20,P,8,72
27197,2012-02-20,P,9,81
9097,2012-02-20,P,9,81
33979,2012-02-20,P,7,63
33980,2012-02-20,P,9,81
26392,2012-02-20,P,9,81
33987,2012-02-20,P,9,81
32714,2012-02-20,P,6,54
21843,2012-02-20,P,9,81
27208,2012-02-20,P,3,27
32712,2012-02-20,P,9,81
27997,2012-02-20,P,9,81
8904,2012-02-20,P,9,81
20144,2012-02-20,P,8,72
32719,2012-02-20,P,6,54
33981,2012-02-20,P,9,81
33982,2012-02-20,P,9,81
33983,2012-02-20,P,7,63
33984,2012-02-20,P,9,81
32861,2012-02-20,P,7,63
33985,2012-02-20,P,9,81
33986,2012-02-20,P,7,63
16863,2012-03-21,P,0,0
9116,2012-03-21,P,6,44
9076,2012-03-21,P,10,73
29442,2012-03-21,P,10,73
32746,2012-03-21,P,11,80
27189,2012-03-21,A,0,0
15586,2012-03-21,P,10,73
18313,2012-03-21,P,11,80
9181,2012-03-21,P,6,44
32704,2012-03-21,P,10,73
27410,2012-03-21,P,11,80
27481,2012-03-21,P,5,36
32794,2012-03-21,P,11,80
22034,2012-03-21,P,11,80
33977,2012-03-21,P,11,80
33978,2012-03-21,P,10,73
27197,2012-03-21,P,11,80
9097,2012-03-21,P,8,58
33979,2012-03-21,A,0,0
33980,2012-03-21,P,9,66
26392,2012-03-21,P,10,73
33987,2012-03-21,P,10,73
32714,2012-03-21,P,11,80
21843,2012-03-21,P,10,73
27208,2012-03-21,P,10,73
32712,2012-03-21,P,11,80
27997,2012-03-21,P,11,80
8904,2012-03-21,P,11,80
20144,2012-03-21,P,8,58
32719,2012-03-21,P,7,51
33981,2012-03-21,P,9,66
33982,2012-03-21,P,5,36
33983,2012-03-21,P,10,73
33984,2012-03-21,P,10,73
32861,2012-03-21,P,10,73
33985,2012-03-21,P,10,73
33986,2012-03-21,P,8,58
16863,2012-01-23,A,0,0
9116,2012-01-23,P,21,70
9076,2012-01-23,P,21,70
29442,2012-01-23,P,21,70
32746,2012-01-23,P,7,23
27189,2012-01-23,P,21,70
15586,2012-01-23,P,9,30
18313,2012-01-23,P,22,73
9181,2012-01-23,P,20,66
32704,2012-01-23,P,20,66
27410,2012-01-23,P,22,73
27481,2012-01-23,P,18,60
32794,2012-01-23,P,22,73
22034,2012-01-23,P,22,73
33977,2012-01-23,P,22,73
33978,2012-01-23,P,21,70
27197,2012-01-23,P,21,70
9097,2012-01-23,P,20,66
33979,2012-01-23,P,12,40
33980,2012-01-23,P,19,63
26392,2012-01-23,P,21,70
33987,2012-01-23,P,14,46
32714,2012-01-23,P,20,66
21843,2012-01-23,P,21,70
27208,2012-01-23,P,22,73
32712,2012-01-23,P,22,73
27997,2012-01-23,P,21,70
8904,2012-01-23,P,22,73
20144,2012-01-23,P,21,70
32719,2012-01-23,A,0,0
33981,2012-01-23,P,22,73
33982,2012-01-23,P,22,73
33983,2012-01-23,A,0,0
33984,2012-01-23,P,22,73
32861,2012-01-23,P,4,13
33985,2012-01-23,P,16,53
33986,2012-01-23,P,18,60
16863,2012-03-23,P,0,0
9116,2012-03-23,P,0,0
9076,2012-03-23,P,0,0
29442,2012-03-23,P,1,49
32746,2012-03-23,P,1,49
27189,2012-03-23,A,0,0
15586,2012-03-23,P,0,0
18313,2012-03-23,P,0,0
9181,2012-03-23,P,0,0
32704,2012-03-23,P,0,0
27410,2012-03-23,P,0,0
27481,2012-03-23,P,0,0
32794,2012-03-23,P,1,49
22034,2012-03-23,P,0,0
33977,2012-03-23,P,1,49
33978,2012-03-23,P,1,49
27197,2012-03-23,P,0,0
9097,2012-03-23,P,1,49
33979,2012-03-23,A,0,0
33980,2012-03-23,P,0,0
26392,2012-03-23,P,1,49
33987,2012-03-23,A,0,0
32714,2012-03-23,P,1,49
21843,2012-03-23,P,1,49
27208,2012-03-23,P,0,0
32712,2012-03-23,P,1,49
27997,2012-03-23,P,0,0
8904,2012-03-23,P,1,49
20144,2012-03-23,P,0,0
32719,2012-03-23,P,0,0
33981,2012-03-23,P,0,0
33982,2012-03-23,P,1,49
33983,2012-03-23,P,1,49
33984,2012-03-23,P,0,0
32861,2012-03-23,P,0,0
33985,2012-03-23,P,1,49
33986,2012-03-23,P,0,0
16863,2012-02-24,A,0,0
9116,2012-02-24,P,1,49
9076,2012-02-24,P,0,0
29442,2012-02-24,P,1,49
32746,2012-02-24,P,1,49
27189,2012-02-24,P,0,0
15586,2012-02-24,P,0,0
18313,2012-02-24,P,1,49
9181,2012-02-24,A,0,0
32704,2012-02-24,A,0,0
27410,2012-02-24,P,0,0
27481,2012-02-24,P,0,0
32794,2012-02-24,P,1,49
22034,2012-02-24,P,1,49
33977,2012-02-24,P,1,49
33978,2012-02-24,P,1,49
27197,2012-02-24,P,1,49
9097,2012-02-24,P,1,49
33979,2012-02-24,A,0,0
33980,2012-02-24,P,0,0
26392,2012-02-24,P,0,0
33987,2012-02-24,P,1,49
32714,2012-02-24,P,1,49
21843,2012-02-24,P,1,49
27208,2012-02-24,P,1,49
32712,2012-02-24,P,1,49
27997,2012-02-24,P,0,0
8904,2012-02-24,P,1,49
20144,2012-02-24,P,1,49
32719,2012-02-24,A,0,0
33981,2012-02-24,P,0,0
33982,2012-02-24,P,1,49
33983,2012-02-24,P,1,49
33984,2012-02-24,P,0,0
32861,2012-02-24,P,0,0
33985,2012-02-24,P,0,0
33986,2012-02-24,P,1,49
16863,2012-03-26,P,3,27
9116,2012-03-26,P,9,81
9076,2012-03-26,P,5,45
29442,2012-03-26,P,9,81
32746,2012-03-26,P,9,81
27189,2012-03-26,A,0,0
15586,2012-03-26,P,8,72
18313,2012-03-26,P,9,81
9181,2012-03-26,P,7,63
32704,2012-03-26,P,9,81
27410,2012-03-26,P,9,81
27481,2012-03-26,P,8,72
32794,2012-03-26,P,9,81
22034,2012-03-26,P,9,81
33977,2012-03-26,P,9,81
33978,2012-03-26,P,9,81
27197,2012-03-26,P,9,81
9097,2012-03-26,P,5,45
33979,2012-03-26,P,8,72
33980,2012-03-26,P,9,81
26392,2012-03-26,P,9,81
33987,2012-03-26,P,9,81
32714,2012-03-26,A,0,0
21843,2012-03-26,P,8,72
27208,2012-03-26,P,5,45
32712,2012-03-26,P,9,81
27997,2012-03-26,P,9,81
8904,2012-03-26,P,9,81
20144,2012-03-26,P,9,81
32719,2012-03-26,P,8,72
33981,2012-03-26,P,9,81
33982,2012-03-26,P,9,81
33983,2012-03-26,P,9,81
33984,2012-03-26,A,0,0
32861,2012-03-26,P,9,81
33985,2012-03-26,P,9,81
33986,2012-03-26,P,4,36
16863,2012-01-27,A,0,0
9116,2012-01-27,P,0,0
9076,2012-01-27,P,0,0
29442,2012-01-27,P,0,0
32746,2012-01-27,P,0,0
27189,2012-01-27,P,1,49
15586,2012-01-27,P,0,0
18313,2012-01-27,P,1,49
9181,2012-01-27,A,0,0
32704,2012-01-27,P,0,0
27410,2012-01-27,P,0,0
27481,2012-01-27,P,0,0
32794,2012-01-27,P,1,49
22034,2012-01-27,P,0,0
33977,2012-01-27,P,0,0
33978,2012-01-27,P,1,49
27197,2012-01-27,P,1,49
9097,2012-01-27,A,0,0
33979,2012-01-27,A,0,0
33980,2012-01-27,P,1,49
26392,2012-01-27,P,0,0
33987,2012-01-27,P,1,49
32714,2012-01-27,P,1,49
21843,2012-01-27,P,1,49
27208,2012-01-27,P,1,49
32712,2012-01-27,P,0,0
27997,2012-01-27,P,1,49
8904,2012-01-27,P,1,49
20144,2012-01-27,P,1,49
32719,2012-01-27,A,0,0
33981,2012-01-27,P,1,49
33982,2012-01-27,P,1,49
33983,2012-01-27,P,0,0
33984,2012-01-27,P,1,49
32861,2012-01-27,P,1,49
33985,2012-01-27,P,1,49
33986,2012-01-27,P,1,49
16863,2012-02-27,A,0,0
9116,2012-02-27,P,7,70
9076,2012-02-27,A,0,0
29442,2012-02-27,P,8,80
32746,2012-02-27,P,8,80
27189,2012-02-27,P,7,70
15586,2012-02-27,P,2,20
18313,2012-02-27,P,8,80
9181,2012-02-27,P,6,60
32704,2012-02-27,P,8,80
27410,2012-02-27,P,8,80
27481,2012-02-27,P,7,70
32794,2012-02-27,P,8,80
22034,2012-02-27,P,8,80
33977,2012-02-27,P,8,80
33978,2012-02-27,P,7,70
27197,2012-02-27,P,8,80
9097,2012-02-27,P,8,80
33979,2012-02-27,P,7,70
33980,2012-02-27,P,7,70
26392,2012-02-27,P,7,70
33987,2012-02-27,P,7,70
32714,2012-02-27,P,7,70
21843,2012-02-27,P,8,80
27208,2012-02-27,P,1,10
32712,2012-02-27,P,8,80
27997,2012-02-27,P,8,80
8904,2012-02-27,P,8,80
20144,2012-02-27,P,7,70
32719,2012-02-27,P,8,80
33981,2012-02-27,P,8,80
33982,2012-02-27,P,8,80
33983,2012-02-27,P,8,80
33984,2012-02-27,P,7,70
32861,2012-02-27,P,8,80
33985,2012-02-27,P,8,80
33986,2012-02-27,P,3,30
16863,2012-01-31,P,0,0
9116,2012-01-31,P,13,79
9076,2012-01-31,P,11,67
29442,2012-01-31,P,12,73
32746,2012-01-31,P,13,79
27189,2012-01-31,P,12,73
15586,2012-01-31,P,6,36
18313,2012-01-31,P,13,79
9181,2012-01-31,P,6,36
32704,2012-01-31,P,13,79
27410,2012-01-31,P,11,67
27481,2012-01-31,P,11,67
32794,2012-01-31,P,13,79
22034,2012-01-31,P,13,79
33977,2012-01-31,P,13,79
33978,2012-01-31,P,13,79
27197,2012-01-31,A,0,0
9097,2012-01-31,P,13,79
33979,2012-01-31,P,4,24
33980,2012-01-31,P,13,79
26392,2012-01-31,P,9,55
33987,2012-01-31,A,0,0
32714,2012-01-31,P,11,67
21843,2012-01-31,P,13,79
27208,2012-01-31,P,13,79
32712,2012-01-31,P,13,79
27997,2012-01-31,P,13,79
8904,2012-01-31,P,13,79
20144,2012-01-31,P,6,36
32719,2012-01-31,A,0,0
33981,2012-01-31,P,12,73
33982,2012-01-31,P,12,73
33983,2012-01-31,P,10,61
33984,2012-01-31,P,12,73
32861,2012-01-31,A,0,0
33985,2012-01-31,P,13,79
33986,2012-01-31,P,10,61
16863,2012-03-30,A,0,0
9116,2012-03-30,P,1,49
9076,2012-03-30,P,0,0
29442,2012-03-30,P,0,0
32746,2012-03-30,P,1,49
27189,2012-03-30,A,0,0
15586,2012-03-30,P,0,0
18313,2012-03-30,P,1,49
9181,2012-03-30,P,0,0
32704,2012-03-30,P,1,49
27410,2012-03-30,P,0,0
27481,2012-03-30,P,1,49
32794,2012-03-30,P,0,0
22034,2012-03-30,P,1,49
33977,2012-03-30,P,0,0
33978,2012-03-30,P,1,49
27197,2012-03-30,A,0,0
9097,2012-03-30,P,1,49
33979,2012-03-30,P,1,49
33980,2012-03-30,P,1,49
26392,2012-03-30,P,1,49
33987,2012-03-30,P,0,0
32714,2012-03-30,P,1,49
21843,2012-03-30,P,0,0
27208,2012-03-30,P,1,49
32712,2012-03-30,A,0,0
27997,2012-03-30,P,1,49
8904,2012-03-30,P,1,49
20144,2012-03-30,P,1,49
32719,2012-03-30,P,0,0
33981,2012-03-30,P,1,49
33982,2012-03-30,P,1,49
33983,2012-03-30,P,1,49
33984,2012-03-30,P,0,0
32861,2012-03-30,P,0,0
33985,2012-03-30,A,0,0
33986,2012-03-30,P,0,0
16863,2011-07-01,P,0,0
9116,2011-07-01,P,1,49
9076,2011-07-01,P,0,0
29442,2011-07-01,P,1,49
32746,2011-07-01,P,0,0
27189,2011-07-01,P,1,49
15586,2011-07-01,P,1,49
18313,2011-07-01,P,0,0
9181,2011-07-01,P,0,0
32704,2011-07-01,P,0,0
27410,2011-07-01,P,1,49
27481,2011-07-01,P,1,49
32794,2011-07-01,P,0,0
22034,2011-07-01,P,0,0
33977,2011-07-01,A,0,0
33978,2011-07-01,P,0,0
27197,2011-07-01,A,0,0
9097,2011-07-01,P,1,49
33979,2011-07-01,P,0,0
33980,2011-07-01,P,0,0
26392,2011-07-01,P,0,0
33987,2011-07-01,P,0,0
32714,2011-07-01,P,1,49
21843,2011-07-01,A,0,0
27208,2011-07-01,A,0,0
32712,2011-07-01,A,0,0
27997,2011-07-01,P,1,49
8904,2011-07-01,P,1,49
20144,2011-07-01,P,1,49
32719,2011-07-01,P,1,49
33981,2011-07-01,P,1,49
33982,2011-07-01,P,1,49
33983,2011-07-01,P,1,49
33984,2011-07-01,P,0,0
32861,2011-07-01,P,0,0
33985,2011-07-01,P,0,0
33986,2011-07-01,P,1,49
16863,2011-12-02,A,0,0
9116,2011-12-02,P,1,49
9076,2011-12-02,P,1,49
29442,2011-12-02,P,0,0
32746,2011-12-02,P,1,49
27189,2011-12-02,P,1,49
15586,2011-12-02,P,0,0
18313,2011-12-02,P,1,49
9181,2011-12-02,P,1,49
32704,2011-12-02,P,0,0
27410,2011-12-02,P,0,0
27481,2011-12-02,P,0,0
32794,2011-12-02,P,1,49
22034,2011-12-02,P,1,49
33977,2011-12-02,P,1,49
33978,2011-12-02,P,0,0
27197,2011-12-02,A,0,0
9097,2011-12-02,A,0,0
33979,2011-12-02,P,0,0
33980,2011-12-02,P,1,49
26392,2011-12-02,P,0,0
33987,2011-12-02,P,0,0
32714,2011-12-02,P,1,49
21843,2011-12-02,P,0,0
27208,2011-12-02,P,1,49
32712,2011-12-02,P,1,49
27997,2011-12-02,P,0,0
8904,2011-12-02,P,1,49
20144,2011-12-02,P,1,49
32719,2011-12-02,A,0,0
33981,2011-12-02,P,1,49
33982,2011-12-02,P,1,49
33983,2011-12-02,P,1,49
33984,2011-12-02,P,0,0
32861,2011-12-02,P,0,0
33985,2011-12-02,P,0,0
33986,2011-12-02,A,0,0
16863,2011-10-03,A,0,0
9116,2011-10-03,P,8,72
9076,2011-10-03,P,9,81
29442,2011-10-03,P,8,72
32746,2011-10-03,P,9,81
27189,2011-10-03,P,1,9
15586,2011-10-03,P,4,36
18313,2011-10-03,P,9,81
9181,2011-10-03,P,9,81
32704,2011-10-03,P,6,54
27410,2011-10-03,P,9,81
27481,2011-10-03,P,9,81
32794,2011-10-03,P,9,81
22034,2011-10-03,P,3,27
33977,2011-10-03,P,9,81
33978,2011-10-03,P,8,72
27197,2011-10-03,P,7,63
9097,2011-10-03,P,9,81
33979,2011-10-03,P,2,18
33980,2011-10-03,P,9,81
26392,2011-10-03,P,9,81
33987,2011-10-03,A,0,0
32714,2011-10-03,P,8,72
21843,2011-10-03,P,7,63
27208,2011-10-03,P,9,81
32712,2011-10-03,P,8,72
27997,2011-10-03,P,7,63
8904,2011-10-03,P,9,81
20144,2011-10-03,P,8,72
32719,2011-10-03,P,8,72
33981,2011-10-03,P,8,72
33982,2011-10-03,P,8,72
33983,2011-10-03,P,9,81
33984,2011-10-03,P,7,63
32861,2011-10-03,P,9,81
33985,2011-10-03,A,0,0
33986,2011-10-03,A,0,0
16863,2011-07-04,P,0,0
9116,2011-07-04,P,9,81
9076,2011-07-04,P,8,72
29442,2011-07-04,P,8,72
32746,2011-07-04,P,8,72
27189,2011-07-04,P,9,81
15586,2011-07-04,P,8,72
18313,2011-07-04,P,9,81
9181,2011-07-04,P,7,63
32704,2011-07-04,P,8,72
27410,2011-07-04,P,9,81
27481,2011-07-04,P,9,81
32794,2011-07-04,P,9,81
22034,2011-07-04,P,9,81
33977,2011-07-04,P,9,81
33978,2011-07-04,P,9,81
27197,2011-07-04,P,9,81
9097,2011-07-04,P,9,81
33979,2011-07-04,P,8,72
33980,2011-07-04,A,0,0
26392,2011-07-04,P,9,81
33987,2011-07-04,P,7,63
32714,2011-07-04,P,5,45
21843,2011-07-04,P,9,81
27208,2011-07-04,P,9,81
